三月销售汇总表-店铺,三月销售汇总表-分类,三月销售汇总表-货品名称,三月销售汇总表-发货总量,三月销售汇总表-退货总量,三月销售汇总表-实际销售量,三月销售汇总表-发货总金额,三月销售汇总表-货品总成本,三月销售汇总表-货品总利润,三月销售汇总表-退货总金额,三月销售汇总表-退货总成本,三月销售汇总表-实际销售额,三月销售汇总表-实际总成本,三月销售汇总表-实际总利润,三月销售汇总表-赠品数量,快递费总金额
(抖音)运动户外旗舰店,线上配节,配节-龙战技5H1A(36),1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技5H1A(39/48/57),1,0,1,0,0,0,0,0,0,0,0,1.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技5H2A(54/63/72),1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战江湖大物（轻量版）6.3,1,0,1,289,190,99,0,0,289,190,99,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战江湖大物（轻量版）7.2,4,1,3,1196,840,356,299,210,897,630,267,0.0,
(抖音)运动户外旗舰店,装备,赠品竿稍,2851,4,2847,0,0,0,0,0,0,0,0,2719.0,
(抖音)运动户外旗舰店,线,魁攻大物线组7.2*5.0#,1,0,1,0,18,(18),0,0,0,18,(18),1.0,
(抖音)运动户外旗舰店,线,魁攻大物线组7.2*6.0#,1,0,1,0,18,(18),0,0,0,18,(18),1.0,
(抖音)运动户外旗舰店,线,魁攻大物线组7.2*8.0#,1,0,1,0,18,(18),0,0,0,18,(18),1.0,
(抖音)运动户外旗舰店,线,魁攻大物线组8.1*6.0#,2,0,2,0,35,(35),0,0,0,35,(35),2.0,
(抖音)运动户外旗舰店,线,魁攻大物线组8.1*8.0#,1,0,1,0,18,(18),0,0,0,18,(18),1.0,
(抖音)运动户外旗舰店,线,魁攻大物线组8.1*18#,1,0,1,30,18,12,0,0,30,18,12,0.0,
(抖音)运动户外旗舰店,线,魁攻大物线组9*6.0#,1,0,1,0,18,(18),0,0,0,18,(18),1.0,
(抖音)运动户外旗舰店,线,魁攻大物线组9*10#,1,0,1,0,18,(18),0,0,0,18,(18),0.0,
(抖音)运动户外旗舰店,线,魁攻大物线组9*12#,1,0,1,0,18,(18),0,0,0,18,(18),1.0,
(抖音)运动户外旗舰店,线,魁攻大物线组10*6.0#,3,0,3,0,53,(53),0,0,0,53,(53),3.0,
(抖音)运动户外旗舰店,线,魁攻大物线组10*8.0#,3,0,3,0,53,(53),0,0,0,53,(53),3.0,
(抖音)运动户外旗舰店,线,魁攻大物线组11*8.0#,1,0,1,0,18,(18),0,0,0,18,(18),1.0,
(抖音)运动户外旗舰店,钩,龙战子线仕挂金袖无刺3#钩0.4#子线,1,0,1,11,2,9,0,0,11,2,9,0.0,
(抖音)运动户外旗舰店,钩,龙战子线仕挂金袖无刺6#钩0.8#子线,1,0,1,0,2,(2),0,0,0,2,(2),1.0,
(抖音)运动户外旗舰店,钩,龙战子线仕挂金袖无刺8#钩1.2#子线,1,0,1,0,2,(2),0,0,0,2,(2),1.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战江湖大物（轻量版）9.0,1,0,1,369,270,99,0,0,369,270,99,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战江湖大物（轻量版）2A(9/10),1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,线下配节,配节-帝战羽〈铂金版〉5.4-1A,1,0,1,0,0,0,0,0,0,0,0,1.0,
(抖音)运动户外旗舰店,线下配节,配节-魁战羽·铂金版 1 2代6.3/8.1-1A,1,0,1,35,0,35,0,0,35,0,35,0.0,
(抖音)运动户外旗舰店,线下配节,配节-龙战江湖X3.5\7.2/9.0-3A,1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,线下配节,配节-龙战江湖X3.5\7.2/9.0-4A,1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,线下配节,配节-魁战羽·铂金叁代（轻量）4.5-1A,2,0,2,0,0,0,0,0,0,0,0,2.0,
(抖音)运动户外旗舰店,线下配节,配节-魁战粹（尊享/铂金）5.4/9.0-1A,1,0,1,35,0,35,0,0,35,0,35,0.0,
(抖音)运动户外旗舰店,无,看备注检查,35,0,35,597,0,597,0,0,597,0,597,21.0,
(抖音)运动户外旗舰店,线上鱼竿,捷报连鲢5.4m,4,1,3,1441,740,701,360,185,1081,555,526,0.0,
(抖音)运动户外旗舰店,线上鱼竿,捷报连鲢6.3m,6,1,5,2327,1290,1037,432,215,1894,1075,819,0.0,
(抖音)运动户外旗舰店,线上鱼竿,捷报连鲢7.2m,9,1,8,3949,2295,1654,439,255,3510,2040,1470,0.0,
(抖音)运动户外旗舰店,线上鱼竿,捷报连鲢7.5m,1,0,1,481,275,206,0,0,481,275,206,0.0,
(抖音)运动户外旗舰店,线上鱼竿,捷报连鲢8.1m,5,0,5,2662,1525,1137,0,0,2662,1525,1137,0.0,
(抖音)运动户外旗舰店,线上鱼竿,捷报连鲢9m,1,0,1,609,355,254,0,0,609,355,254,0.0,
(抖音)运动户外旗舰店,线上配节,配节-捷报连鲢1A72/81/90,1,0,1,0,0,0,0,0,0,0,0,1.0,
(抖音)运动户外旗舰店,装备,缠把带龙骨1.1m黄色,0,1,(1),0,0,0,0,1,0,(1),1,0.0,
(抖音)运动户外旗舰店,线下装备,第三款T恤短袖XL,1,0,1,129,66,63,0,0,129,66,63,0.0,
(抖音)运动户外旗舰店,线下装备,第三款T恤短袖L,1,1,0,129,66,63,129,66,0,0,0,0.0,
(抖音)运动户外旗舰店,线下鱼竿,青龙令3.5K6.3m,1,0,1,1076,255,821,0,0,1076,255,821,0.0,
(抖音)运动户外旗舰店,线下鱼竿,青龙令3.5K7.2m,1,0,1,1236,295,941,0,0,1236,295,941,0.0,
(抖音)运动户外旗舰店,线下赠品,第四款防晒服（层云白）2XL,1,0,1,0,73,(73),0,0,0,73,(73),1.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技经典版3.6,17,1,16,1172,1955,(783),68,115,1103,1840,(737),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技经典版4.5,33,3,30,3267,4790,(1523),374,436,2892,4354,(1462),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技经典版5.4,31,0,31,3772,5425,(1653),0,0,3772,5425,(1653),1.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技经典版6.3,41,4,37,5694,8405,(2711),521,820,5173,7585,(2412),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技经典版7.2,51,9,42,8420,11985,(3565),1463,2115,6956,9870,(2914),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技经典版8.1,13,4,9,2574,3445,(871),799,1060,1774,2385,(611),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技经典版9.0,11,2,9,2283,3245,(962),393,590,1890,2655,(765),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技轻量版3.6,20,2,18,2029,2400,(371),209,240,1820,2160,(340),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技轻量版4.5,46,7,39,6867,7130,(263),1028,1085,5840,6045,(205),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技轻量版5.4,53,10,43,9160,9238,(78),1967,1765,7193,7472,(279),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技轻量版6.3,58,20,38,12289,12470,(181),4935,4300,7355,8170,(815),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技轻量版7.2,82,26,56,18991,20910,(1919),6748,6630,12243,14280,(2037),0.0,
(抖音)运动户外旗舰店,鱼竿配件,发光尾丝-龙战技轻量36/39,52,5,47,5811,307,5504,574,30,5237,278,4960,2.0,
(抖音)运动户外旗舰店,鱼竿配件,发光尾丝-龙战技轻量4.5/4.8/5.4/5.7,124,16,108,19714,879,18835,2888,113,16825,766,16060,0.0,
(抖音)运动户外旗舰店,鱼竿配件,发光尾丝-龙战技轻量6.3,51,10,41,10001,372,9628,2152,73,7849,299,7549,1.0,
(抖音)运动户外旗舰店,鱼竿配件,发光尾丝-龙战技轻量7.2/8.1,82,25,57,19377,649,18728,6403,198,12974,452,12523,0.0,
(抖音)运动户外旗舰店,鱼竿配件,发光尾丝-龙战技经典3.6,17,1,16,1172,41,1131,68,2,1103,39,1065,0.0,
(抖音)运动户外旗舰店,鱼竿配件,发光尾丝-龙战技经典4.5,32,2,30,3121,70,3051,230,4,2891,66,2825,0.0,
(抖音)运动户外旗舰店,鱼竿配件,发光尾丝-龙战技经典5.4,29,1,28,3662,52,3610,186,2,3476,50,3427,0.0,
(抖音)运动户外旗舰店,鱼竿配件,发光尾丝-龙战技经典6.3,41,4,37,5474,54,5420,521,5,4953,49,4904,0.0,
(抖音)运动户外旗舰店,鱼竿配件,发光尾丝-龙战技经典7.2,49,9,40,7909,41,7868,1463,8,6445,34,6412,0.0,
(抖音)运动户外旗舰店,鱼竿配件,发光尾丝-龙战技经典8.1,11,3,8,2114,13,2101,629,3,1485,9,1476,0.0,
(抖音)运动户外旗舰店,鱼竿配件,发光尾丝-龙战技经典9.0,11,1,10,2283,27,2256,196,2,2087,24,2062,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技经典版1A-9.0,10,2,8,1953,0,1953,393,0,1560,0,1560,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版1A-3.6,14,1,13,1150,0,1150,82,0,1068,0,1068,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版1A-4.5,55,4,51,3265,0,3265,516,0,2749,0,2749,7.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版2A-4.5,4,0,4,23,0,23,0,0,23,0,23,1.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版3A-4.5,2,0,2,8,0,8,0,0,8,0,8,1.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版1A-5.4,50,2,48,4128,0,4128,399,0,3729,0,3729,5.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版2A-5.4,7,0,7,65,0,65,0,0,65,0,65,2.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版3A-5.4,2,0,2,5,0,5,0,0,5,0,5,1.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版4A-5.4,1,0,1,0,0,0,0,0,0,0,0,1.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版1A-6.3/8.1,126,24,102,14944,0,14944,4712,0,10233,0,10233,12.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版2A-6.3/8.1,12,0,12,125,0,125,0,0,125,0,125,1.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版3A-6.3/8.1,3,0,3,35,0,35,0,0,35,0,35,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版4A-6.3/8.1,3,0,3,30,0,30,0,0,30,0,30,1.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版5A-6.3/8.1,1,0,1,8,0,8,0,0,8,0,8,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技轻量版6A-7.2/8.1,1,0,1,8,0,8,0,0,8,0,8,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技经典版1A-3.6/4.5,45,2,43,3753,0,3753,159,0,3594,0,3594,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技经典版1A-5.4/8.1,125,15,110,16965,0,16965,2126,0,14840,0,14840,2.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技经典版2A-5.4/8.1,1,0,1,5,0,5,0,0,5,0,5,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技经典版3A-5.4/8.1,1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,钩,竞技偷驴钩号5#线号0.4/0.6,2,0,2,0,38,(38),0,0,0,38,(38),2.0,
(抖音)运动户外旗舰店,钩,竞技偷驴钩号5#线号0.6/0.8,5,1,4,30,96,(66),0,19,30,77,(47),4.0,
(抖音)运动户外旗舰店,钩,竞技偷驴钩号6#线号0.4/0.6,2,0,2,0,38,(38),0,0,0,38,(38),2.0,
(抖音)运动户外旗舰店,钩,竞技偷驴钩号7#线号0.4/0.6,2,0,2,0,38,(38),0,0,0,38,(38),2.0,
(抖音)运动户外旗舰店,钩,竞技偷驴钩号8#线号0.6/0.8,3,0,3,0,58,(58),0,0,0,58,(58),3.0,
(抖音)运动户外旗舰店,钩,竞技偷驴钩号9#线号0.6/0.8,2,0,2,0,38,(38),0,0,0,38,(38),2.0,
(抖音)运动户外旗舰店,钩,竞技偷驴钩号9#线号0.8/1.0,4,0,4,0,77,(77),0,0,0,77,(77),3.0,
(抖音)运动户外旗舰店,钩,竞技偷驴钩号10#线号0.6/0.8,1,0,1,0,19,(19),0,0,0,19,(19),1.0,
(抖音)运动户外旗舰店,钩,竞技偷驴钩号10#线号0.8/1.0,10,0,10,269,192,77,0,0,269,192,77,1.0,
(抖音)运动户外旗舰店,钩,竞技偷驴钩号10#线号1.0/1.2,8,1,7,0,154,(154),0,19,0,134,(134),8.0,
(抖音)运动户外旗舰店,钩,正钓小炮钩号6#线号0.6/0.8,2,0,2,0,38,(38),0,0,0,38,(38),2.0,
(抖音)运动户外旗舰店,钩,正钓小炮钩号8#线号0.4/0.6,4,0,4,120,77,43,0,0,120,77,43,0.0,
(抖音)运动户外旗舰店,钩,正钓小炮钩号8#线号0.8/1.0,4,0,4,60,77,(17),0,0,60,77,(17),2.0,
(抖音)运动户外旗舰店,钩,正钓小炮钩号9#线号0.6/0.8,4,0,4,60,77,(17),0,0,60,77,(17),2.0,
(抖音)运动户外旗舰店,钩,正钓小炮钩号9#线号0.8/1.0,5,0,5,120,96,24,0,0,120,96,24,1.0,
(抖音)运动户外旗舰店,钩,正钓小炮钩号9#线号1.0/1.2,9,0,9,60,173,(113),0,0,60,173,(113),7.0,
(抖音)运动户外旗舰店,钩,正钓小炮钩号10#线号0.8/1.0,4,0,4,30,77,(47),0,0,30,77,(47),3.0,
(抖音)运动户外旗舰店,钩,正钓小炮钩号11#线号1.2/1.5,1,0,1,0,19,(19),0,0,0,19,(19),1.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号7#线号0.6/0.8,3,0,3,0,57,(57),0,0,0,57,(57),3.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号7#线号0.8/1.0,3,0,3,0,55,(55),0,0,0,55,(55),3.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号7#线号1.0/1.2,7,0,7,60,134,(75),0,0,60,134,(75),5.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号8#线号0.6/0.8,3,0,3,0,57,(57),0,0,0,57,(57),3.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号8#线号0.8/1.0,1,0,1,0,19,(19),0,0,0,19,(19),1.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号8#线号1.0/1.2,3,0,3,90,58,32,0,0,90,58,32,0.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号8#线号1.2/1.5,1,1,0,0,19,(19),0,19,0,0,0,1.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号8#线号1.5/2.0,2,0,2,60,38,21,0,0,60,38,21,0.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号9#线号1.0/1.2,29,0,29,0,557,(557),0,0,0,557,(557),29.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号9#线号1.2/1.5,2,0,2,30,38,(9),0,0,30,38,(9),1.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号10#线号1.0/1.2,2,0,2,60,38,21,0,0,60,38,21,0.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号10#线号1.2/1.5,3,0,3,90,58,32,0,0,90,58,32,0.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号10#线号2.0/2.5,19,3,16,30,365,(335),0,58,30,307,(277),18.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号10#线号2.5/3.0,4,0,4,120,76,44,0,0,120,76,44,0.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号11#线号1.2/1.5,1,0,1,0,19,(19),0,0,0,19,(19),1.0,
(抖音)运动户外旗舰店,钩,飞磕大炮钩号11#线号1.5/2.0,1,0,1,30,19,11,0,0,30,19,11,0.0,
(抖音)运动户外旗舰店,线下配节,青龙令3.5K 7.2/8.1-1A,1,0,1,0,0,0,0,0,0,0,0,1.0,
(抖音)运动户外旗舰店,线下配节,青龙令3.5K 5.4/6.3-2A,2,0,2,5,0,5,0,0,5,0,5,1.0,
(抖音)运动户外旗舰店,线下配节,青龙令3.5K 5.4/6.3-1A,2,0,2,5,0,5,0,0,5,0,5,1.0,
(抖音)运动户外旗舰店,无,帽子-第九款浅灰迷彩F,277,13,264,0,5540,(5540),0,260,0,5280,(5280),276.0,
(抖音)运动户外旗舰店,线下配节,魁战尊享 鲢鳙6.3/9.0-2A,1,0,1,25,0,25,0,0,25,0,25,0.0,
(抖音)运动户外旗舰店,线下配节,魁战尊享 鲢鳙6.3/9.0-1A,1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,线下鱼竿,魁战粹全能6.3,1,0,1,0,215,(215),0,0,0,215,(215),1.0,
(抖音)运动户外旗舰店,线下配节,魁战悍5.5H 6.3/7.2-1A,1,0,1,0,0,0,0,0,0,0,0,1.0,
(抖音)运动户外旗舰店,线下配节,魁战悍5.5H 3.9-1A,2,0,2,0,0,0,0,0,0,0,0,2.0,
(抖音)运动户外旗舰店,线下鱼竿,魁战悍5.5H5.4,1,0,1,664,230,434,0,0,664,230,434,0.0,
(抖音)运动户外旗舰店,线下鱼竿,魁战悍5.5H3.9,1,0,1,528,165,363,0,0,528,165,363,0.0,
(抖音)运动户外旗舰店,线下配节,魁战悍6.5H 3.6/4.5-1A,2,1,1,0,0,0,0,0,0,0,0,2.0,
(抖音)运动户外旗舰店,线下配节,魁战悍6.5H 3.0-1A,1,0,1,0,0,0,0,0,0,0,0,1.0,
(抖音)运动户外旗舰店,线下鱼竿,魁战悍6.5H4.5,2,1,1,1288,420,868,610,210,678,210,468,0.0,
(抖音)运动户外旗舰店,线下鱼竿,魁战悍6.5H3.9,2,1,1,1000,380,620,500,190,500,190,310,0.0,
(抖音)运动户外旗舰店,线下鱼竿,魁战悍6.5H3.6,1,0,1,448,170,278,0,0,448,170,278,0.0,
(抖音)运动户外旗舰店,线下鱼竿,魁战悍6.5H3.0,2,0,2,702,308,394,0,0,702,308,394,0.0,
(抖音)运动户外旗舰店,线下鱼竿,魁战悍8H3.9,1,0,1,599,210,389,0,0,599,210,389,0.0,
(抖音)运动户外旗舰店,线下鱼竿,魁战悍8H3.6,2,0,2,1018,380,638,0,0,1018,380,638,0.0,
(抖音)运动户外旗舰店,线下鱼竿,魁战悍8H3.0,1,0,1,480,150,330,0,0,480,150,330,0.0,
(抖音)运动户外旗舰店,线下赠品,鱼护40*2.5竞技,1,0,1,0,76,(76),0,0,0,76,(76),0.0,
(抖音)运动户外旗舰店,前、后堵,发光尾丝电池-小号（轻量36-63、经典36-54）,10,0,10,32,10,22,0,0,32,10,22,0.0,
(抖音)运动户外旗舰店,前、后堵,发光尾丝电池-中号（轻量72、经典63-81）,1,0,1,0,1,(1),0,0,0,1,(1),1.0,
(抖音)运动户外旗舰店,鱼漂,电子漂-惊峰（银字)QB-001,9,0,9,165,108,57,0,0,165,108,57,3.0,
(抖音)运动户外旗舰店,鱼漂,电子漂-惊峰（银字)QB-002,10,0,10,136,120,16,0,0,136,120,16,5.0,
(抖音)运动户外旗舰店,鱼漂,电子漂-惊峰（银字)QB-003,6,0,6,136,72,64,0,0,136,72,64,1.0,
(抖音)运动户外旗舰店,装备,电子漂-惊峰（银字)QB-004,7,0,7,136,84,52,0,0,136,84,52,1.0,
(抖音)运动户外旗舰店,鱼漂,电子漂-惊峰（金字)QA-001,3,0,3,199,90,109,0,0,199,90,109,0.0,
(抖音)运动户外旗舰店,鱼漂,电子漂-惊峰（金字)QA-002,2,1,1,119,60,59,59,30,59,30,29,0.0,
(抖音)运动户外旗舰店,鱼漂,电子漂-惊峰（金字)QA-003,3,0,3,199,90,109,0,0,199,90,109,0.0,
(抖音)运动户外旗舰店,鱼漂,电子漂-惊峰（金字)QA-004,2,1,1,119,60,59,59,30,59,30,29,0.0,
(抖音)运动户外旗舰店,无,帽子-第九款深灰迷彩F,796,118,678,210,15920,(15710),0,2360,210,13560,(13350),791.0,
(抖音)运动户外旗舰店,线下鱼竿,青龙令12K6.3m,1,0,1,1130,265,865,0,0,1130,265,865,0.0,
(抖音)运动户外旗舰店,装备,新款缠把带1.5M（绿）,166,9,157,168,839,(670),10,45,158,794,(636),145.0,
(抖音)运动户外旗舰店,装备,新款缠把带2.0M（绿）,106,14,92,116,625,(509),0,83,116,543,(427),95.0,
(抖音)运动户外旗舰店,装备,新款缠把带1.5M（粉）,79,1,78,277,394,(117),0,5,277,389,(112),51.0,
(抖音)运动户外旗舰店,装备,新款缠把带2.0M（粉）,209,18,191,245,1232,(987),0,106,245,1125,(880),172.0,
(抖音)运动户外旗舰店,装备,新款缠把带1.5M（橙）,1203,109,1094,20,5887,(5867),0,533,20,5354,(5334),989.0,
(抖音)运动户外旗舰店,装备,新款缠把带2.0M（橙）,1089,121,968,116,6459,(6343),0,716,116,5743,(5626),1068.0,
(抖音)运动户外旗舰店,装备,打窝勺80cm（粉）,567,2,565,145,13082,(12937),0,32,145,13050,(12905),34.0,
(抖音)运动户外旗舰店,装备,打窝勺100cm（粉）,134,1,133,186,2342,(2157),0,17,186,2325,(2139),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍5.5H3.6m,10,2,8,2883,1350,1533,582,270,2301,1080,1221,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍5.5H3.9m,23,2,21,7515,3336,4179,662,290,6853,3046,3807,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍5.5H4.5m,32,1,31,12143,5280,6863,389,165,11754,5115,6639,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍5.5H4.8m,9,1,8,3529,1530,1999,406,170,3123,1360,1763,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍5.5H5.4m,9,2,7,3875,1665,2210,908,370,2967,1295,1672,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍5.5H5.7m,4,0,4,1913,740,1173,0,0,1913,740,1173,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍5.5H6.3m,8,0,8,4142,1720,2422,0,0,4142,1720,2422,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍5.5H7.2m,9,4,5,4001,2295,1706,2324,1020,1677,1275,402,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍6.5H3.6m,16,2,14,4866,2160,2706,619,270,4247,1890,2357,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍6.5H3.9m,26,3,23,8886,3770,5116,1053,435,7833,3335,4498,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍6.5H4.5m,36,3,33,13992,6300,7692,1170,525,12822,5775,7047,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍6.5H5.4m,16,4,12,7477,2960,4517,1891,740,5586,2220,3366,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍6.5H6.3m,15,0,15,7945,3300,4645,0,0,7945,3300,4645,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍6.5H7.2m,13,2,11,7803,3380,4423,1212,520,6591,2860,3731,0.0,
(抖音)运动户外旗舰店,装备,打窝勺100cm（紫）,95,0,95,234,1661,(1427),0,0,234,1661,(1427),3.0,
(抖音)运动户外旗舰店,装备,打窝勺80cm（紫）,81,0,81,0,1296,(1296),0,0,0,1296,(1296),0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战悍5.5H-1A-36/45,1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战悍5.5H-1A-48/57,1,0,1,0,0,0,0,0,0,0,0,1.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战悍5.5H-2A-48/57,1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战悍5.5H-3A-63/72,1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战悍6.5H-2A-36/45,1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战悍6.5H-3A-36/45,2,0,2,23,0,23,0,0,23,0,23,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战悍6.5H-4A-45,1,0,1,8,0,8,0,0,8,0,8,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战悍6.5H-1A-39,1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战悍6.5H-1A-63/72,1,0,1,15,0,15,0,0,15,0,15,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技轻量版3.9,32,3,29,4070,4143,(73),365,377,3705,3766,(61),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技轻量版4.8,19,2,17,2951,3229,(279),388,340,2563,2889,(326),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技轻量版5.7,20,3,17,3807,4000,(193),640,600,3167,3400,(233),0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍6.5H2.7m,11,0,11,2350,990,1359,0,0,2350,990,1359,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍6.5H3.0m,18,0,18,4436,1710,2726,0,0,4436,1710,2726,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍6.5H3.3m,3,0,3,821,300,521,0,0,821,300,521,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍6.5H4.8m,5,0,5,2106,900,1206,0,0,2106,900,1206,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战悍5.5H8.1m,1,0,1,651,303,348,0,0,651,303,348,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技·鲫270,3,0,3,570,270,300,0,0,570,270,300,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技全能5.4m（灰）,2,0,2,818,340,478,0,0,818,340,478,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技全能6.3m（灰）,2,1,1,983,390,593,484,195,499,195,304,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技全能7.2m（灰）,14,1,13,7735,3220,4515,558,230,7177,2990,4187,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技全能8.1m（灰）,4,2,2,2526,1147,1379,1263,574,1263,574,689,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技全能9m（灰）,13,2,11,9505,4095,5410,1446,630,8059,3465,4594,0.0,
(抖音)运动户外旗舰店,线上鱼竿,龙战技全能10m（灰）,5,1,4,4140,2004,2136,824,401,3316,1604,1712,0.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技全能-1A（54/81）,3,0,3,15,0,15,0,0,15,0,15,2.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技全能（灰）-2A（54/81）,2,0,2,0,0,0,0,0,0,0,0,2.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技全能（灰）-2A（9/10）,1,0,1,0,0,0,0,0,0,0,0,1.0,
(抖音)运动户外旗舰店,线上配节,配节-龙战技全能（灰）-3A（9/10）,1,0,1,0,0,0,0,0,0,0,0,1.0,
