博物馆,层次,年参观人次 （万 ）,珍贵文物（套/件 ）,藏品      （套/件 ）,省份,类型
武汉荆楚金石博物馆,非国有博物馆,0,0,448,湖北省,历史类
成都饮食文化博物馆,其他行业国有博物馆,1,0,4099,四川省,文化类
武汉蓝鼎和鼻烟壶博物馆,非国有博物馆,2,0,362,湖北省,行业类
武汉巧巧扑克牌博物馆,非国有博物馆,0,0,300,湖北省,文化类
红四方面军工农剧团旧址纪念馆,文物系统国有博物馆,8,0,未知,四川省,历史类
达州红军文化陈列馆,文物系统国有博物馆,50,0,1246,四川省,文化类
自贡抗战盐运文化陈列馆,文物系统国有博物馆,3,0,122,四川省,历史类
武汉琴台钢琴博物馆,非国有博物馆,4,0,303,湖北省,行业类
武汉市德森地契博物馆,非国有博物馆,5,0,43321,湖北省,文化类
冕宁县红军长征纪念馆,文物系统国有博物馆,3,16,52,四川省,历史类
成都尔玛民俗博物馆,非国有博物馆,12,0,7642,四川省,文化类
成都新岳艺术博物馆,非国有博物馆,0,7,2180,四川省,艺术类
甘孜藏族自治州民族博物馆,文物系统国有博物馆,11,727,3000,四川省,文化类
武汉市蜂之巢蜜蜂博物馆,非国有博物馆,1,0,304,湖北省,行业类
5·12抗震救灾纪念馆,文物系统国有博物馆,35,0,877,四川省,历史类
成都杨德全蜀绣博物馆,非国有博物馆,0,0,1438,四川省,艺术类
武汉市精益眼镜博物馆,非国有博物馆,1,0,400,湖北省,行业类
武汉市秋枫记忆老物 博物馆,非国有博物馆,2,0,1260,湖北省,历史类
武汉市贞元博物馆,非国有博物馆,2,0,350,湖北省,文化类
金川县红五军军部旧址陈列馆,文物系统国有博物馆,1,0,24,四川省,历史类
成都贺麟故居纪念馆,非国有博物馆,11,0,936,四川省,历史类
会理市红军长征巧渡金沙江陈列馆,文物系统国有博物馆,0,0,23,四川省,历史类
德阳市江奎艺术博物馆,非国有博物馆,8,0,5000,四川省,艺术类
德格县民俗博物馆,非国有博物馆,0,0,428,四川省,文化类
南江县长赤苏维埃政府旧址陈列馆,文物系统国有博物馆,10,12,159,四川省,历史类
巴中市巴州区历史文化博物馆,文物系统国有博物馆,14,467,29172,四川省,文化类
红四方面军剑阁陈列馆,文物系统国有博物馆,3,0,26,四川省,历史类
明蜀王陵博物馆,文物系统国有博物馆,0,0,308,四川省,历史类
武汉市中山舰博物馆,文物系统国有博物馆,5,3332,7178,湖北省,行业类
5·12汶川特大地震纪念馆,其他行业国有博物馆,68,88,61059,四川省,历史类
川陕苏区纪念馆,文物系统国有博物馆,124,0,1204,四川省,历史类
武汉天人合一奇石博物馆,非国有博物馆,2,0,398,湖北省,文化类
成都博物馆（成都中国皮影博物馆）,文物系统国有博物馆,140,1399,218289,四川省,艺术类
贵州民族节日文化博物馆,文物系统国有博物馆,5,32,1288,贵州省,文化类
贵阳金阳古生物化石博物馆,非国有博物馆,1,192,842,贵州省,科技类
川滇黔省革命委员会旧址,文物系统国有博物馆,0,0,88,贵州省,历史类
兴义威舍红军长征陈列馆,文物系统国有博物馆,1,0,408,贵州省,历史类
娄山关红军战斗遗址陈列馆,文物系统国有博物馆,19,0,513,贵州省,历史类
石阡红二六军团指挥部旧址陈列室,文物系统国有博物馆,9,0,162,贵州省,历史类
红二、红六军团盘县会议会址陈列馆,文物系统国有博物馆,26,0,80,贵州省,历史类
仁怀市红军长征文化陈列馆,文物系统国有博物馆,8,0,520,贵州省,文化类
贵州民族婚俗博物馆,文物系统国有博物馆,2,33,2208,贵州省,文化类
武汉杨楼子老榨坊博物馆,非国有博物馆,0,0,305,湖北省,行业类
土城红军医院纪念馆,文物系统国有博物馆,2,0,313,贵州省,行业类
武汉侏儒山战役博物馆,非国有博物馆,4,0,558,湖北省,历史类
台江苗族刺绣博物馆,文物系统国有博物馆,6,36,542,贵州省,艺术类
贵州傩文化博物馆,文物系统国有博物馆,7,286,286,贵州省,艺术类
黎庶昌故居陈列馆,文物系统国有博物馆,0,0,未知,贵州省,历史类
杨粲墓博物馆,文物系统国有博物馆,1,40,193,贵州省,历史类
黔东南欧东花民族服饰博物馆,非国有博物馆,3,0,13600,贵州省,文化类
贵阳市花溪区兰妈妈多彩衣妆传统民族服饰博物馆,非国有博物馆,0,0,1913,贵州省,文化类
黔南州博物馆（黔南州民族博物馆）,文物系统国有博物馆,4,0,4092,贵州省,文化类
兴义市何应钦故居管理所,文物系统国有博物馆,2,25,745,贵州省,历史类
武汉竹韵堂竹雕博物馆,非国有博物馆,4,0,350,湖北省,艺术类
赤水丹霞石刻艺术博物馆,文物系统国有博物馆,0,0,166,贵州省,艺术类
武威市西夏博物馆,文物系统国有博物馆,6,211,211,甘肃省,文化类
贵州省地质博物馆,其他行业国有博物馆,69,0,5709,贵州省,科技类
武夷山市云飞红色收藏博物馆,非国有博物馆,2,0,333,福建省,历史类
黑冲战斗遗址陈列室,文物系统国有博物馆,0,0,165,贵州省,历史类
晴隆县二十四道拐抗战公路陈列馆,文物系统国有博物馆,5,0,110,贵州省,历史类
武义县萤石博物馆,非国有博物馆,1,0,386,浙江省,文化类
织金洞地质博物馆,其他行业国有博物馆,2,0,332,贵州省,科技类
武陟县嘉应观治黄博物馆,文物系统国有博物馆,6,0,355,河南省,文化类
西安半坡博物馆,文物系统国有博物馆,5,4528,18685,陕西省,文化类
雷山县郎德上寨民族村寨博物馆,文物系统国有博物馆,1,0,129,贵州省,文化类
七星关区贵州抗日救国军与周素园陈列馆,文物系统国有博物馆,1,26,26,贵州省,历史类
凯里党史陈列馆,其他行业国有博物馆,1,0,未知,贵州省,历史类
贵州省非物质文化遗产博览馆,其他行业国有博物馆,1,0,2629,贵州省,文化类
遵义会议纪念馆,文物系统国有博物馆,110,59,2048,贵州省,历史类
镇远县和平村旧址纪念馆,文物系统国有博物馆,4,30,30,贵州省,历史类
荔波县邓恩铭故居,文物系统国有博物馆,36,0,未知,贵州省,历史类
西安碑林博物馆,文物系统国有博物馆,16,2264,14405,陕西省,文化类
务川仡佬族苗族自治县仡佬族民族文化博物馆,文物系统国有博物馆,1,5,1436,贵州省,文化类
西安大华博物馆,其他行业国有博物馆,15,0,9341,陕西省,文化类
西安汉风水务博物馆,其他行业国有博物馆,0,27,27,陕西省,行业类
前景自然博物馆,非国有博物馆,3,0,386,贵州省,科技类
锦屏龙大道故居陈列馆,文物系统国有博物馆,0,0,未知,贵州省,历史类
兴义市王伯群故居陈列馆,文物系统国有博物馆,0,0,133,贵州省,历史类
西安健康博物馆,非国有博物馆,2,0,312,陕西省,文化类
贵阳图云关抗战纪念馆,其他行业国有博物馆,3,0,未知,贵州省,历史类
安顺儒学文化博物馆,文物系统国有博物馆,2,0,33,贵州省,文化类
西安交通大学附属中学博物馆,其他行业国有博物馆,0,0,364,陕西省,文化类
息烽集中营革命历史纪念馆,文物系统国有博物馆,32,40,86,贵州省,历史类
西安毛泽东敬览馆,非国有博物馆,5,0,350,陕西省,历史类
中共思南地下党陈列馆,文物系统国有博物馆,8,0,未知,贵州省,历史类
西安美都博物馆,非国有博物馆,0,0,1000,陕西省,文化类
贵州省民族建筑博物馆,文物系统国有博物馆,5,13,13,贵州省,文化类
盘州市岩博村村企文化展览馆,非国有博物馆,0,0,50,贵州省,文化类
西安秦砖汉瓦博物馆,非国有博物馆,5,0,3054,陕西省,文化类
中共凯里小组革命活动旧址——李家祠堂,文物系统国有博物馆,0,0,未知,贵州省,历史类
普安县楼下镇泥堡红军长征陈列馆,文物系统国有博物馆,0,0,30,贵州省,历史类
修文县王阳明纪念馆,文物系统国有博物馆,13,0,23,贵州省,历史类
贵州水族文化博物馆,文物系统国有博物馆,13,0,3103,贵州省,文化类
贵州省贵阳市五彩黔艺民族服饰博物馆,非国有博物馆,0,0,未知,贵州省,文化类
红二、红六军团木黄会师纪念馆,文物系统国有博物馆,10,0,287,贵州省,历史类
西安市城市记忆博物馆,非国有博物馆,4,0,1000,陕西省,历史类
西安市城市影像博物馆,非国有博物馆,5,0,401,陕西省,文化类
荔波县红七军板寨会师旧址,文物系统国有博物馆,16,0,未知,贵州省,历史类
坡岗布依生态博物馆,文物系统国有博物馆,1,0,1200,贵州省,文化类
地扪侗族人文生态博物馆,非国有博物馆,10,0,55355,贵州省,文化类
黄齐生故居陈列馆,其他行业国有博物馆,0,0,20,贵州省,历史类
台江芳佤苗族文化博物馆,非国有博物馆,1,0,未知,贵州省,文化类
西安市大唐青铜镜博物馆,非国有博物馆,2,0,300,陕西省,文化类
桐梓海军学校陈列馆,文物系统国有博物馆,1,0,30,贵州省,历史类
西安市大玉坊博物馆,非国有博物馆,2,0,426,陕西省,文化类
四渡赤水纪念馆,文物系统国有博物馆,26,81,5197,贵州省,历史类
关岭地质公园博物馆,其他行业国有博物馆,1,0,93,贵州省,科技类
花江铁索桥红军阻击战遗址陈列馆,文物系统国有博物馆,1,0,40,贵州省,历史类
西安市沣峪口老油坊博物馆,非国有博物馆,2,0,407,陕西省,行业类
西安市古琴博物馆,非国有博物馆,5,0,424,陕西省,行业类
林青纪念馆,其他行业国有博物馆,1,0,21,贵州省,历史类
花溪镇山布依族生态博物馆,文物系统国有博物馆,0,4,57,贵州省,文化类
麻江县历史文化陈列馆,文物系统国有博物馆,1,0,152,贵州省,文化类
榕江红七军军部旧址历史陈列馆,文物系统国有博物馆,7,17,275,贵州省,历史类
西安市红色体育博物馆,非国有博物馆,1,0,677,陕西省,行业类
黄平县革命历史陈列馆,其他行业国有博物馆,2,0,38,贵州省,历史类
西安市临潼区鸿门宴博物馆,文物系统国有博物馆,0,0,241,陕西省,文化类
贵阳苗疆故事民族服饰博物馆,非国有博物馆,0,0,406,贵州省,文化类
六枝特区生态博物馆,文物系统国有博物馆,16,9,169,贵州省,文化类
枫香溪会议会址纪念馆,文物系统国有博物馆,8,0,960,贵州省,历史类
红军长征在桐梓陈列馆,文物系统国有博物馆,1,0,25,贵州省,历史类
王若飞故居,文物系统国有博物馆,9,50,73,贵州省,历史类
镇远县周达文故居纪念馆,文物系统国有博物馆,1,0,未知,贵州省,历史类
天台山地戏博物馆,文物系统国有博物馆,0,12,80,贵州省,艺术类
兴仁红三军团海河战斗陈列馆,文物系统国有博物馆,1,0,225,贵州省,历史类
黎平历史文化展陈中心,其他行业国有博物馆,0,0,未知,贵州省,文化类
麻江县河坝瑶族文化博物馆,非国有博物馆,1,0,未知,贵州省,文化类
红七军卡法连队驻扎遗址陈列馆,文物系统国有博物馆,0,0,16,贵州省,历史类
三穗县杨至成故居纪念馆,文物系统国有博物馆,9,8,152,贵州省,历史类
金沙县钱壮飞烈士爱国主义教育基地管理中心,其他行业国有博物馆,3,0,221,贵州省,历史类
安顺屯堡文化博物馆,其他行业国有博物馆,2,20,160,贵州省,文化类
西安市起良蔡侯纸博物馆,非国有博物馆,3,0,610,陕西省,行业类
西安市曲江第二小学儿童博物馆,其他行业国有博物馆,1,0,499,陕西省,文化类
锦屏县隆里古城生态博物馆,文物系统国有博物馆,1,0,未知,贵州省,文化类
独山县深河桥抗战遗址陈列馆,其他行业国有博物馆,8,0,155,贵州省,历史类
黔东南州太阳鼓苗侗服饰博物馆,非国有博物馆,0,0,1607,贵州省,文化类
贵州省民族博物馆,其他行业国有博物馆,106,205,18229,贵州省,文化类
铜仁周逸群烈士陈列馆,文物系统国有博物馆,17,0,163,贵州省,历史类
西安市曲江红色记忆博物馆,非国有博物馆,6,0,750,陕西省,历史类
镇远革命史馆,其他行业国有博物馆,3,0,232,贵州省,历史类
西安市新美域和镜博物馆,非国有博物馆,0,0,300,陕西省,文化类
堂安侗族生态博物馆,非国有博物馆,0,0,200,贵州省,文化类
从江岜沙苗族文化陈列馆,文物系统国有博物馆,0,0,未知,贵州省,文化类
贵州茶文化生态博物馆,文物系统国有博物馆,9,0,1105,贵州省,文化类
雷山县苗族银饰刺绣博物馆,文物系统国有博物馆,1,0,863,贵州省,艺术类
黔东特区革命委员会旧址纪念馆,文物系统国有博物馆,0,0,284,贵州省,历史类
贵阳市刘玉智藏报馆,非国有博物馆,0,0,未知,贵州省,行业类
土城女红军纪念馆,文物系统国有博物馆,4,0,210,贵州省,历史类
红军长征册亨陈列馆,文物系统国有博物馆,2,0,15,贵州省,历史类
贵州古生物化石博物馆,其他行业国有博物馆,0,371,371,贵州省,科技类
肇兴侗族文化展示中心,其他行业国有博物馆,0,0,680,贵州省,文化类
西安市新梦想影业博物馆,非国有博物馆,2,0,1012,陕西省,行业类
鹅翅膀战斗遗址陈列室,文物系统国有博物馆,0,0,68,贵州省,历史类
西安市云之翼航空博物馆,非国有博物馆,6,0,518,陕西省,行业类
贞丰红军长征陈列馆,文物系统国有博物馆,2,0,15,贵州省,历史类
黎平会议纪念馆,文物系统国有博物馆,11,0,745,贵州省,历史类
茅台酒博物馆,其他行业国有博物馆,3,15,5626,贵州省,行业类
西安市长安博物馆,文物系统国有博物馆,0,367,2800,陕西省,文化类
黔东南州之荣侗医药博物馆,非国有博物馆,1,0,407,贵州省,行业类
西安市长安民居博物馆,文物系统国有博物馆,0,0,392,陕西省,文化类
雷山西江春花苗族服饰刺绣博物馆,非国有博物馆,4,0,1003,贵州省,艺术类
黔东南州民族博物馆,文物系统国有博物馆,1,463,6648,贵州省,文化类
奢香博物馆,文物系统国有博物馆,4,0,未知,贵州省,文化类
西安市钟鼓楼博物馆,文物系统国有博物馆,34,192,521,陕西省,历史类
遵义市博物馆（贵州酒文化博物馆）,文物系统国有博物馆,1,140,1768,贵州省,文化类
欧百川故居陈列馆,文物系统国有博物馆,2,0,未知,贵州省,历史类
遵义市习水县春阳岗酒窖博物馆,文物系统国有博物馆,2,0,355,贵州省,行业类
西安源浩华藏博物馆,非国有博物馆,0,0,354,陕西省,文化类
袁嘉谷纪念馆,文物系统国有博物馆,6,0,77,云南省,历史类
西部客家博物馆,其他行业国有博物馆,48,0,679,四川省,文化类
红河县哈尼民俗文化博物馆,文物系统国有博物馆,0,0,315,云南省,文化类
西藏拉萨唐卡之都博物馆,非国有博物馆,0,52,52,西藏,文化类
怒江驼峰航线纪念馆（片马抗英纪念馆）,文物系统国有博物馆,3,5,323,云南省,历史类
兴蒙蒙元历史文化博物馆,非国有博物馆,1,0,312,云南省,文化类
西南联大蒙自分校纪念馆,文物系统国有博物馆,3,0,291,云南省,历史类
李根源纪念馆,文物系统国有博物馆,0,1,452,云南省,历史类
西藏牦牛博物馆,文物系统国有博物馆,2,111,7169,西藏,行业类
西藏自治区布达拉宫管理处,文物系统国有博物馆,85,11620,11620,西藏,历史类
广南县民族博物馆,文物系统国有博物馆,1,99,11094,云南省,文化类
云南肯公聪奔茶马古道文化博物馆,非国有博物馆,1,0,1996,云南省,文化类
孟连县民族历史博物馆,文物系统国有博物馆,4,15,2049,云南省,文化类
西藏自治区罗布林卡管理处,文物系统国有博物馆,19,12539,114370,西藏,文化类
南洋华侨机工回国抗日纪念馆,文物系统国有博物馆,0,0,1008,云南省,历史类
西吉博物馆,文物系统国有博物馆,2,663,4087,宁夏回族自治区,文化类
国殇墓园纪念馆,文物系统国有博物馆,0,0,未知,云南省,历史类
西盟县佤族博物馆,文物系统国有博物馆,1,6,311,云南省,文化类
杨杰将军纪念馆,文物系统国有博物馆,0,0,149,云南省,历史类
西乌珠穆沁旗男儿三艺博物馆,文物系统国有博物馆,0,35,272,内蒙古自治区,艺术类
保山市隆阳区永昌民俗博物馆,非国有博物馆,0,0,8000,云南省,文化类
西夏博物馆,文物系统国有博物馆,14,509,8700,宁夏回族自治区,文化类
西影电影博物馆,其他行业国有博物馆,6,0,756,陕西省,行业类
习水航运博物馆,文物系统国有博物馆,2,0,2643,贵州省,行业类
蒙自市望云传统文化博物馆,非国有博物馆,2,0,366,云南省,文化类
大理白族自治州非物质文化遗产博物馆,文物系统国有博物馆,2,0,1621,云南省,文化类
玉龙县白沙壁画博物馆,文物系统国有博物馆,4,1,117,云南省,艺术类
梁金山纪念馆,文物系统国有博物馆,1,0,270,云南省,历史类
云南陶韵建水陶博物馆,非国有博物馆,2,0,500,云南省,行业类
艾思奇纪念馆,文物系统国有博物馆,8,0,687,云南省,历史类
玉溪市博物馆（玉溪市聂耳博物馆、玉溪市聂耳纪念馆）,文物系统国有博物馆,12,362,23036,云南省,历史类
云南大润丁少数民族服装服饰博物馆,非国有博物馆,0,0,500,云南省,文化类
云南铁路博物馆,其他行业国有博物馆,3,126,9845,云南省,行业类
红军长征过丽江纪念馆,文物系统国有博物馆,8,0,32,云南省,历史类
彝良县罗炳辉将军纪念馆,文物系统国有博物馆,4,2,49,云南省,历史类
夏明翰生平事迹陈列馆,文物系统国有博物馆,32,0,162,湖南省,历史类
中缅友好纪念馆,文物系统国有博物馆,0,0,113,云南省,历史类
剑川县历史文化博物馆,文物系统国有博物馆,2,10,1050,云南省,文化类
咸阳墙体材料博物馆,其他行业国有博物馆,0,0,370,陕西省,行业类
腾冲中医药博物馆,非国有博物馆,0,0,2300,云南省,行业类
周保中将军纪念馆,文物系统国有博物馆,4,12,613,云南省,历史类
昆明警察博物馆,其他行业国有博物馆,0,0,913,云南省,行业类
湘西剿匪史料陈列馆（辰溪县博物馆）,文物系统国有博物馆,10,150,7013,湖南省,历史类
宣威市浦在廷纪念馆,文物系统国有博物馆,5,5,30,云南省,历史类
同盟会河口起义纪念馆,文物系统国有博物馆,0,2,16,云南省,历史类
云南陆军讲武堂历史博物馆,文物系统国有博物馆,31,56,1174,云南省,历史类
昆明杨升庵纪念馆,文物系统国有博物馆,2,3,230,云南省,历史类
云南钱币博物馆,其他行业国有博物馆,0,0,9269,云南省,行业类
云南省中医药民族医药博物馆,其他行业国有博物馆,1,6,12206,云南省,行业类
象山县才华剪纸博物馆,非国有博物馆,5,0,2290,浙江省,艺术类
易武普洱茶文化博物馆,文物系统国有博物馆,1,0,548,云南省,文化类
象山县大旸博物馆,非国有博物馆,0,0,5000,浙江省,文化类
小商桥桥梁博物馆,文物系统国有博物馆,15,0,未知,河南省,文化类
香格里拉茶马古道博物馆,非国有博物馆,0,0,419,云南省,文化类
金平苗族瑶族傣族自治县民族博物馆,文物系统国有博物馆,0,4,300,云南省,文化类
大理非物质文化遗产博物馆,其他行业国有博物馆,0,0,525,云南省,文化类
滇西抗战纪念馆,文物系统国有博物馆,36,11,100016,云南省,历史类
忻城县土司博物馆,文物系统国有博物馆,9,143,1227,广西壮族自治区,历史类
凤庆滇红茶博物馆,文物系统国有博物馆,1,9,408,云南省,文化类
云南电信博物馆,其他行业国有博物馆,0,30,2000,云南省,行业类
新安县千唐志斋博物馆,文物系统国有博物馆,27,577,2024,河南省,文化类
昆明聂耳纪念馆,文物系统国有博物馆,50,3,199,云南省,历史类
新巴尔虎右旗巴尔虎博物馆,文物系统国有博物馆,1,42,700,内蒙古自治区,文化类
新都杨升庵博物馆,文物系统国有博物馆,22,464,1601,四川省,文化类
云南师范大学“一二·一”运动纪念馆（西南联大博物馆）,其他行业国有博物馆,10,7,1262,云南省,历史类
大理农村电影历史博物馆,其他行业国有博物馆,10,0,7382,云南省,行业类
新疆巴州心祖博物馆,非国有博物馆,0,0,5000,新疆维吾尔自治区,文化类
香格里拉独克宗博物馆,文物系统国有博物馆,0,4,334,云南省,历史类
新疆北鲵馆,其他行业国有博物馆,4,0,40,新疆维吾尔自治区,行业类
新疆历代和阗玉博物馆,非国有博物馆,1,0,2000,新疆维吾尔自治区,文化类
新疆天山博古苑博物馆,非国有博物馆,0,0,15997,新疆维吾尔自治区,文化类
扎西会议纪念馆,文物系统国有博物馆,14,11,76,云南省,历史类
新疆屯垦历史博物馆,文物系统国有博物馆,16,90,4329,新疆生产建设兵团,历史类
大理武庙民间造像艺术博物馆,其他行业国有博物馆,0,0,未知,云南省,艺术类
新疆新辉红色记忆博物馆,非国有博物馆,2,0,19500,新疆维吾尔自治区,历史类
腾越根雕艺术博物馆,非国有博物馆,0,0,414,云南省,艺术类
云南民族大学民族博物馆,其他行业国有博物馆,1,0,2000,云南省,文化类
龙陵抗日战争纪念馆,文物系统国有博物馆,10,16,3973,云南省,历史类
富宁革命纪念馆,文物系统国有博物馆,1,4,527,云南省,历史类
滇西土司文化博物馆,文物系统国有博物馆,1,9,140,云南省,文化类
宁洱哈尼族彝族自治县民族博物馆,文物系统国有博物馆,2,6,1794,云南省,文化类
云南民俗博物馆,其他行业国有博物馆,0,0,2275,云南省,文化类
大理苍山世界地质公园博物馆,其他行业国有博物馆,4,0,379,云南省,科技类
寻甸回族彝族自治县红军长征柯渡纪念馆,文物系统国有博物馆,10,0,137,云南省,历史类
刀安仁故居纪念馆,文物系统国有博物馆,0,40,40,云南省,历史类
李鑫纪念馆,文物系统国有博物馆,7,0,314,云南省,历史类
新疆有色陈列馆,其他行业国有博物馆,0,0,200,新疆维吾尔自治区,历史类
云龙县白族吹吹腔文化艺术博物馆,文物系统国有博物馆,0,0,317,云南省,艺术类
怒江州志伟民俗博物馆,非国有博物馆,0,0,1116,云南省,文化类
楚图南故居纪念馆,文物系统国有博物馆,3,1,463,云南省,历史类
剑川县民族博物馆,文物系统国有博物馆,6,31,5237,云南省,文化类
香格里拉市圣域天香牦牛文化博物馆,非国有博物馆,4,0,357,云南省,文化类
腾冲市腾越文化博物馆,非国有博物馆,0,0,300,云南省,文化类
新民学会成立会旧址陈列馆,文物系统国有博物馆,22,12,30,湖南省,历史类
香巴拉藏文化博物馆,其他行业国有博物馆,9,0,1263,云南省,文化类
杨善洲纪念馆,其他行业国有博物馆,44,0,434,云南省,历史类
新泰市毛泽东文献博物馆,非国有博物馆,45,0,10327,山东省,文化类
祥云县历史文化博物馆,文物系统国有博物馆,1,20,336,云南省,文化类
西双版纳傣族自治州民族博物馆,文物系统国有博物馆,4,41,1341,云南省,文化类
嵩明县兰茂纪念馆,文物系统国有博物馆,2,64,794,云南省,历史类
新泰市石文阁奇石博物馆,非国有博物馆,0,0,2000,山东省,文化类
元谋县红军长征纪念馆,文物系统国有博物馆,2,5,48,云南省,历史类
新圩阻击战史实陈列馆,文物系统国有博物馆,41,0,503,广西壮族自治区,历史类
王复生、王德三烈士纪念馆,文物系统国有博物馆,2,0,369,云南省,历史类
蒙自市清韵紫陶博物馆,非国有博物馆,1,0,337,云南省,行业类
玉溪市聂耳纪念馆,文物系统国有博物馆,9,0,1100,云南省,历史类
迪庆红军长征博物馆,文物系统国有博物馆,14,0,245,云南省,历史类
九乡地质公园博物馆,其他行业国有博物馆,1,0,860,云南省,科技类
新乡市凤泉区汉风博物馆,文物系统国有博物馆,0,133,1445,河南省,文化类
龙陵县运启黄龙玉博物馆,非国有博物馆,31,0,600,云南省,历史类
澄江化石地世界自然遗产博物馆（云南省自然博物馆）,文物系统国有博物馆,48,0,56687,云南省,科技类
兴义市刘氏庄园陈列馆,文物系统国有博物馆,1,0,374,贵州省,历史类
兴义市黔宝三叠纪博物馆,非国有博物馆,2,0,300,贵州省,文化类
云南民族博物馆,其他行业国有博物馆,40,0,21928,云南省,文化类
休宁县状元博物馆,文物系统国有博物馆,3,847,1623,安徽省,文化类
哈尼梯田文化博物馆,文物系统国有博物馆,1,14,515,云南省,文化类
永胜县边屯文化博物馆,文物系统国有博物馆,7,48,2373,云南省,文化类
云南抗战胜利纪念堂博物馆,其他行业国有博物馆,20,0,15,云南省,历史类
会泽县唐继尧故居博物馆,文物系统国有博物馆,4,0,313,云南省,历史类
楚雄市吕合回族文化博物馆,非国有博物馆,0,1,2000,云南省,文化类
景洪市基诺山基诺族乡基诺民族博物馆,文物系统国有博物馆,1,0,627,云南省,文化类
云南省茶文化博物馆,非国有博物馆,3,0,1215,云南省,文化类
会泽汉墓博物馆,非国有博物馆,0,0,52,云南省,历史类
石林彝族自治县石得利地质博物馆,非国有博物馆,20,0,390,云南省,科技类
玉溪市红塔区聂耳故居纪念馆,文物系统国有博物馆,3,0,484,云南省,历史类
修正博物馆,非国有博物馆,1,0,10957,吉林省,行业类
日喀则石刻艺术博物馆,文物系统国有博物馆,0,289,944,西藏,艺术类
须弥山博物馆,其他行业国有博物馆,5,0,104,宁夏回族自治区,文化类
西藏夺底钱币博物馆,非国有博物馆,0,0,2000,西藏,行业类
徐州汉兵马俑博物馆,文物系统国有博物馆,48,19,291,江苏省,文化类
昌都市革命历史博物馆,文物系统国有博物馆,3,0,837,西藏,历史类
徐州圣旨博物馆,非国有博物馆,29,49,4880,江苏省,文化类
西藏自治区藏香博物馆,非国有博物馆,2,6,381,西藏,文化类
林芝市藏东南文化遗产博物馆,文物系统国有博物馆,4,0,2000,西藏,文化类
陕甘宁边区革命英烈纪念馆,文物系统国有博物馆,2,0,96,陕西省,历史类
旬阳县红军纪念馆,文物系统国有博物馆,4,0,52,陕西省,历史类
延安南区合作社纪念馆,其他行业国有博物馆,1,19,450,陕西省,历史类
延安文艺纪念馆,文物系统国有博物馆,25,461,30098,陕西省,历史类
米脂县杨家沟革命纪念馆,文物系统国有博物馆,20,40,575,陕西省,历史类
徐州市紫砂博物馆,非国有博物馆,1,0,670,江苏省,文化类
许昌市裕丰金丝楠博物馆,非国有博物馆,10,0,342,河南省,文化类
佳县东方红和神泉堡纪念馆,文物系统国有博物馆,2,0,126,陕西省,历史类
渭南市华州区明清皮影博物馆,非国有博物馆,8,0,515,陕西省,艺术类
许昌喜根根艺博物馆,非国有博物馆,0,0,313,河南省,艺术类
蒲城县李仪祉纪念馆,非国有博物馆,1,0,608,陕西省,历史类
宣威市衡威益群博物馆,非国有博物馆,2,0,2600,云南省,文化类
西安唐皇城墙含光门遗址博物馆,其他行业国有博物馆,11,0,1493,陕西省,历史类
鸦片战争博物馆,文物系统国有博物馆,203,258,8125,广东省,历史类
雅安市骑士罗骑行游历博物馆,非国有博物馆,0,0,311,四川省,文化类
陕甘宁边区银行纪念馆,其他行业国有博物馆,2,207,207,陕西省,历史类
西安浐灞生态区城建博物馆,非国有博物馆,0,0,未知,陕西省,文化类
咸阳市秦都区沙河古桥遗址博物馆,文物系统国有博物馆,0,0,未知,陕西省,历史类
西安音乐学院艺术博物馆,其他行业国有博物馆,1,0,591,陕西省,艺术类
汉长安城长乐宫四、五号遗址博物馆,文物系统国有博物馆,0,19,224,陕西省,历史类
蒲城县王鼎纪念馆,文物系统国有博物馆,2,16,49,陕西省,历史类
西安高陵钱币博物馆,非国有博物馆,2,0,11004,陕西省,历史类
吴起革命纪念馆,文物系统国有博物馆,6,202,1048,陕西省,历史类
西安市明清皮影艺术博物馆,非国有博物馆,3,0,300,陕西省,艺术类
西安市团结民俗博物馆,非国有博物馆,0,0,360,陕西省,文化类
烟台钢琴博物馆,非国有博物馆,0,0,258,山东省,行业类
烟台市芝罘区璜山民艺博物馆,非国有博物馆,0,0,14000,山东省,艺术类
烟台亚东工业博物馆,非国有博物馆,23,0,388,山东省,行业类
延安北京知青博物馆,文物系统国有博物馆,1,0,2514,陕西省,文化类
延安杜公祠博物馆,其他行业国有博物馆,0,0,548,陕西省,历史类
盐城中国海盐博物馆(盐城市博物馆）,文物系统国有博物馆,153,225,20259,江苏省,行业类
盐源摩梭博物馆,文物系统国有博物馆,14,44,420,四川省,行业类
颜子博物馆,文物系统国有博物馆,0,0,1380,山东省,文化类
洛川县黄土国家地质公园管理处,其他行业国有博物馆,0,0,未知,陕西省,科技类
渭华起义纪念馆,文物系统国有博物馆,3,163,176,陕西省,历史类
八路军西安办事处纪念馆,文物系统国有博物馆,11,235,655,陕西省,历史类
偃师市白云居耕读博物馆,非国有博物馆,0,0,1160,河南省,文化类
燕诒博物馆,非国有博物馆,0,0,150,安徽省,文化类
碾畔黄河原生态民俗博物馆,非国有博物馆,2,0,951,陕西省,文化类
陕西元阳文化博物馆,非国有博物馆,0,0,360,陕西省,文化类
延长县红军东征纪念馆,文物系统国有博物馆,0,0,未知,陕西省,历史类
