日期,监测点位,二氧化硫,二氧化氮,可吸入颗粒物,一氧化碳,臭氧,细颗粒物,空气质量指数,首要污染物,AQI指数级别,AQI指数类别
2018-09-26,汉口江滩,4,35,23,19,36,28,36,--,一级,优
2018-09-26,汉口江滩,4,35,23,19,36,28,36,--,一级,优
2018-09-25,汉口江滩,8,32,44,23,70,50,70,O3_8h,二级,良
2018-09-25,汉口江滩,8,32,44,23,70,50,70,O3_8h,二级,良
2018-09-24,汉口江滩,8,45,52,24,95,53,95,O3_8h,二级,良
2018-09-24,汉口江滩,8,45,52,24,95,53,95,O3_8h,二级,良
2018-09-23,汉口江滩,15,102,61,40,90,69,102,NO2,三级,轻度污染
2018-09-23,汉口江滩,15,102,61,40,90,69,102,NO2,三级,轻度污染
2018-09-22,汉口江滩,6,77,40,23,47,29,77,NO2,二级,良
2018-09-22,汉口江滩,6,77,40,23,47,29,77,NO2,二级,良
2018-09-21,汉口江滩,4,35,22,23,39,16,39,--,一级,优
2018-09-21,汉口江滩,4,35,22,23,39,16,39,--,一级,优
2018-09-20,汉口江滩,4,34,24,25,37,22,37,--,一级,优
2018-09-20,汉口江滩,4,34,24,25,37,22,37,--,一级,优
2018-09-19,汉口江滩,6,62,29,17,45,28,62,NO2,二级,良
2018-09-19,汉口江滩,6,62,29,17,45,28,62,NO2,二级,良
2018-09-18,汉口江滩,6,50,20,19,37,25,50,--,一级,优
2018-09-18,汉口江滩,6,50,20,19,37,25,50,--,一级,优
2018-09-17,汉口江滩,5,17,24,19,47,33,47,--,一级,优
2018-09-17,汉口江滩,5,17,24,19,47,33,47,--,一级,优
2018-09-16,汉口江滩,5,17,45,19,62,54,62,O3_8h,二级,良
2018-09-16,汉口江滩,5,17,45,19,62,54,62,O3_8h,二级,良
2018-09-15,汉口江滩,5,20,31,15,62,42,62,O3_8h,二级,良
2018-09-15,汉口江滩,5,20,31,15,62,42,62,O3_8h,二级,良
2018-09-14,汉口江滩,5,35,29,16,81,35,81,O3_8h,二级,良
2018-09-14,汉口江滩,5,35,29,16,81,35,81,O3_8h,二级,良
2018-09-13,汉口江滩,7,42,53,22,53,62,62,PM2.5,二级,良
2018-09-13,汉口江滩,7,42,53,22,53,62,62,PM2.5,二级,良
2018-09-12,汉口江滩,13,58,57,31,80,70,80,O3_8h,二级,良
2018-09-12,汉口江滩,13,58,57,31,80,70,80,O3_8h,二级,良
2018-09-11,汉口江滩,9,55,41,24,80,48,80,O3_8h,二级,良
2018-09-11,汉口江滩,9,55,41,24,80,48,80,O3_8h,二级,良
2018-09-10,汉口江滩,8,37,37,21,62,42,62,O3_8h,二级,良
2018-09-10,汉口江滩,8,37,37,21,62,42,62,O3_8h,二级,良
2018-09-09,汉口江滩,9,37,32,19,96,36,96,O3_8h,二级,良
2018-09-09,汉口江滩,9,37,32,19,96,36,96,O3_8h,二级,良
2018-09-08,汉口江滩,6,27,23,13,71,22,71,O3_8h,二级,良
2018-09-08,汉口江滩,6,27,23,13,71,22,71,O3_8h,二级,良
2018-09-07,汉口江滩,5,30,28,14,35,13,35,--,一级,优
2018-09-07,汉口江滩,5,30,28,14,35,13,35,--,一级,优
2018-09-06,汉口江滩,5,39,44,22,45,43,45,--,一级,优
2018-09-06,汉口江滩,5,39,44,22,45,43,45,--,一级,优
2018-09-05,汉口江滩,12,75,57,24,124,54,124,O3_8h,三级,轻度污染
2018-09-05,汉口江滩,12,75,57,24,124,54,124,O3_8h,三级,轻度污染
2018-09-04,汉口江滩,8,78,46,26,110,28,110,O3_8h,三级,轻度污染
2018-09-04,汉口江滩,8,78,46,26,110,28,110,O3_8h,三级,轻度污染
2018-09-03,汉口江滩,5,63,34,21,53,35,63,NO2,二级,良
2018-09-03,汉口江滩,5,63,34,21,53,35,63,NO2,二级,良
2018-09-02,汉口江滩,5,55,24,19,40,25,55,NO2,二级,良
2018-09-02,汉口江滩,5,55,24,19,40,25,55,NO2,二级,良
2018-09-01,汉口江滩,4,42,16,19,22,18,42,--,一级,优
2018-09-01,汉口江滩,4,42,16,19,22,18,42,--,一级,优
2018-08-31,汉口江滩,8,44,22,19,31,20,44,--,一级,优
2018-08-31,汉口江滩,9,48,24,20,33,23,48,--,一级,优
2018-08-30,汉口江滩,7,37,21,19,65,20,65,O3_8h,二级,良
2018-08-30,汉口江滩,7,33,19,18,57,19,57,O3_8h,二级,良
2018-08-29,汉口江滩,4,30,28,18,47,29,47,--,一级,优
2018-08-29,汉口江滩,4,33,32,20,53,32,53,O3_8h,二级,良
2018-08-28,汉口江滩,5,19,22,19,65,28,65,O3_8h,二级,良
2018-08-28,汉口江滩,5,20,25,21,74,30,74,O3_8h,二级,良
2018-08-27,汉口江滩,4,19,23,17,40,32,40,--,一级,优
2018-08-27,汉口江滩,4,18,20,16,37,29,37,--,一级,优
2018-08-26,汉口江滩,4,17,29,17,45,40,45,--,一级,优
2018-08-26,汉口江滩,4,18,32,19,49,45,49,--,一级,优
2018-08-25,汉口江滩,5,25,37,20,94,36,94,O3_8h,二级,良
2018-08-25,汉口江滩,5,24,33,18,84,32,84,O3_8h,二级,良
2018-08-24,汉口江滩,5,20,35,19,83,32,83,O3_8h,二级,良
2018-08-24,汉口江滩,6,23,40,21,94,36,94,O3_8h,二级,良
2018-08-23,汉口江滩,4,19,45,22,80,52,80,O3_8h,二级,良
2018-08-23,汉口江滩,4,18,40,20,71,46,71,O3_8h,二级,良
2018-08-22,汉口江滩,4,24,25,16,56,28,56,O3_8h,二级,良
2018-08-22,汉口江滩,4,27,28,18,65,32,65,O3_8h,二级,良
2018-08-21,汉口江滩,5,24,18,16,60,19,60,O3_8h,二级,良
2018-08-21,汉口江滩,4,22,16,14,53,18,53,O3_8h,二级,良
2018-08-20,汉口江滩,4,33,11,16,32,16,33,--,一级,优
2018-08-20,汉口江滩,4,35,12,17,35,18,35,--,一级,优
2018-08-19,汉口江滩,4,40,21,20,48,23,48,--,一级,优
2018-08-19,汉口江滩,4,37,19,18,44,20,44,--,一级,优
2018-08-18,汉口江滩,4,29,24,19,34,23,34,--,一级,优
2018-08-18,汉口江滩,4,32,27,21,37,26,37,--,一级,优
2018-08-17,汉口江滩,3,23,25,19,32,28,32,--,一级,优
2018-08-17,汉口江滩,3,22,22,17,30,25,30,--,一级,优
2018-08-16,汉口江滩,4,15,25,17,43,20,43,--,一级,优
2018-08-16,汉口江滩,4,17,28,18,46,23,46,--,一级,优
2018-08-15,汉口江滩,4,17,30,20,58,33,58,O3_8h,二级,良
2018-08-15,汉口江滩,4,15,26,18,50,29,50,--,一级,优
2018-08-14,汉口江滩,4,25,17,16,37,18,37,--,一级,优
2018-08-14,汉口江滩,4,28,19,18,40,20,40,--,一级,优
2018-08-13,汉口江滩,4,19,28,17,41,32,41,--,一级,优
2018-08-13,汉口江滩,4,18,24,16,38,29,38,--,一级,优
2018-08-12,汉口江滩,6,44,50,23,115,52,115,O3_8h,三级,轻度污染
2018-08-12,汉口江滩,6,49,54,26,130,58,130,O3_8h,三级,轻度污染
2018-08-11,汉口江滩,6,63,54,26,152,58,152,O3_8h,四级,中度污染
2018-08-11,汉口江滩,6,58,51,24,136,52,136,O3_8h,三级,轻度污染
2018-08-10,汉口江滩,6,80,50,24,91,52,91,O3_8h,二级,良
2018-08-10,汉口江滩,6,88,54,26,103,57,103,O3_8h,三级,轻度污染
2018-08-09,汉口江滩,6,93,48,26,103,49,103,O3_8h,三级,轻度污染
2018-08-09,汉口江滩,6,85,42,24,91,43,91,O3_8h,二级,良
2018-08-08,汉口江滩,4,73,39,22,64,43,73,NO2,二级,良
2018-08-08,汉口江滩,5,80,44,24,73,49,80,NO2,二级,良
2018-08-07,汉口江滩,5,87,41,22,122,42,122,O3_8h,三级,轻度污染
2018-08-07,汉口江滩,5,80,36,20,109,36,109,O3_8h,三级,轻度污染
2018-08-06,汉口江滩,5,67,35,22,65,40,67,NO2,二级,良
2018-08-06,汉口江滩,5,73,40,24,75,45,75,O3_8h,二级,良
2018-08-05,汉口江滩,5,85,38,19,66,35,85,NO2,二级,良
2018-08-05,汉口江滩,5,78,34,17,58,30,78,NO2,二级,良
2018-08-04,汉口江滩,5,59,28,18,42,28,59,NO2,二级,良
2018-08-04,汉口江滩,5,64,32,19,46,32,64,NO2,二级,良
2018-08-03,汉口江滩,4,57,26,21,50,30,57,NO2,二级,良
2018-08-03,汉口江滩,4,52,23,19,46,28,52,NO2,二级,良
2018-08-02,汉口江滩,6,59,44,22,90,40,90,O3_8h,二级,良
2018-08-02,汉口江滩,7,64,49,24,101,46,101,O3_8h,三级,轻度污染
2018-08-01,汉口江滩,10,72,46,28,129,45,129,O3_8h,三级,轻度污染
2018-08-01,汉口江滩,9,65,41,25,114,39,114,O3_8h,三级,轻度污染
2018-07-31,汉口江滩,7,68,32,21,48,26,68,NO2,二级,良
2018-07-31,汉口江滩,0,0,0,0,0,0,0,--,--,--
2018-07-30,汉口江滩,6,67,34,20,81,32,81,O3_8h,二级,良
2018-07-30,汉口江滩,6,60,30,19,71,28,71,O3_8h,二级,良
2018-07-29,汉口江滩,10,43,33,20,79,30,79,O3_8h,二级,良
2018-07-29,汉口江滩,11,48,38,22,90,33,90,O3_8h,二级,良
2018-07-28,汉口江滩,10,44,31,20,73,25,73,O3_8h,二级,良
2018-07-28,汉口江滩,9,40,28,18,64,22,64,O3_8h,二级,良
2018-07-27,汉口江滩,7,48,31,16,46,26,48,--,一级,优
2018-07-27,汉口江滩,8,52,36,18,50,29,52,NO2,二级,良
2018-07-26,汉口江滩,5,72,34,14,55,30,72,NO2,二级,良
2018-07-26,汉口江滩,4,65,30,13,49,26,65,NO2,二级,良
2018-07-25,汉口江滩,5,65,34,14,45,28,65,NO2,二级,良
2018-07-25,汉口江滩,5,72,38,15,49,30,72,NO2,二级,良
2018-07-24,汉口江滩,5,90,53,18,94,46,94,O3_8h,二级,良
2018-07-24,汉口江滩,5,83,49,16,84,40,84,O3_8h,二级,良
2018-07-23,汉口江滩,4,55,32,11,36,25,55,NO2,二级,良
2018-07-23,汉口江滩,4,60,36,12,39,29,60,NO2,二级,良
2018-07-22,汉口江滩,5,38,42,14,62,45,62,O3_8h,二级,良
2018-07-22,汉口江滩,4,35,36,13,54,39,54,O3_8h,二级,良
2018-07-21,汉口江滩,8,83,43,15,70,38,83,NO2,二级,良
2018-07-21,汉口江滩,9,90,49,17,80,43,90,NO2,二级,良
2018-07-20,汉口江滩,12,85,46,19,106,42,106,O3_8h,三级,轻度污染
2018-07-20,汉口江滩,11,78,40,17,94,38,94,O3_8h,二级,良
2018-07-19,汉口江滩,9,53,32,17,47,28,53,NO2,二级,良
2018-07-19,汉口江滩,10,57,36,18,53,32,57,NO2,二级,良
2018-07-18,汉口江滩,9,47,41,17,78,38,78,O3_8h,二级,良
2018-07-18,汉口江滩,8,43,36,16,69,33,69,O3_8h,二级,良
2018-07-17,汉口江滩,9,50,42,17,75,35,75,O3_8h,二级,良
2018-07-17,汉口江滩,10,54,47,19,85,40,85,O3_8h,二级,良
2018-07-16,汉口江滩,11,53,48,21,60,40,60,O3_8h,二级,良
2018-07-16,汉口江滩,10,48,42,19,52,35,52,O3_8h,二级,良
2018-07-15,汉口江滩,7,57,32,15,40,25,57,NO2,二级,良
2018-07-15,汉口江滩,7,62,37,17,44,29,62,NO2,二级,良
2018-07-14,汉口江滩,5,77,36,17,40,29,77,NO2,二级,良
2018-07-14,汉口江滩,4,70,32,15,37,26,70,NO2,二级,良
2018-07-13,汉口江滩,4,54,22,13,42,25,54,NO2,二级,良
2018-07-13,汉口江滩,4,58,25,14,45,28,58,NO2,二级,良
2018-07-12,汉口江滩,3,39,33,14,29,33,39,--,一级,优
2018-07-12,汉口江滩,3,37,29,12,26,29,37,--,一级,优
2018-07-11,汉口江滩,2,35,40,12,39,46,46,--,一级,优
2018-07-11,汉口江滩,2,39,45,13,42,52,52,PM2.5,二级,良
2018-07-10,汉口江滩,3,84,55,22,75,58,84,NO2,二级,良
2018-07-10,汉口江滩,3,77,52,20,65,52,77,NO2,二级,良
2018-07-09,汉口江滩,2,62,20,14,22,23,62,NO2,二级,良
2018-07-09,汉口江滩,2,68,23,15,24,26,68,NO2,二级,良
2018-07-08,汉口江滩,2,37,25,13,19,20,37,--,一级,优
2018-07-08,汉口江滩,2,34,22,12,17,18,34,--,一级,优
2018-07-07,汉口江滩,2,14,9,9,20,12,20,--,一级,优
2018-07-07,汉口江滩,2,15,10,9,22,13,22,--,一级,优
2018-07-06,汉口江滩,2,20,26,13,24,23,26,--,一级,优
2018-07-06,汉口江滩,2,18,24,12,22,20,24,--,一级,优
2018-07-05,汉口江滩,2,35,15,17,19,20,35,--,一级,优
2018-07-05,汉口江滩,2,38,17,19,21,23,38,--,一级,优
2018-07-04,汉口江滩,3,59,39,24,41,40,59,NO2,二级,良
2018-07-04,汉口江滩,3,54,34,22,38,35,54,NO2,二级,良
2018-07-03,汉口江滩,3,64,45,28,28,43,64,NO2,二级,良
2018-07-03,汉口江滩,3,58,40,26,26,39,58,NO2,二级,良
2018-07-02,汉口江滩,3,70,38,24,26,39,70,NO2,二级,良
2018-07-02,汉口江滩,3,77,43,26,29,43,77,NO2,二级,良
2018-07-01,汉口江滩,3,42,30,22,58,29,58,O3_8h,二级,良
2018-07-01,汉口江滩,3,38,27,20,50,25,50,--,一级,优
2018-06-30,汉口江滩,3,57,29,18,16,25,57,NO2,二级,良
2018-06-30,汉口江滩,3,62,32,20,18,28,62,NO2,二级,良
2018-06-29,汉口江滩,3,68,48,21,42,46,68,NO2,二级,良
2018-06-29,汉口江滩,3,63,42,19,39,42,63,NO2,二级,良
2018-06-28,汉口江滩,4,42,29,17,34,28,42,--,一级,优
2018-06-28,汉口江滩,4,45,33,18,37,30,45,--,一级,优
2018-06-27,汉口江滩,4,38,36,13,49,25,49,--,一级,优
2018-06-27,汉口江滩,4,34,32,12,45,22,45,--,一级,优
2018-06-26,汉口江滩,3,45,27,12,40,20,45,--,一级,优
2018-06-26,汉口江滩,3,49,31,14,43,23,49,--,一级,优
2018-06-25,汉口江滩,3,49,26,17,56,25,56,O3_8h,二级,良
2018-06-25,汉口江滩,3,45,23,16,49,22,49,--,一级,优
2018-06-24,汉口江滩,3,44,34,21,42,32,44,--,一级,优
2018-06-24,汉口江滩,3,49,38,22,46,36,49,--,一级,优
2018-06-23,汉口江滩,4,57,38,23,110,33,110,O3_8h,三级,轻度污染
2018-06-23,汉口江滩,4,52,34,21,98,30,98,O3_8h,二级,良
2018-06-22,汉口江滩,3,35,26,19,38,26,38,--,一级,优
2018-06-22,汉口江滩,3,38,29,20,41,29,41,--,一级,优
2018-06-21,汉口江滩,4,42,46,20,109,40,109,O3_8h,三级,轻度污染
2018-06-21,汉口江滩,4,38,42,18,96,36,96,O3_8h,二级,良
2018-06-20,汉口江滩,3,43,25,15,34,20,43,--,一级,优
2018-06-20,汉口江滩,3,47,28,17,38,23,47,--,一级,优
2018-06-19,汉口江滩,3,35,41,21,32,50,50,--,一级,优
2018-06-19,汉口江滩,3,33,37,19,29,45,45,--,一级,优
2018-06-18,汉口江滩,6,43,55,22,141,55,141,O3_8h,三级,轻度污染
2018-06-18,汉口江滩,7,47,59,24,159,63,159,O3_8h,四级,中度污染
2018-06-17,汉口江滩,8,48,58,22,179,63,179,O3_8h,四级,中度污染
2018-06-17,汉口江滩,7,44,54,20,159,57,159,O3_8h,四级,中度污染
2018-06-16,汉口江滩,7,39,55,21,176,58,176,O3_8h,四级,中度污染
2018-06-16,汉口江滩,8,43,58,23,198,65,198,O3_8h,四级,中度污染
2018-06-15,汉口江滩,6,75,56,23,140,49,140,O3_8h,三级,轻度污染
2018-06-15,汉口江滩,6,69,53,21,125,43,125,O3_8h,三级,轻度污染
2018-06-14,汉口江滩,9,57,42,20,84,36,84,O3_8h,二级,良
2018-06-14,汉口江滩,10,63,47,22,95,40,95,O3_8h,二级,良
2018-06-13,汉口江滩,6,37,41,17,95,43,95,O3_8h,二级,良
2018-06-13,汉口江滩,6,34,37,16,84,39,84,O3_8h,二级,良
2018-06-12,汉口江滩,6,99,60,18,78,50,99,NO2,二级,良
2018-06-12,汉口江滩,7,103,65,19,88,57,103,NO2,三级,轻度污染
2018-06-11,汉口江滩,6,108,57,17,84,42,108,NO2,三级,轻度污染
2018-06-11,汉口江滩,6,104,53,16,74,38,104,NO2,三级,轻度污染
2018-06-10,汉口江滩,4,40,40,17,111,29,111,O3_8h,三级,轻度污染
2018-06-10,汉口江滩,4,44,45,19,126,32,126,O3_8h,三级,轻度污染
2018-06-09,汉口江滩,4,27,46,18,78,33,78,O3_8h,二级,良
2018-06-09,汉口江滩,4,25,41,17,69,30,69,O3_8h,二级,良
2018-06-08,汉口江滩,4,42,28,18,33,30,42,--,一级,优
2018-06-08,汉口江滩,4,45,31,19,37,33,45,--,一级,优
2018-06-07,汉口江滩,8,88,51,27,90,45,90,O3_8h,二级,良
2018-06-07,汉口江滩,7,82,46,25,79,40,82,NO2,二级,良
2018-06-06,汉口江滩,5,80,58,22,85,53,85,O3_8h,二级,良
2018-06-06,汉口江滩,5,87,62,24,95,57,95,O3_8h,二级,良
2018-06-05,汉口江滩,5,100,64,20,37,70,100,NO2,二级,良
2018-06-05,汉口江滩,5,92,61,18,34,65,92,NO2,二级,良
2018-06-04,汉口江滩,5,90,60,18,57,60,90,NO2,二级,良
2018-06-04,汉口江滩,5,99,63,20,65,65,99,NO2,二级,良
2018-06-03,汉口江滩,4,85,54,17,95,53,95,O3_8h,二级,良
2018-06-03,汉口江滩,4,79,52,16,85,49,85,O3_8h,二级,良
2018-06-02,汉口江滩,5,82,34,16,55,33,82,NO2,二级,良
2018-06-02,汉口江滩,6,89,37,17,63,36,89,NO2,二级,良
2018-06-01,汉口江滩,5,69,51,21,95,45,95,O3_8h,二级,良
2018-06-01,汉口江滩,5,63,48,19,84,42,84,O3_8h,二级,良
2018-05-31,汉口江滩,3,63,42,16,45,39,63,NO2,二级,良
2018-05-31,汉口江滩,3,69,45,17,49,42,69,NO2,二级,良
2018-05-30,汉口江滩,4,53,62,18,35,52,62,PM10,二级,良
2018-05-30,汉口江滩,4,49,59,16,32,48,59,PM10,二级,良
2018-05-29,汉口江滩,9,93,100,18,48,58,100,PM10,二级,良
2018-05-29,汉口江滩,10,101,108,20,55,64,108,PM10,三级,轻度污染
2018-05-28,汉口江滩,8,85,94,14,47,42,94,PM10,二级,良
2018-05-28,汉口江滩,7,78,87,13,43,38,87,PM10,二级,良
2018-05-27,汉口江滩,4,30,113,11,58,50,113,PM10,三级,轻度污染
2018-05-27,汉口江滩,4,34,122,12,66,54,122,PM10,三级,轻度污染
2018-05-26,汉口江滩,3,20,22,20,36,18,36,--,一级,优
2018-05-26,汉口江滩,3,18,20,18,33,16,33,--,一级,优
2018-05-25,汉口江滩,4,40,49,20,45,43,49,--,一级,优
2018-05-25,汉口江滩,4,43,53,22,49,49,53,PM10,二级,良
2018-05-24,汉口江滩,5,64,65,22,47,52,65,PM10,二级,良
2018-05-24,汉口江滩,5,59,61,21,43,48,61,PM10,二级,良
2018-05-23,汉口江滩,4,35,85,15,63,46,85,PM10,二级,良
2018-05-23,汉口江滩,4,38,90,16,72,49,90,PM10,二级,良
2018-05-22,汉口江滩,2,20,55,14,27,33,55,PM10,二级,良
2018-05-22,汉口江滩,2,19,53,13,25,30,53,PM10,二级,良
2018-05-21,汉口江滩,3,25,24,17,12,23,25,--,一级,优
2018-05-21,汉口江滩,3,28,26,19,13,25,28,--,一级,优
2018-05-20,汉口江滩,3,20,25,18,26,13,26,--,一级,优
2018-05-20,汉口江滩,3,19,23,17,24,12,24,--,一级,优
2018-05-19,汉口江滩,5,47,33,19,55,29,55,O3_8h,二级,良
2018-05-19,汉口江滩,5,50,37,21,64,32,64,O3_8h,二级,良
2018-05-18,汉口江滩,3,58,43,17,34,28,58,NO2,二级,良
2018-05-18,汉口江滩,3,53,39,16,31,25,53,NO2,二级,良
2018-05-17,汉口江滩,4,74,49,13,44,23,74,NO2,二级,良
2018-05-17,汉口江滩,4,82,53,14,48,28,82,NO2,二级,良
2018-05-16,汉口江滩,4,32,56,11,57,26,57,O3_8h,二级,良
2018-05-16,汉口江滩,4,29,52,10,50,23,52,PM10,二级,良
2018-05-15,汉口江滩,3,34,43,12,40,28,43,--,一级,优
2018-05-15,汉口江滩,3,37,49,13,43,32,49,--,一级,优
2018-05-14,汉口江滩,5,74,58,20,47,54,74,NO2,二级,良
2018-05-14,汉口江滩,4,68,54,19,43,49,68,NO2,二级,良
2018-05-13,汉口江滩,4,77,50,17,55,35,77,NO2,二级,良
2018-05-13,汉口江滩,4,83,53,19,64,39,83,NO2,二级,良
2018-05-12,汉口江滩,3,42,43,21,53,39,53,O3_8h,二级,良
2018-05-12,汉口江滩,3,45,47,23,60,42,60,O3_8h,二级,良
2018-05-11,汉口江滩,5,55,55,31,29,68,68,PM2.5,二级,良
2018-05-11,汉口江滩,4,50,53,29,27,63,63,PM2.5,二级,良
2018-05-10,汉口江滩,9,49,51,19,70,39,70,O3_8h,二级,良
2018-05-10,汉口江滩,10,54,53,20,80,42,80,O3_8h,二级,良
2018-05-09,汉口江滩,6,77,56,17,106,35,106,O3_8h,三级,轻度污染
2018-05-09,汉口江滩,6,69,54,15,94,32,94,O3_8h,二级,良
2018-05-08,汉口江滩,4,47,33,13,44,16,47,--,一级,优
2018-05-08,汉口江滩,4,50,36,15,48,18,50,--,一级,优
2018-05-07,汉口江滩,2,18,20,13,53,8,53,O3_8h,二级,良
2018-05-07,汉口江滩,2,15,18,12,47,8,47,--,一级,优
2018-05-06,汉口江滩,2,37,19,16,28,13,37,--,一级,优
2018-05-06,汉口江滩,2,40,21,17,31,15,40,--,一级,优
2018-05-05,汉口江滩,4,54,45,19,30,50,54,NO2,二级,良
2018-05-05,汉口江滩,4,50,41,17,27,46,50,--,一级,优
2018-05-04,汉口江滩,13,84,58,15,45,38,84,NO2,二级,良
2018-05-04,汉口江滩,14,92,60,17,49,40,92,NO2,二级,良
2018-05-03,汉口江滩,10,83,60,14,85,23,85,O3_8h,二级,良
2018-05-03,汉口江滩,10,77,58,12,75,22,77,NO2,二级,良
2018-05-02,汉口江滩,4,27,65,13,70,43,70,O3_8h,二级,良
2018-05-02,汉口江滩,4,29,69,14,80,46,80,O3_8h,二级,良
2018-05-01,汉口江滩,4,69,40,13,39,29,69,NO2,二级,良
2018-05-01,汉口江滩,4,63,36,12,36,28,63,NO2,二级,良
2018-04-30,汉口江滩,4,65,53,18,49,36,65,NO2,二级,良
2018-04-30,汉口江滩,4,72,56,19,55,39,72,NO2,二级,良
2018-04-29,汉口江滩,6,101,63,19,29,54,101,NO2,三级,轻度污染
2018-04-29,汉口江滩,5,93,59,17,26,49,93,NO2,二级,良
2018-04-28,汉口江滩,8,101,60,18,75,50,101,NO2,三级,轻度污染
2018-04-28,汉口江滩,9,104,63,19,84,54,104,NO2,三级,轻度污染
2018-04-27,汉口江滩,6,101,61,19,71,54,101,NO2,三级,轻度污染
2018-04-27,汉口江滩,5,93,59,18,62,50,93,NO2,二级,良
2018-04-26,汉口江滩,6,58,55,18,42,49,58,NO2,二级,良
2018-04-26,汉口江滩,7,63,58,20,46,52,63,NO2,二级,良
2018-04-25,汉口江滩,7,45,57,21,46,50,57,PM10,二级,良
2018-04-25,汉口江滩,6,42,55,20,42,46,55,PM10,二级,良
2018-04-24,汉口江滩,3,29,53,15,41,50,53,PM10,二级,良
2018-04-24,汉口江滩,3,32,55,17,44,53,55,PM10,二级,良
2018-04-23,汉口江滩,2,24,23,16,21,15,24,--,一级,优
2018-04-23,汉口江滩,2,23,22,15,19,15,23,--,一级,优
2018-04-22,汉口江滩,8,43,51,22,16,39,51,PM10,二级,良
2018-04-22,汉口江滩,9,47,54,23,17,43,54,PM10,二级,良
2018-04-21,汉口江滩,5,52,53,19,34,58,58,PM2.5,二级,良
2018-04-21,汉口江滩,5,47,51,18,31,53,53,PM2.5,二级,良
2018-04-20,汉口江滩,15,63,74,19,75,69,75,O3_8h,二级,良
2018-04-20,汉口江滩,16,68,79,21,85,75,85,O3_8h,二级,良
2018-04-19,汉口江滩,17,75,82,23,85,62,85,O3_8h,二级,良
2018-04-19,汉口江滩,16,69,77,21,75,57,77,PM10,二级,良
2018-04-18,汉口江滩,14,55,96,25,76,70,96,PM10,二级,良
2018-04-18,汉口江滩,15,60,102,27,86,75,102,PM10,三级,轻度污染
2018-04-17,汉口江滩,9,75,129,22,73,70,129,PM10,三级,轻度污染
2018-04-17,汉口江滩,8,69,122,20,64,67,122,PM10,三级,轻度污染
2018-04-16,汉口江滩,7,85,171,19,45,78,171,PM10,四级,中度污染
2018-04-16,汉口江滩,8,93,180,21,49,83,180,PM10,四级,中度污染
2018-04-15,汉口江滩,6,68,258,19,40,77,258,PM10,五级,重度污染
2018-04-15,汉口江滩,5,62,225,18,36,73,225,PM10,五级,重度污染
2018-04-14,汉口江滩,4,25,53,16,31,28,53,PM10,二级,良
2018-04-14,汉口江滩,4,27,54,18,34,29,54,PM10,二级,良
2018-04-13,汉口江滩,2,29,31,19,28,26,31,--,一级,优
2018-04-13,汉口江滩,2,27,29,17,26,25,29,--,一级,优
2018-04-12,汉口江滩,5,49,62,27,20,72,72,PM2.5,二级,良
2018-04-12,汉口江滩,5,54,66,29,22,78,78,PM2.5,二级,良
2018-04-11,汉口江滩,11,107,99,28,40,94,107,NO2,三级,轻度污染
2018-04-11,汉口江滩,10,103,92,26,36,87,103,NO2,三级,轻度污染
2018-04-10,汉口江滩,9,92,81,20,87,69,92,NO2,二级,良
2018-04-10,汉口江滩,10,100,87,22,99,75,100,NO2,二级,良
2018-04-09,汉口江滩,11,102,84,21,66,63,102,NO2,三级,轻度污染
2018-04-09,汉口江滩,10,95,79,20,58,59,95,NO2,二级,良
2018-04-08,汉口江滩,6,70,82,14,59,50,82,PM10,二级,良
2018-04-08,汉口江滩,7,77,86,15,66,54,86,PM10,二级,良
2018-04-07,汉口江滩,6,54,81,12,47,36,81,PM10,二级,良
2018-04-07,汉口江滩,5,49,79,11,43,35,79,PM10,二级,良
2018-04-06,汉口江滩,4,27,87,13,45,43,87,PM10,二级,良
2018-04-06,汉口江滩,4,29,90,15,49,45,90,PM10,二级,良
2018-04-05,汉口江滩,2,29,27,17,25,28,29,--,一级,优
2018-04-05,汉口江滩,2,27,26,16,23,26,27,--,一级,优
2018-04-04,汉口江滩,5,28,101,16,25,49,101,PM10,三级,轻度污染
2018-04-04,汉口江滩,6,30,106,17,27,52,106,PM10,三级,轻度污染
2018-04-03,汉口江滩,10,79,72,32,60,63,79,NO2,二级,良
2018-04-03,汉口江滩,9,72,68,29,53,58,72,NO2,二级,良
2018-04-02,汉口江滩,6,98,74,26,59,72,98,NO2,二级,良
2018-04-02,汉口江滩,6,103,79,28,66,78,103,NO2,三级,轻度污染
2018-04-01,汉口江滩,9,125,114,35,65,110,125,NO2,三级,轻度污染
2018-04-01,汉口江滩,8,120,107,32,57,102,120,NO2,三级,轻度污染
2018-03-31,汉口江滩,6,90,83,22,50,72,90,NO2,二级,良
2018-03-31,汉口江滩,6,99,88,24,57,78,99,NO2,二级,良
2018-03-30,汉口江滩,6,53,90,24,94,107,107,PM2.5,三级,轻度污染
2018-03-30,汉口江滩,5,49,85,22,83,99,99,PM2.5,二级,良
2018-03-29,汉口江滩,19,107,79,28,29,65,107,NO2,三级,轻度污染
2018-03-29,汉口江滩,21,112,83,31,32,70,112,NO2,三级,轻度污染
2018-03-28,汉口江滩,11,110,80,26,70,63,110,NO2,三级,轻度污染
2018-03-28,汉口江滩,10,106,76,23,61,59,106,NO2,三级,轻度污染
2018-03-27,汉口江滩,5,105,64,20,42,52,105,NO2,三级,轻度污染
