销售员,区域,订单日期,回签日期,客户订单号,客户名称,产品规格,单价,数量,合计,发货日期,发货数量,批号,厂商,账期,开票日期,发票号,开票金额,理论收款日,收款年份,实际到款日,实际到款金额,"2023年其中
逾期应收账款",客户承诺付款日,信用额度,备注
杨译强,河北省,45238,45247,112-22-20231108-0054,华北制药股份有限公司,硬脂酸钙,690.0,20,13800,45247,20,CAST9L2002,NITIKA,款到发货,45258,144945296,13800,#VALUE!,2023,45246,13800.0,#VALUE!,,,
杨译强,山东省,45245,45245,CGB20231100152,山东新华制药股份有限公司,HP55,600.0,160,96000,45247,160,PF55-310040,乐天,30,45289,180898896,96000,45319,2024,45322,96000.0,0,,,
杨译强,山东省,45272,45278,RHF2023120603,仁和堂药业有限公司,244FP,265.0,40,10600,45278,40,1000402280,GRACE,款到发货,45285,174211726,10600,#VALUE!,2023,45278,10600.0,#VALUE!,,,
杨译强,山东省,45272,45275,,威海百合生物技术股份有限公司,XL,145.0,50,7250,45275,50,PP230708XL,南杭,30,45285,174238797,7250,45315,2024,45348,7250.0,0,2月付款,,
杨译强,山东省,45278,45281,,威海百合生物技术股份有限公司,XL,145.0,100,14500,45281,100,PP230708XL,南杭,30,45288,179403424,14500,45318,2024,45372,14500.0,0,3月底付款,,
杨译强,北京市,45070,45207,FY04230553,北京福元医药股份有限公司,T-314,462.0,,,45288,600,04022106    225kg，04022107  375kg,COREL,30,45288,179421296,277200,45318,2024,45345,277200.0,0,2月付款,,
叶永超,安徽省,1月,,,合肥英太制药有限公司,M101,45.0,125,5625,,125,,明台,30,44936,43172165,5625,44966,2023,44963,5625.0,0,,42000,
叶永超,安徽省,1月,,,华益药业科技（安徽）有限公司,K30,110.0,3000,330000,,3000,,南杭,30,44936,"43172102
43172103
43172104",330000,44966,2023,44985,330000.0,0,,1340000,
叶永超,安徽省,2月,,,合肥英太制药有限公司,M101,49.0,800,39200,,800,,明台,30,44972,3779515,39200,45002,2023,"03/14
05/24",39200.0,0,,,
叶永超,安徽省,2月,,,华益药业科技（安徽）有限公司,M102,49.0,900,44100,,900,,明台,30,45001,7781247,44100,45031,2023,45061,44100.0,0,,,已返利
叶永超,安徽省,2月,,,华益药业科技（安徽）有限公司,CCS,178.0,50,8900,,650,,明台,30,45061,3780340,8900,45091,2023,45051,8900.0,0,,,
叶永超,安徽省,,,,华益药业科技（安徽）有限公司,CCS,,600,106800,,,,明台,30,45001,7781247,106800,45031,2023,45061,106800.0,0,,,已返利
叶永超,安徽省,2月,,,华益药业科技（安徽）有限公司,K25,123.0,125,15375,,125,,南杭,30,44972,"3779533
3780340",15375,45002,2023,45051,15375.0,0,,,
叶永超,安徽省,2月,,,华益药业科技（安徽）有限公司,K30,110.0,3000,330000,,3000,,南杭,30,44964,2944066,330000,44994,2023,45015,330000.0,0,,,
叶永超,安徽省,2月,,,华益药业科技（安徽）有限公司,K90,140.0,250,35000,,250,,南杭,30,"02/15
02/24","3780340
5065153",35000,#VALUE!,2023,45051,35000.0,#VALUE!,,,
叶永超,安徽省,3月,,,华益药业科技（安徽）有限公司,M101,49.0,25,1225,,25,,明台,30,45001,7779847,1225,45031,2023,45089,1225.0,0,,,202308已返利
叶永超,安徽省,3月,,,华益药业科技（安徽）有限公司,CCS,178.0,25,4450,,25,,明台,30,45001,7779847,4450,45031,2023,45089,4450.0,0,,,202308已返利
叶永超,安徽省,3月,,,华益药业科技（安徽）有限公司,VA64,150.0,25,3750,,25,,南杭,30,45001,7781247,3750,45031,2023,45061,3750.0,0,,,202308已返利
叶永超,安徽省,4月,,,华益药业科技（安徽）有限公司,K30,110.0,3000,330000,,3000,,南杭,30,44981,5065153,330000,45011,2023,45051,330000.0,0,,,
叶永超,安徽省,4月,,,合肥英太制药有限公司,M101,49.0,500,24500,,500,,明台,30,45029,12292153,24500,45059,2023,45063,24500.0,0,,,
叶永超,湖南省,4月,,,湖南天济草堂制药股份有限公司,M101,54.0,150,8100,,150,,明台,款到发货,45056,17261266,8100,#VALUE!,2023,45042,8100.0,#VALUE!,,,
叶永超,湖南省,45040,45054,,康哲(湖南)制药有限公司,M101,54.0,50,2700,45055,50,C2303121,明台,款到发货,45063,18748295,2700,#VALUE!,2023,45054,2700.0,#VALUE!,,,
叶永超,河南省,44956,44958,,江苏平光制药（焦作）有限公司,CN15U,246.0,5000,1230000,2023/2/28,500,320011   500KG,乐天,款到发货,44999,7466923,123000,#VALUE!,2023,44958,123000.0,#VALUE!,,,202308已返利
叶永超,河南省,44956,44958,,江苏平光制药（焦作）有限公司,CN15U,,,,45056,1000,"340040   940KG
320011   60KG",乐天,款到发货,45063,18741440,246000,#VALUE!,2023,45055,246000.0,#VALUE!,,,202308已返利
叶永超,河南省,44956,44958,,江苏平光制药（焦作）有限公司,CN15U,,,,45079,560,320040   560kg,乐天,款到发货,45090,26622111,137760,#VALUE!,2023,45072,137760.0,#VALUE!,,,202308已返利
叶永超,安徽省,44988,客户先敲章,P12303415,华益药业科技（安徽）有限公司,M101,49.0,50,2450,45057,50,C2303122  50KG,明台,30,45071,21000483,2450,45101,2023,45104,2450.0,0,,,202308已返利
叶永超,安徽省,45043,45044,P12304761,华益药业科技（安徽）有限公司,CCS,178.0,50,8900,45057,50,D2212001   50kg,明台,30,45071,21000483,8900,45101,2023,45104,8900.0,0,,,202308已返利
叶永超,安徽省,45043,45044,,华益药业科技（安徽）有限公司,M101,49.0,100,4900,45057,100,C2303122  100kg,明台,30,45071,21000483,4900,45101,2023,45104,4900.0,0,,,
叶永超,安徽省,44992,客户先敲章,P12303438,华益药业科技（安徽）有限公司,K30,110.0,3000,330000,45020,3000,PK30-230320F21  3000KG,南杭,30,45029,12291399,330000,45059,2023,45089,330000.0,0,,,202308已返利
叶永超,安徽省,44992,客户先敲章,,华益药业科技（安徽）有限公司,K30,,,,45057,3000,PK30-230418F21  3000KG,南杭,30,45071,21000483,330000,45101,2023,45104,330000.0,0,,,202308已返利
叶永超,安徽省,45051,45051,P12304792,华益药业科技（安徽）有限公司,VA64,150.0,50,7500,45057,50,VA64-230321F41,南杭,30,45071,21000483,7500,45101,2023,45104,7500.0,0,,,202308已返利
叶永超,河南省,45058,45062,ZZRK20230512,郑州瑞康制药有限公司,M101,54.0,25,1350,45062,25,C2303122,明台,款到发货,45071,20929784,1350,#VALUE!,2023,45061,1350.0,#VALUE!,,,
叶永超,河南省,45058,45062,ZZRK20230512,郑州瑞康制药有限公司,CCS,192.0,100,19200,45062,100,D2212001,明台,款到发货,45071,20929784,19200,#VALUE!,2023,45061,19200.0,#VALUE!,,,
叶永超,湖南省,45064,45064,hzyy20230512-2,湖南慧泽生物医药科技有限公司,244FP,262.0,10,2620,45065,10,1000393760,Grace,款到发货,45071,20945491,2620,#VALUE!,2023,45065,2620.0,#VALUE!,,,
叶永超,河南省,45072,45076,,河南朗冠药品制剂研究院有限公司,CCS,205.0,25,5125,45078,25,D2212001,明台,款到发货,45090,26646553,5125,#VALUE!,2023,45076,5125.0,#VALUE!,,,
叶永超,湖南省,45042,45142,,长沙晶易医药科技股份有限公司,T-154,900.0,30,27000,45092,30,06022003  5kg  06023001  25,Corel,款到发货,45104,31947190,27000,#VALUE!,2023,45044,27000.0,#VALUE!,,,
叶永超,河南省,44956,44958,,江苏平光制药（焦作）有限公司,CN15U,,,,45092,500,320040,乐天,款到发货,45097,29328885,123000,#VALUE!,2023,45090,123000.0,#VALUE!,,,202308已返利
叶永超,安徽省,45089,45089,P123061016,华益药业科技（安徽）有限公司,K30,110.0,6000,660000,45092,3000,PK30-230516F21,南杭,30,45097,29318108,330000,45127,2023,45125,330000.0,0,45134,,202308已返利
叶永超,安徽省,45084,45096,HF20230607,合肥英太制药有限公司,M101,49.0,1000,49000,45096,1000,C2304120,明台,30,45104,31964918,49000,45134,2023,45135,49000.0,0,45138,,
叶永超,河南省,45063,45096,DM20230517,郑州德迈药业有限公司,244FP,262.0,10,2620,45097,10,1000393760,Grace,款到发货,45104,31967968,2620,#VALUE!,2023,45096,2620.0,#VALUE!,,,发货到上海创诺
叶永超,安徽省,45089,45089,P123061016,华益药业科技（安徽）有限公司,M102,49.0,700,34300,45098,700,C2306104,明台,30,45104,31927597,34300,45134,2023,45125,34300.0,0,45134,,202308已返利
叶永超,湖南省,45106,45106,HNMR20230629,湖南明瑞制药股份有限公司,M102,50.0,100,5000,45107,100,C2306104,明台,款到发货,45113,36125395,5000,#VALUE!,2023,45106,5000.0,#VALUE!,,,
叶永超,安徽省,44992,客户先敲章,P123061016,华益药业科技（安徽）有限公司,K30,,,,45111,3000,PK30-230607F21,南杭,30,45118,38108731,330000,45148,2023,45175,330000.0,0,,,"202401申请返利
1/23付款合肥标赛"
叶永超,河南省,45110,45112,CY20230703,新乡市常乐制药有限责任公司,M302,67.0,700,46900,45125,700,C2305040,明台,款到发货,45134,46636040,46900,#VALUE!,2023,45124,46900.0,#VALUE!,,,江苏宣泰的代加工
叶永超,湖南省,45068,45089,CGHT20230522-010,天地恒一制药股份有限公司,酒石酸丸芯,586.0,60,35160,45190,60,23C2004,IPC,款到发货,45194,86912220,35160,#VALUE!,2023,45189,35160.0,#VALUE!,45176,,
叶永超,湖南省,45113,无,ADJ20230706,湖南爱德佳食品科技有限公司,M101,50.0,300,15000,45113,300,C2304121,明台,款到发货,45166,65259736,15550,#VALUE!,2023,45113,15550.0,#VALUE!,,,
叶永超,安徽省,45110,45110,P1123061112,华益药业科技（安徽）有限公司,K30,110.0,6000,660000,45131,3000,PK30-230618F21,南杭,30,45134,46615300,330000,45164,2023,45181,330000.0,0,45175,,"202401申请返利
1/23付款合肥标赛"
叶永超,安徽省,45113,45114,HF20230706,安徽贝克生物制药有限公司,K30,147.0,25,3675,45117,25,PK30-221113F13,南杭,款到发货,45126,41888206,3675,#VALUE!,2023,45117,3675.0,#VALUE!,,,
叶永超,安徽省,45114,无,PG20230707,平光制药股份有限公司,M102,56.0,25,1400,45124,25,C2306104,明台,款到发货,45134,46631467,1400,#VALUE!,2023,45119,1400.0,#VALUE!,,,
叶永超,湖南省,45114,45117,,康普药业股份有限公司,M101,50.0,1000,50000,45118,1000,C2212107,明台,30,45126,41889000,50000,45156,2023,45161,50000.0,0,,25000,
叶永超,安徽省,45114,45114,P123071158,华益药业科技（安徽）有限公司,K90,140.0,75,10500,45131,75,PK90-230627FF1,南杭,30,45133,46615300,10500,45163,2023,45175,10500.0,0,45175,,"202401申请返利
1/23付款合肥标赛"
叶永超,河南省,44956,44958,PG20230130,江苏平光制药（焦作）有限公司,CN15U,,,,45142,1000,320090,乐天,款到发货,45154,57725328,246000,#VALUE!,2023,45141,246000.0,#VALUE!,,,"202401申请返利
2/4付款叶永超（工资）"
叶永超,安徽省,45145,45147,ZD-GH-001-A0,芜湖杨燕制药有限公司,CCS,205.0,25,5125,45149,25,D2212001,明台,款到发货,45154,57750513,5125,#VALUE!,2023,45148,5125.0,#VALUE!,,,
叶永超,安徽省,45149,45149,P123081325,华益药业科技（安徽）有限公司,XL-10,140.0,200,28000,45152,200,PP230521XL-10,南杭,30,45161,62290802,28000,45191,2023,45197,28000.0,0,45197,,"202401申请返利
1/23付款合肥标赛"
叶永超,安徽省,45149,45149,P123081325,华益药业科技（安徽）有限公司,K25,123.0,400,49200,45152,400,PK25-230613F22,南杭,30,45161,62290802,49200,45191,2023,45197,49200.0,0,45197,,"202401申请返利
1/23付款合肥标赛"
叶永超,安徽省,45110,45110,P123061112,华益药业科技（安徽）有限公司,K30,,,,45152,3000,PK30-230624F21,南杭,30,45161,62290802,330000,45191,2023,45197,330000.0,0,45197,,"202401申请返利
1/23付款合肥标赛"
叶永超,湖南省,45160,没有回传,ADJ20230822,湖南爱德佳食品科技有限公司,M101,52.0,25,1300,45161,25,C2307130,明台,款到发货,45166,65259736,1300,#VALUE!,2023,45160,1300.0,#VALUE!,,,
叶永超,安徽省,45162,45162,P123081472,华益药业科技（安徽）有限公司,K30,110.0,6000,660000,45185,3000,PK30-230722F21,南杭,30,45189,82779236,330000,45219,2023,45225,330000.0,0,,,"202401申请返利
1/23付款合肥标赛"
叶永超,湖南省,45163,45163,2157465,湖南九典制药股份有限公司,AN50,270.0,100,27000,45206,100,AFN050-360283,乐天,款到发货,45217,103785927,27000,#VALUE!,2023,"08/31
11/23",27000.0,#VALUE!,,,
叶永超,河南省,45182,45184,CY20230913,新乡市常乐制药有限责任公司,M302,67.0,925,61975,45207,925,C2305040,明台,款到发货,45217,103776120,61975,#VALUE!,2023,45206,61975.0,#VALUE!,,,宣泰代工
叶永超,安徽省,45182,45182,P123091590,华益药业科技（安徽）有限公司,K90,140.0,50,7000,45185,50,PK90-230826FF1,南杭,30,45189,82779236,7000,45219,2023,45225,7000.0,0,,,"202401申请返利
1/23付款合肥标赛"
叶永超,安徽省,45184,,DBS20230912,安徽杜贝斯特食品工业有限公司,C08,80.0,100,8000,45239,100,N2301019,明台,款到发货,45246,131936097,8000,#VALUE!,2023,45238,8000.0,#VALUE!,,,
叶永超,河南省,44956,44958,XM20231017,江苏平光制药（焦作）有限公司,CN15U,,,,45206,640,320090,乐天,款到发货,45210,97744230,157440,#VALUE!,2023,45196,157440.0,#VALUE!,,,"202401申请返利
2/4付款叶永超（工资）"
叶永超,安徽省,45162,45162,P123081472,华益药业科技（安徽）有限公司,K30,,,,45216,3450,PK230919F21,南杭,30,45224,110279576,330000,45254,2023,45261,330000.0,0,,,"450kg为返货
202401申请返利3000KG
1/23付款合肥标赛"
叶永超,湖南省,45216,45217,TJT20231016,湖南天济草堂制药股份有限公司,M101,54.0,175,9450,45218,175,C2307130,明台,款到发货,45224,110335494,9450,#VALUE!,2023,45217,9450.0,#VALUE!,,,
叶永超,湖南省,45219,45223,,康普药业股份有限公司,M101,50.0,1000,50000,45223,1000,"C2307116   200KG,C2307130   800KG",明台,30,45231,117375252,50000,45261,2023,45288,50000.0,0,客户误付成承兑，12月31日之前到款,,
叶永超,安徽省,45232,45232,P123101893,华益药业科技（安徽）有限公司,CCS,178.0,2600,462800,45232,850,D2308021,明台,30,45238,123904628,151300,45268,2023,45282,151300.0,0,,,"202401申请返利
1/23付款合肥标赛"
叶永超,安徽省,45232,45232,P123101893,华益药业科技（安徽）有限公司,K90,140.0,300,42000,45240,300,PK90-231021FF1,南杭,30,45251,136878983,42000,45281,2023,45282,42000.0,0,,,"202401申请返利
1/23付款合肥标赛"
叶永超,安徽省,45232,45232,P123101893,华益药业科技（安徽）有限公司,M102,49.0,4000,196000,45232,1500,C2307104,明台,30,45238,123904628,73500,45268,2023,45282,73500.0,0,,,"202401申请返利
1/23付款合肥标赛"
叶永超,安徽省,45232,45232,P123101894,华益药业科技（安徽）有限公司,K25,123.0,100,12300,45250,100,PK25-230819F11,南杭,30,45258,144904659,12300,45288,2023,45282,12300.0,0,,,"202401申请返利
1/23付款合肥标赛"
叶永超,安徽省,45232,45232,P123101894,华益药业科技（安徽）有限公司,XL-10,140.0,250,35000,45250,250,PP230913XL-10,南杭,30,45258,144904659,35000,45288,2023,45282,35000.0,0,,,"202401申请返利
1/23付款合肥标赛"
叶永超,安徽省,45232,45232,P123101894,华益药业科技（安徽）有限公司,K30,110.0,3000,330000,45250,3000,PK30-231106F21,南杭,30,45258,144904659,330000,45288,2023,45282,330000.0,0,,,"202401申请返利
1/23付款合肥标赛"
叶永超,河南省,45233,,PG20231103,江苏平光制药（焦作）有限公司,CN15U,246.0,200,49200,45236,200,320167,乐天,款到发货,45245,130962847,49200,#VALUE!,2023,45233,49200.0,#VALUE!,,,"202401申请返利
2/4付款叶永超（工资）"
叶永超,河南省,44956,44958,HF20231107,江苏平光制药（焦作）有限公司,CN15U,,,,45236,800,320167,乐天,款到发货,45245,130962847,196800,#VALUE!,2023,45233,196800.0,#VALUE!,,,"202401申请返利
2/4付款叶永超（工资）"
叶永超,安徽省,45237,45237,,合肥英太制药有限公司,M101,49.0,1000,49000,45238,1000,C2307130,明台,30,45245,130971057,49000,45275,2023,45282,49000.0,0,,,
叶永超,河南省,45239,45243,ZZRK20231109,郑州瑞康制药有限公司,CCS,192.0,75,14400,45243,75,D2309016,明台,款到发货,45251,136934253,14400,#VALUE!,2023,45241,14400.0,#VALUE!,,,
叶永超,安徽省,45245,45245,HF20231114,合肥合源药业有限公司,CN10T Plus,230.0,360,82800,45247,360,"CFN10T-320106  240KG,CFN10T-320178   120KG",乐天,款到发货,45258,144938331,82800,#VALUE!,2023,45245,82800.0,#VALUE!,,,
叶永超,安徽省,45245,45246,P123112048,华益药业科技（安徽）有限公司,CCS,178.0,50,8900,45246,50,D2309016,明台,30,45251,136878983,8900,45281,2023,45282,8900.0,0,,,"202401申请返利
1/23付款合肥标赛"
叶永超,安徽省,45232,45232,P123101893,华益药业科技（安徽）有限公司,CCS,,,,45260,1750,D2309016,明台,30,45266,153653849,311500,45296,2024,45349,311500.0,0,,,
叶永超,安徽省,45232,45232,P123101893,华益药业科技（安徽）有限公司,M102,,,,45260,1000,C2307111,明台,30,45266,153653849,49000,45296,2024,45349,49000.0,0,,,
叶永超,河南省,45259,45266,Y20231215,乐普药业股份有限公司,M101,50.0,300,15000,45266,300,C2308108,明台,款到发货,45273,160732904,15000,#VALUE!,2023,45266,15000.0,#VALUE!,,,特批先发货
叶永超,安徽省,45259,45261,TR20231129,合肥拓锐生物科技有限公司,CN10T Plus,270.0,20,5400,45261,20,CFN10T-320155,乐天,款到发货,45266,153673021,5400,#VALUE!,2023,45260,5400.0,#VALUE!,,,
叶永超,河南省,45264,45266,Y20231231,乐普药业股份有限公司,M101,50.0,200,10000,45266,200,C2308108,明台,款到发货,45273,160732904,10000,#VALUE!,2023,45266,10000.0,#VALUE!,,,特批先发货
叶永超,安徽省,45259,45259,,华益药业科技（安徽）有限公司,K30,110.0,3000,330000,45287,3000,PK30-231216F21,南杭,30,45288,179340906,330000,45318,2024,45349,330000.0,0,,P123112171,
叶永超,河南省,45233,,PG20231103,江苏平光制药（焦作）有限公司,CN15U,246.0,2000,492000,45293,2000,320167,乐天,款到发货,45288,179231784,492000,#VALUE!,2024,"01/11
01/30",492000.0,#VALUE!,,,
叶永超,湖北省,45006,45015,ZMHST20230321,中美华世通生物医药科技（武汉）股份有限公司,M101,50.0,500,25000,,,,明台,款到发货,,,12月退还货款,#VALUE!,2023,"03/29
12/08",0.0,#VALUE!,,,
叶永超,湖北省,45182,45188,QRRWL2023097,武汉启瑞药业有限公司,M101LM,62.0,325,20150,45191,325,C2212104,明台,款到发货,45210,97753238,20150,#VALUE!,2023,45190,20150.0,#VALUE!,,,
叶永超,湖北省,45187,45189,QL20230918,湖北潜龙药业有限公司,244FP,225.0,10,2250,45190,10,1000393760,Grace,款到发货,45194,86901288,2250,#VALUE!,2023,45189,2250.0,#VALUE!,,,
叶永超,湖北省,45212,45212,HB20231013,武汉安成医药有限责任公司,M101,53.0,150,7950,45215,150,C2307130,明台,款到发货,45224,110287672,7950,#VALUE!,2023,45212,7950.0,#VALUE!,,,
叶永超,湖北省,45215,45216,CJYY23102308,宜昌东阳光长江药业股份有限公司,M101,47.0,150,7050,45216,150,C2307130,明台,30,45224,110285201,7050,45254,2023,45274,7050.0,0,,2000,
叶永超,湖北省,45239,45239,HB20231109,武汉安成医药有限责任公司,M101,53.0,300,15900,45240,300,C2307130,明台,款到发货,45245,130978838,15900,#VALUE!,2023,45240,15900.0,#VALUE!,,,
叶永超,湖北省,45251,45251,JAT20231121,湖北济安堂药业股份有限公司,M101,53.0,225,11925,45252,225,C2308108,明台,款到发货,45258,144909395,11925,#VALUE!,2023,45251,11925.0,#VALUE!,,,
叶永超,湖北省,45006,45015,,中美华世通生物医药科技（武汉）股份有限公司,M101,50.0,(500),(25000),,,,明台,款到发货,,,,#VALUE!,,,,#VALUE!,,,订单取消
叶永超,湖北省,45266,45267,23RF1206-01,武汉九珑人福药业有限责任公司,M112,60.0,1000,60000,45271,1000,C2301108,明台,30,45279,167661330,60000,45309,2024,45315,60000.0,0,,30000,
叶永超,湖北省,2月,,,武汉安成医药有限责任公司,M101,53.0,500,26500,,500,,明台,款到发货,44964,2960915,26500,44964,2023,44960,26500.0,0,,,
叶永超,湖北省,2月,,,武汉安成医药有限责任公司,M101,53.0,100,5300,,100,,明台,款到发货,44992,6479706,5300,44992,2023,44980,5300.0,0,,,
叶永超,湖北省,45077,45082,,武汉九珑人福药业有限责任公司,M112,60.0,1000,60000,45082,1000,C2211114,明台,30,45090,26627135,60000,45120,2023,45149,60000.0,0,,,
叶永超,河南省,45188,45195,DT20230920,白云山东泰商丘药业有限公司,硬脂酸钙,560.0,20,11200,45218,20,CAST9L2002,NITIKA,款到发货,45224,107732317,11200,#VALUE!,2023,45218,11200.0,#VALUE!,,,"用户北京紫萌医药科技
生产商是白云山东泰商丘"
尹春,安徽省,1月,,,仙乐健康科技(安徽)有限公司,M105,58.0,25,1449,,25,,明台,30,44936,43172144,1449,44966,2023,44966,1449.0,0,,570000,
尹春,安徽省,1月,,,仙乐健康科技(安徽)有限公司,M302,67.0,25,1675,,25,,明台,30,44936,43172145,1675,44966,2023,44966,1675.0,0,,,
尹春,广东省,1月,,,琪宝制药（广州）有限公司,M112,70.0,75,5250,,75,,明台,款到发货,44964,2950374,5250,#VALUE!,2023,44938,5250.0,#VALUE!,,,
尹春,广东省,1月,,,深圳立健药业有限公司,M102,46.0,150,6900,,150,,明台,款到发货,44964,2950545,6900,#VALUE!,2023,44932,6900.0,#VALUE!,,,
尹春,广东省,1月,系统订单,4500066844,仙乐健康科技股份有限公司,M105,58.0,125,7244,,125,,明台,30,44936,43172111,7244,44966,2023,44964,7244.0,0,,,
尹春,广东省,1月,系统订单,4500066844,仙乐健康科技股份有限公司,M302,67.0,1000,67000,,1000,,明台,30,44936,"43172110
43172108",67000,44966,2023,44964,67000.0,0,,,
尹春,广西省,1月,,,桂林南药股份有限公司,AL-1FP,230.0,25,5750,,25,,Grace,30,44964,2950608,5750,44994,2023,45114,5750.0,0,,2000,
尹春,广东省,2月,,,广东东阳光药业股份有限公司,M101,42.0,2400,100800,,2400,,明台,30,44999,7471065,100800,45029,2023,45070,100800.0,0,,290000,
尹春,广东省,2月,,,广州市天润药业有限公司,M101,50.0,200,10000,,200,,明台,款到发货,44971,3693362,10000,#VALUE!,2023,44959,10000.0,#VALUE!,,10000,
尹春,广东省,,,,广州市天润药业有限公司,M101,50.0,300,15000,,300,,明台,款到发货,44999,7470834,15000,#VALUE!,2023,44978,15000.0,#VALUE!,,,
尹春,广东省,2月,,,丽珠集团丽珠制药厂,M102CG,49.0,1200,58800,,1200,,明台,30,44971,3691885,58800,45001,2023,45069,58800.0,0,,26700,
尹春,广东省,2月,系统订单,4500068349,仙乐健康科技股份有限公司,M105,63.0,175,11025,,125,,明台,30,44964,2946448,7875,44994,2023,45014,7875.0,0,,,202310已返利 广州麦康发票
尹春,广东省,2月,系统订单,4500068805,仙乐健康科技股份有限公司,M105,,,,,50,,明台,30,44981,5060330,3150,45011,2023,45014,3150.0,0,,,202310已返利 广州麦康发票
尹春,广东省,2月,系统订单,4500068349,仙乐健康科技股份有限公司,M302,73.0,675,49275,,675,,明台,30,44964,2946448,49275,44994,2023,45014,49275.0,0,,,
尹春,广东省,2月,系统订单,4500068393,仙乐健康科技股份有限公司,CCS,160.0,500,80000,,500,,明台,30,44981,5060696,80000,45011,2023,45014,80000.0,0,,,
尹春,广东省,2月,系统订单,4500068393,仙乐健康科技股份有限公司,SMCC90,90.0,1900,171000,,1900,,明台,30,44981,5060696,171000,45011,2023,45014,171000.0,0,,,202310已返利 广州麦康发票
尹春,广东省,2月,,,东莞市百维食品化工原料实业有限公司,AN5,180.0,3500,630000,,3500,,乐天,款到发货,44999,7472657,589500,#VALUE!,2023,44978,630000.0,#VALUE!,,,客户预付款，收货时发现225kg破损，客户退回225kg，少开255kg发票；客户多付40500元
尹春,广东省,2月,系统订单,4500065276,仙乐健康科技股份有限公司,244FP（美）,170.0,14,2312,,14,,Grace,30,44964,2947450,2312,44994,2023,45014,2312.0,0,,,
尹春,广东省,2月,系统订单,4500068349,仙乐健康科技股份有限公司,244FP（美）,207.0,95,19706,,95,,Grace,30,44964,2946448,19706,44994,2023,45014,19706.0,0,,,
尹春,广东省,3月,,,广东东阳光药业股份有限公司,M101,42.0,600,25200,,600,,明台,30,44999,7471065,25200,45029,2023,45070,25200.0,0,,,
尹春,广东省,3月,,,广东东阳光药业股份有限公司,M101,47.0,2000,94000,,2000,,明台,30,"03/14
03/27","7472124
9416395",94000,#VALUE!,2023,"05/24
07/17",94000.0,#VALUE!,,,
尹春,广东省,3月,,,广州正广生物科技有限公司,M102,47.0,200,9400,,200,,明台,30,44999,7472705,9400,45029,2023,44992,9400.0,0,,9000,
尹春,广东省,3月,,,广州正广生物科技有限公司,M102,47.0,100,4700,,100,,明台,30,45007,8695847,4700,45037,2023,45016,4700.0,0,,,
尹春,广东省,3月,,,广州正广生物科技有限公司,M102,47.0,300,14100,,300,,明台,30,45022,11070712,14100,45052,2023,45028,14100.0,0,,,
尹春,广东省,3月,系统订单,4500069359,仙乐健康科技股份有限公司,M105,63.0,350,22050,,75,,明台,30,44999,7453566,4725,45029,2023,45055,4725.0,0,,,202310已返利 广州麦康发票
尹春,广东省,3月,系统订单,4500068935,仙乐健康科技股份有限公司,M105,,,,,100,,明台,30,44999,7454734,6300,45029,2023,45055,6300.0,0,,,202310已返利 广州麦康发票
尹春,广东省,3月,系统订单,4500069282,仙乐健康科技股份有限公司,M105,,,,,100,,明台,30,44999,7454868,6300,45029,2023,45055,6300.0,0,,,202310已返利 广州麦康发票
尹春,广东省,3月,系统订单,4500068805,仙乐健康科技股份有限公司,M105,,,,,75,,明台,30,44999,7456464,4725,45029,2023,45055,4725.0,0,,,202310已返利 广州麦康发票
尹春,广东省,3月,系统订单,4500069889,仙乐健康科技股份有限公司,M302,73.0,5025,366825,,225,,明台,30,44999,7462653,16425,45029,2023,45102,16425.0,0,,,
尹春,广东省,3月,系统订单,4500038349,仙乐健康科技股份有限公司,M302,,,,,500,,明台,30,44999,7462242,36500,45029,2023,"05/17
06/09",36500.0,0,,,
尹春,广东省,3月,系统订单,4500069016,仙乐健康科技股份有限公司,M302,,,,,2000,,明台,30,44999,7461153,146000,45029,2023,"05/09
05/11
05/17",146000.0,0,,,
尹春,广东省,3月,系统订单,4500066731,仙乐健康科技股份有限公司,M302,,,,,300,,明台,30,44999,7457387,20100,45029,2023,45055,20100.0,0,,,
尹春,广东省,3月,系统订单,4500068805,仙乐健康科技股份有限公司,M302,,,,,1000,,明台,30,44999,7463852,73000,45029,2023,45102,73000.0,0,,,
尹春,广东省,3月,系统订单,4500070029,仙乐健康科技股份有限公司,M302,,,,,500,,明台,30,45036,13555929,36500,45066,2023,45111,36500.0,0,,,
尹春,广东省,3月,系统订单,"4500070093
4500070093",仙乐健康科技股份有限公司,M302,,,,,500,,明台,30,45036,13554223,36500,45066,2023,45111,36500.0,0,,,
尹春,广东省,3月,系统订单,4500068992,仙乐健康科技股份有限公司,CCS,160.0,125,20000,,125,,明台,30,44999,7453426,20000,45029,2023,45055,20000.0,0,,,
尹春,广东省,3月,,,深圳市新阳唯康科技有限公司,HP50,650.0,20,13000,,20,,乐天,款到发货,45023,11068203,13000,#VALUE!,2023,45008,13000.0,#VALUE!,,,
尹春,广东省,3月,系统订单,4500068805,仙乐健康科技股份有限公司,244FP（美）,198.0,68,13464,,95,,Grace,30,44999,7456464,18850,45029,2023,45055,18850.0,0,,,202310已返利 广州麦康发票
尹春,广东省,3月,系统订单,4500069498,仙乐健康科技股份有限公司,244FP（美）,198.0,14,2693,,14,,Grace,30,44999,7451897,2693,45029,2023,45055,2693.0,0,,,202310已返利 广州麦康发票
