序号,商品分类,商品名称,sku名称,skuID,零售价,特价,库存,条形码,店内码,货道/货架,进货价格,我的售价,姐的售价,调价,满减价格
351,延时助勃,【351】延时龙水延喷剂持久加强版喷雾,延时龙水延喷剂持久加强版喷雾,1001015579,488.0,0.0,1,6971254184560,,240,61,268.0,260.0,,166
352,延时助勃,【352】丸奈红金延时喷剂,【352】丸奈红金延时喷剂,1001015584,148.0,,0,6971493180026,,508,13,,113.0,,48
353,延时助勃,【353】[享久品牌]享久3金典型代加强版，男用延时喷剂延迟持久，效果加倍,【353】[享久品牌]享久3金典型代加强版，男用延时喷剂延迟持久，效果加倍,1001015587,850.0,0.0,1,6971254180340,,335,144,999.0,847.0,,375
354,延时助勃,【354】丸奈男用喷剂 の延时喷剂延时湿巾男用持久10ml,【354】丸奈男用喷剂 の延时喷剂延时湿巾男用持久10ml,1001015589,88.0,0.0,1,6971493180316,,223,9,85.0,37.0,,38
355,延时助勃,【355】微爱男士喷剂,【355】微爱男士喷剂,1001015593,118.0,0.0,2,6944894900678,,241,12,90.0,85.0,,45
356,延时助勃,【356】[杰士邦]杰士邦外用延时喷剂2ml/瓶/盒,【356】[杰士邦]杰士邦外用延时喷剂2ml/瓶/盒,1001015595,98.0,0.0,1,6927099410159,,121,14,100.0,53.0,,51
357,男用延时喷剂,【357】[进口品牌]黑豹男用喷剂-2代,【357】[进口品牌]黑豹男用喷剂-2代,1001015597,258.0,0.0,1,6922218100010,,326,28,400.0,389.0,,84
358,延时助勃,【358】[杰士邦]杰士邦外用延时喷剂（黄金款）1ml/瓶/盒,【358】[杰士邦]杰士邦外用延时喷剂（黄金款）1ml/瓶/盒,1001015601,178.0,,0,6973974741832,,287,20,,65.0,,65
359,延时助勃,【359】[进口品牌]黑豹男用喷剂-3代 男用延时精选,【359】[进口品牌]黑豹男用喷剂-3代 男用延时精选,1001015603,278.0,0.0,1,6922218100225,,242,30,300.0,291.0,,91
360,延时助勃,【360】[倍耐力PEINEILI]倍爱力外用延时喷剂15ml/瓶/盒,【360】[倍耐力PEINEILI]倍爱力外用延时喷剂15ml/瓶/盒,1001015606,78.0,0.0,1,6953730500217,,122,8,48.0,11.0,,35
361,男用延时喷剂,【361】[杰士邦]杰士邦外用延时巾（经典款）60mm*43mm/片/袋,【361】[杰士邦]杰士邦外用延时巾（经典款）60mm*43mm/片/袋,1001015609,28.0,0.0,2,6973974741405,,123,2,23.0,10.0,,21
362,延时助勃,【362】初辰迷你版喷剂2mlの延时喷剂延时湿巾男用持久,【362】初辰迷你版喷剂2mlの延时喷剂延时湿巾男用持久,1001015611,38.0,0.0,0,6972689300228,,124,3,,21.0,,23
363,男用延时喷剂,【363】[起效快、不依赖]初辰畅享版延时喷剂6ml,【363】[起效快、不依赖]初辰畅享版延时喷剂6ml,1001015612,118.0,0.0,2,6972689300075,,243,12,98.0,93.0,,45
364,男用延时喷剂,【364】初辰喷剂10ml の延时喷剂延时湿巾男用持久,【364】初辰喷剂10ml の延时喷剂延时湿巾男用持久,1001015615,168.0,0.0,3,6972689300006,,245,18,98.0,93.0,,59
365,延时助勃,【365】《人初油银装》10ml喷雾男用外用喷剂成人情趣性,【365】《人初油银装》10ml喷雾男用外用喷剂成人情趣性,1001015618,168.0,0.0,1,6948167320088,,327,18,76.0,74.0,,61
366,延时助勃,【366】[涩井]外用延时喷剂5ml/支,【366】[涩井]外用延时喷剂5ml/支,1001015621,128.0,0.0,1,6935916700093,,288,14,190.0,168.0,,50
367,延时助勃,【367】日本涩井湿巾延时湿巾单片装男性外用,【367】日本涩井湿巾延时湿巾单片装男性外用,1001015624,28.0,0.0,2,6935916710016,,289,2,58.0,54.0,,21
368,延时助勃,【368】[倍耐力]倍耐力迅透研男用湿巾60mm*37mm*12片/盒,【368】[倍耐力]倍耐力迅透研男用湿巾60mm*37mm*12片/盒,1001015627,78.0,0.0,1,6953730500033,,290,8,50.0,29.0,,36
369,延时助勃,【369】[倍爱力]讯透研男用片60mm*37mm*1片/袋,【369】[倍爱力]讯透研男用片60mm*37mm*1片/袋,1001015629,8.0,0.0,10,6920152410615,,291,1,6.0,1.0,,17
370,延时助勃,【370】人初油男用延时,【370】人初油湿巾男用延时,1001015632,18.0,0.0,2,6948167320101,,292,2,47.0,46.0,,21
371,延时助勃,【371】[安太医]外用延时喷剂(加强版)1ml/瓶/盒,【371】[安太医]外用延时喷剂(加强版)1ml/瓶/盒,1001015636,28.0,0.0,2,6924986300944,,244,6,60.0,26.0,,29
372,延时助勃,【372】[黑豹]Black panther外用延时巾60mm*80mm*3片/盒,【372】[黑豹]Black panther外用延时巾60mm*80mm*3片/盒,1001015639,18.0,0.0,1,6922218100232,,224,1,25.0,10.0,,18
373,延时助勃,【373】[片装更方便]密室氏宫廷延时湿巾の延时湿巾男用持,【373】[片装更方便]密室氏宫廷延时湿巾の延时湿巾男用持,1001015642,1.6,0.0,10,6971381491036,,125,0,4.0,0.0,,15
374,延时助勃,【374】NBB男士修复膏,【374】NBB男士修复膏,1001015645,698.0,0.0,1,6973143630035,,246,73,298.0,292.0,,197
375,延时助勃,【375】[安太医]外用延时湿巾（中式温感装加强版）10mI*1瓶/盒,【375】[安太医]外用延时湿巾（中式温感装加强版）10mI*1瓶/盒,1001015647,28.0,0.0,1,6924986301316,,225,2,30.0,5.0,,20
376,安全避孕,【376】[杜蕾斯]天然胶乳橡胶避孕套大胆爱吧52mm*3只/盒,【376】[杜蕾斯]天然胶乳橡胶避孕套大胆爱吧52mm*3只/盒,1001015899,25.0,0.0,2,6923146102046,,126,6,30.0,10.0,,30
377,安全避孕,【377】MO名流 超薄爽滑避孕套003玻尿酸安全套女用免洗安全套 10只/盒,【377】MO名流 超薄爽滑避孕套003玻尿酸安全套女用免洗安全套 10只/盒,1001015879,58.0,0.0,2,6936296731356,,127,21,40.0,24.0,,67
378,延时助勃,【378】涩井[经久不衰][延时持久]3只装避孕套套,【378】涩井[经久不衰][延时持久]3只装避孕套套,1001015654,28.0,,0,6935916700970,,128,5,,13.0,,28
379,避孕套,【379】[冈本]天然胶乳橡胶避孕套(0.03白金超薄)3片/盒,【379】[冈本]天然胶乳橡胶避孕套(0.03白金超薄)3片/盒,1001015665,58.0,0.0,1,4547691439628,,247,26,75.0,35.0,,80
380,避孕套,【380】olo玻尿酸避孕套10只/盒（男神黑色款）,【380】olo玻尿酸避孕套10只/盒（男神黑色款）,1001015667,38.0,0.0,2,6970960520723,,129,6,50.0,20.0,,31
381,安全避孕,【381】[OLO]天然乳胶橡胶避孕套(双倍呵护高潮)3只/盒,【381】[OLO]天然乳胶橡胶避孕套(双倍呵护高潮)3只/盒,1001015672,18.0,0.0,4,6970960520716,,130,1,45.0,13.0,,17
382,安全避孕,【382】老板来只套套OLO超薄3只,【382】老板来只套套OLO超薄3只,1001015675,28.0,0.0,5,6970960521379,,131,3,0.0,0.0,,21
383,安全避孕,【383】杜蕾斯经典四合一18只避孕套,【383】杜蕾斯经典四合一18只避孕套,1001015680,98.0,0.0,1,6923146100455,,226,31,78.0,76.0,,93
384,安全避孕,【384】[热感超薄]杜蕾斯热感超薄避孕套3只装,【384】[热感超薄]杜蕾斯热感超薄避孕套3只装,1001015684,78.0,0.0,1,6923146106013,,227,14,63.0,61.0,,50
385,安全避孕,【385】冈本超润滑3只装,【385】冈本超润滑3只装,1001015880,58.0,0.0,1,4547691689696,,228,7,30.0,22.0,,33
386,安全避孕,【386】[超薄隐feel]杜蕾斯隐feel超薄避孕套3只装,【386】[超薄隐feel]杜蕾斯隐feel超薄避孕套3只装,1001015881,48.0,0.0,1,6923146100011,,132,12,45.0,15.0,,45
387,安全避孕,【387】[杜蕾斯(Durex)]超薄避孕套2只/盒,【387】[杜蕾斯(Durex)]超薄避孕套2只/盒,1001015694,38.0,0.0,1,6923146100004,,133,7,30.0,10.0,,32
388,安全避孕,【388】[杜蕾斯]001聚氨酯避孕套54mm*3只,【388】[杜蕾斯]001聚氨酯避孕套54mm*3只,1001015697,108.0,,0,6973462510018,,229,52,,88.0,,146
389,安全避孕,【389】[杜蕾斯]天然胶乳橡胶避孕套(大胆爱吧Love)52mm*10只/盒,【389】[杜蕾斯]天然胶乳橡胶避孕套(大胆爱吧Love)52mm*10只/盒,1001015882,98.0,0.0,1,6923146105016,,230,17,58.0,18.0,,57
390,安全避孕,【390】[杜蕾斯]天然胶乳橡胶避孕套(AIR隐薄空气套)3只/盒,【390】[杜蕾斯]天然胶乳橡胶避孕套(AIR隐薄空气套)3只/盒,1001015702,98.0,0.0,1,6923146114940,,231,33,69.0,68.0,,97
391,安全避孕,【391】[杜蕾斯]天然胶乳橡胶避孕套(凸点螺纹热感装)52.5mm*3只/盒,【391】[杜蕾斯]天然胶乳橡胶避孕套(凸点螺纹热感装)52.5mm*3只/盒,1001015883,38.0,,0,6923146107362,,134,13,,33.0,,47
392,安全避孕,【392】冈本003白金超薄避孕套两只体验装,【392】冈本003白金超薄避孕套两只体验装,1001015707,48.0,0.0,1,201626622572,,135,12,52.0,35.0,,44
393,安全避孕,【393】[冈本]天然胶乳橡胶避孕套(无感透薄浅蓝色)10片/盒,【393】[冈本]天然胶乳橡胶避孕套(无感透薄浅蓝色)10片/盒,1001015709,88.0,0.0,1,4547691770936,,136,39,100.0,75.0,,113
394,安全避孕,【394】[冈本]天然胶乳橡胶避孕套3片/盒,【394】[冈本]天然胶乳橡胶避孕套3片/盒,1001015711,35.0,0.0,2,9999900157808,,137,3,35.0,13.0,,23
395,安全避孕,【395】[超薄无感]冈本超激薄避孕套10只装,【395】[超薄无感]冈本超激薄避孕套10只装,1001015713,108.0,0.0,1,4547691689726,,328,27,86.0,84.0,,83
396,安全避孕,【396】[冈本]天然胶乳橡胶避孕套(粉红色)3片/盒12,【396】[冈本]天然胶乳橡胶避孕套(粉红色)3片/盒12,1001015717,38.0,0.0,1,6925582418286,,138,7,30.0,22.0,,33
397,安全避孕,【397】[冈本]天然胶乳橡胶避孕套10片/盒,【397】[冈本]天然胶乳橡胶避孕套10片/盒,1001015720,68.0,0.0,1,4547691239136,,139,18,70.0,70.0,,61
398,安全避孕,【398】[透薄无感]冈本金装无感透薄避孕套3只装,【398】[透薄无感]冈本金装无感透薄避孕套3只装,1001015723,48.0,0.0,1,4547691770929,,140,12,46.0,32.0,,44
399,安全避孕,【399】[冈本]聚氨酯避孕套(001超润滑)(54±2mm)*3片/盒,【399】[冈本]聚氨酯避孕套(001超润滑)(54±2mm)*3片/盒,1001015725,118.0,0.0,1,4547691797575,,248,54,150.0,147.0,,150
400,安全避孕,【400】[冈本]天然胶乳橡胶避孕套(0.03白金超薄)10片/盒,【400】[冈本]天然胶乳橡胶避孕套(0.03白金超薄)10片/盒,1001015727,158.0,,0,4547691439611,,453,68,,145.0,,186
401,安全避孕,【401】[冈本]聚氨酯避孕套(001)2片/盒,【401】[冈本]聚氨酯避孕套(001)2片/盒,1001015757,118.0,,0,4547691783387,,454,36,,127.0,,105
402,安全避孕,【402】[冈本]天然胶乳橡胶避孕套(质感超薄香草味)3片/盒,【402】[冈本]天然胶乳橡胶避孕套(质感超薄香草味)3片/盒,1001015910,78.0,,0,4547691239082,,455,8,,39.0,,35
403,安全避孕,【403】[杜蕾斯避孕套1只装]散件随机发货，一支杜蕾斯正品！单拍不送,【403】[杜蕾斯避孕套1只装]散件随机发货，一支杜蕾斯正品！单拍不送,1001015763,9.9,0.0,2,6923146114933,,141,2,10.0,6.0,,19
404,安全避孕,【404】[免洗玻尿酸][高潮女生]2只装避孕套套,【404】[免洗玻尿酸][高潮女生]2只装避孕套套,1001015782,88.0,0.0,1,6936406100027,,329,10,59.0,58.0,,40
405,安全避孕,【405】大象-[轻柔弹韧] [超薄003]3只装避孕套套,【405】大象-[轻柔弹韧] [超薄003]3只装避孕套套,1001015904,88.0,0.0,1,6936406100973,,232,10,68.0,36.0,,40
406,安全避孕,【406】大象[无感裸入]大象001 1只装避孕套套,【406】大象[无感裸入]大象001 1只装避孕套套,1001015785,38.0,0.0,1,6936406101123,,330,11,58.0,57.0,,43
407,安全避孕,【407】[名流]天然胶乳橡胶避孕套(活力螺纹柠檬香)52mm*10只/盒,【407】[名流]天然胶乳橡胶避孕套(活力螺纹柠檬香)52mm*10只/盒,1001015786,38.0,0.0,2,69362967576841,,142,4,30.0,23.0,,24
408,安全避孕,【408】[名流]天然胶乳橡胶避孕套(有型超薄装)10只/盒,【408】[名流]天然胶乳橡胶避孕套(有型超薄装)10只/盒,1001015884,38.0,0.0,2,6936296758766,,143,3,30.0,23.0,,23
409,安全避孕,【409】[名流]天然胶乳橡胶避孕套(G点大颗粒薄荷味)52mm*3只/盒,【409】[名流]天然胶乳橡胶避孕套(G点大颗粒薄荷味)52mm*3只/盒,1001015885,18.0,0.0,2,6936296772007,,144,2,20.0,14.0,,19
410,安全避孕,【410】[名流]天然胶乳橡胶避孕套(动感颗粒香草香)10只/盒,【410】[名流]天然胶乳橡胶避孕套(动感颗粒香草香)10只/盒,1001015886,38.0,0.0,2,6936296751668,,145,4,30.0,23.0,,24
411,安全避孕,【411】[名流]天然乳胶橡胶避孕套(光面香味)(爽口套)10只/盒,【411】[名流]天然乳胶橡胶避孕套(光面香味)(爽口套)10只/盒,1001015887,38.0,0.0,2,6936296771529,,146,5,35.0,24.0,,27
412,安全避孕,【412】[名流]天然胶乳橡胶避孕套(至薄002)10只/盒,【412】[名流]天然胶乳橡胶避孕套(至薄002)10只/盒,1001015888,38.0,0.0,2,6936296728899,,147,3,40.0,23.0,,23
413,安全避孕,【413】[名流]天然胶乳橡胶避孕套(柔滑丝薄光面普通型)52±2mm*10只/盒,【413】[名流]天然胶乳橡胶避孕套(柔滑丝薄光面普通型)52±2mm*10只/盒,1001015889,38.0,0.0,2,6936296727083,,148,4,30.0,23.0,,24
414,安全避孕,【414】[G点滋润]倍力乐LES-C女用光面手指套8只装,【414】[G点滋润]倍力乐LES-C女用光面手指套8只装,1001015828,88.0,,0,6971787074147,,456,7,,41.0,,34
415,安全避孕,【415】倍力乐《激情旋风》刺套安全套,【415】倍力乐《激情旋风》刺套安全套,1001015845,48.0,0.0,2,240278832,,149,5,30.0,24.0,,26
416,安全避孕,【416】男用器具《锁精环》蝴蝶水晶套震动环延时固精成人情趣,【416】男用器具《锁精环》蝴蝶水晶套震动环延时固精成人情趣,1001015846,18.0,,0,486506850,,150,10,,11.0,,40
417,安全避孕,【417】倍力乐《抬头霸王龙》刺套安全套,【417】倍力乐《抬头霸王龙》刺套安全套,1001015847,35.0,0.0,2,663504136,,151,5,30.0,22.0,,26
418,安全避孕,【418】倍力乐《喷水龙》刺套安全套,【418】倍力乐《喷水龙》刺套安全套,1001015848,35.0,0.0,2,462698319,,152,5,30.0,22.0,,26
419,安全避孕,【419】倍力乐《G点潜水龙》刺套安全套,【419】倍力乐《G点潜水龙》刺套安全套,1001015850,35.0,0.0,2,520909333,,153,5,30.0,22.0,,26
420,安全避孕,【420】[倍力乐]激爽抠指套2只装+1只纤薄避孕套,【420】[倍力乐]激爽抠指套2只装+1只纤薄避孕套,1001015851,28.0,0.0,2,6922359305169,,154,5,29.0,23.0,,27
421,安全避孕,【421】杰士邦[经典优质][优质超薄]3只避孕套,【421】杰士邦[经典优质][优质超薄]3只避孕套,1001015890,35.0,0.0,2,6927099404127,,155,6,54.0,24.0,,31
422,安全避孕,【422】杰士邦[补水爽滑][水润免洗]5只装避孕套,【422】杰士邦[补水爽滑][水润免洗]5只装避孕套,1001015852,78.0,,0,8850956033209,,457,31,,139.0,,93
423,安全避孕,【423】杰士邦-[超薄补水]3只装避孕套,【423】杰士邦-[超薄补水]3只装避孕套,1001015900,68.0,,0,8850956033360,,458,13,,57.0,,48
424,安全避孕,【424】冈本003透明质酸润滑液,【424】冈本003透明质酸润滑液,1001015853,108.0,0.0,3,4547691783363,,293,12,70.0,69.0,,45
425,安全避孕,【425】[随身携带]独爱润滑剂 8ml,【425】[随身携带]独爱润滑剂 8ml,1001015854,1.6,0.0,10,6971341300538,,156,0,0.0,0.0,,15
426,安全避孕,【426】杰士邦水润快感情趣润滑剂-50ml,【426】杰士邦水润快感情趣润滑剂-50ml,1001015891,158.0,,0,6927099404004,,459,17,,64.0,,57
427,安全避孕,【427】杜蕾斯KY润滑剂-50g,【427】杜蕾斯KY润滑剂-50g,1001015855,288.0,,0,5052197037654,,460,33,,78.0,,97
428,安全避孕,【428】[水溶性润滑]独爱润滑剂20ml,【428】[水溶性润滑]独爱润滑剂20ml,1001015856,28.0,0.0,3,6931068688463,,157,1,19.0,11.0,,18
429,安全避孕,【429】[水溶性润滑]同志水溶性润滑剂 200ml,【429】[水溶性润滑]同志水溶性润滑剂 200ml,1001015857,68.0,0.0,1,6949116700753,,158,5,35.0,27.0,,28
430,润滑液,【430】热恋果味《水蜜桃口味》可入口草莓樱桃情趣夫妻房事润滑液油剂,【430】热恋果味《水蜜桃口味》可入口草莓樱桃情趣夫妻房事润滑液油剂,1001015858,58.0,0.0,1,6928101494297,,233,6,30.0,25.0,,29
431,润滑液,【431】[妹汁]清淇妹汁润滑剂 校生100ml,【431】[妹汁]清淇妹汁润滑剂 校生100ml,1001015859,69.0,0.0,2,6933191000181,,159,4,48.0,26.0,,24
432,润滑液,【432】玻尿酸润滑]杰士邦玻尿酸5ml,【432】玻尿酸润滑]杰士邦玻尿酸5ml,1001015860,28.0,0.0,0,6927099405889,,234,2,,8.0,,20
433,润滑液,【433】[按摩精油]橄榄按摩油130ml,【433】[按摩精油]橄榄按摩油130ml,1001015861,78.0,0.0,1,6936684201157,,160,6,38.0,30.0,,30
434,润滑液,【434】[体香润滑]谜姬润滑剂京桥本ありな200ml,【434】[体香润滑]谜姬润滑剂京桥本ありな200ml,1001015862,28.0,,0,6974408082323,,461,13,,34.0,,47
435,安全避孕,【435】[玻尿酸润滑]杰士邦玻尿酸15ml,【435】[玻尿酸润滑]杰士邦玻尿酸15ml,1001015863,128.0,0.0,2,6927099407623,,294,14,29.0,28.0,,51
436,润滑液,【436】[缓痛拳交膏]丝翼后庭拳交膏155g,【436】[缓痛拳交膏]丝翼后庭拳交膏155g,1001015864,198.0,0.0,1,6950006413547,,295,23,89.0,87.0,,73
437,润滑液,【437】JOKER女用注入式润滑液 3g3支装,【437】JOKER女用注入式润滑液 3g3支装,1001015865,78.0,0.0,1,6975132262029,,161,5,90.0,36.0,,28
438,润滑液,【438】激情热感 杜蕾斯润滑剂3款,【438】激情热感 杜蕾斯润滑剂3款,1001015867,278.0,0.0,1,6923146103036,,339,33,75.0,74.0,,97
439,润滑液,【439】杜蕾斯润滑剂3款,【439】杜蕾斯润滑剂3款,1001015869,228.0,0.0,1,6923146102015,,296,27,75.0,40.0,,83
440,润滑液,【440】甜诱草莓 杜蕾斯润滑剂3款,【440】甜诱草莓 杜蕾斯润滑剂3款,1001015872,278.0,0.0,1,5052197019704,,311,33,75.0,74.0,,97
441,润滑液,【441】依兰花香杜蕾斯怡情按摩油-200ml,【441】依兰花香杜蕾斯怡情按摩油-200ml,1001015874,498.0,,0,5038483998694,,462,52,,78.0,,146
442,润滑液,【442】萱姿兰活力滋养人体润滑液-60ml,【442】萱姿兰活力滋养人体润滑液-60ml,1001015878,48.0,0.0,2,6928590101096,,162,3,20.0,18.0,,22
443,润滑液,【443】萱姿兰润滑剂-6ml,【443】萱姿兰润滑剂-6ml,1001015877,4.0,0.0,5,6928590100181,,163,0,10.0,6.0,,16
444,润滑液,【444】独爱极润透明质酸润滑液240ml夫妻房事水溶性润滑剂,【444】独爱极润透明质酸润滑液240ml夫妻房事水溶性润滑剂,1001015876,48.0,0.0,1,6971341303522,,164,4,46.0,29.0,,26
445,润滑液,【445】[第6感]人体润滑剂（水润型）100g/支,【445】[第6感]人体润滑剂（水润型）100g/支,1001015875,138.0,0.0,2,6932564452008,,165,13,60.0,36.0,,47
446,男用玩具,【446】红色[邻家女孩]魅爱空间 动漫手动飞机杯,【446】红色[邻家女孩]魅爱空间 动漫手动飞机杯,1001015873,138.0,0.0,2,6937486619867,,166,10,39.0,34.0,,41
447,男用玩具,【447】[邻家女孩]魅爱空间 动漫手动飞机杯,【447】[邻家女孩]魅爱空间 动漫手动飞机杯,1001015871,138.0,0.0,2,6937486619850,,167,10,39.0,34.0,,41
448,男用玩具,【448】红[空气夹吸杯]硅胶通道久爱杯手动款,【448】红[空气夹吸杯]硅胶通道久爱杯手动款,1001015870,108.0,0.0,2,6934595454532,,168,9,63.0,32.0,,38
449,男用玩具,【449】[无味+亲肤+柔软]外贸爆款蜗牛杯黄、白、黑,【449】[无味+亲肤+柔软]外贸爆款蜗牛杯黄、白、黑,1001015868,178.0,0.0,1,6927099409740,,169,17,50.0,43.0,,58
450,男用玩具,【450】[柔软硅胶]星空炫彩谜姬 炫彩手动飞机杯,【450】[柔软硅胶]星空炫彩谜姬 炫彩手动飞机杯,1001015866,158.0,0.0,1,6937486617009,,170,14,42.0,39.0,,51
451,男用玩具,【451】[口袋撸蛋]硅胶仿真阴道，爽滑快感加倍 6规格,【451】[口袋撸蛋]硅胶仿真阴道，爽滑快感加倍 6规格,1001015626,76.0,0.0,2,6934595457007,,171,4,33.0,28.0,,26
452,男用玩具,【452】男用自慰器《水濑琉璃》动漫双头飞机杯男性玩具,【452】男用自慰器《水濑琉璃》动漫双头飞机杯男性玩具,1001015631,268.0,0.0,2,6937486622546,,172,14,59.0,42.0,,50
453,男用玩具,【453】《知音飞机杯》久爱手动飞机杯倒模男用自慰器,【453】《知音飞机杯》久爱手动飞机杯倒模男用自慰器,1001015640,138.0,0.0,2,6934595458820,,173,13,69.0,43.0,,47
454,男用玩具,【454】蓝色[空气夹吸杯]硅胶通道久爱杯手动款,【454】蓝色[空气夹吸杯]硅胶通道久爱杯手动款,1001015644,108.0,0.0,2,6934595454549,,174,9,39.0,36.0,,38
455,男用玩具,【455】[涩井]雪山手动飞机杯(173mm±1mm)/支,【455】[涩井]雪山手动飞机杯(173mm±1mm)/支,1001015650,268.0,,0,4582572180442,,463,29,,88.0,,88
456,男用玩具,【456】[五种发音+六频双震]会震会夹会吸谜姬 小爱发音杯,【456】[五种发音+六频双震]会震会夹会吸谜姬 小爱发音杯,1001015653,478.0,,0,763406460,,464,52,,157.0,,146
457,男用玩具,【457】[加温+伸缩夹吸+智能发音]久爱魔风杯,【457】[加温+伸缩夹吸+智能发音]久爱魔风杯,1001015659,888.0,,0,6934595406548,,465,101,,392.0,,268
458,男用玩具,【458】[环绕加热+自动吮吸+一件爆发]谜姬 星幻飞机杯,【458】[环绕加热+自动吮吸+一件爆发]谜姬 星幻飞机杯,1001015663,999.0,,0,6937486622935,,466,119,,392.0,,312
459,男用玩具,【459】[波多真人原音发声倒模通道+震动变频]雷霆 优皇飞机杯,【459】[波多真人原音发声倒模通道+震动变频]雷霆 优皇飞机杯,1001015670,1288.0,,0,6920995495398,,467,160,,372.0,,414
460,男用玩具,【460】[舌舔口爱+震动吮吸+六中发音]谜姬 羞涩舌舔吮吸飞机杯,【460】[舌舔口爱+震动吮吸+六中发音]谜姬 羞涩舌舔吮吸飞机杯,1001015676,1188.0,,0,6974408083535,,468,145,,490.0,,378
461,男用玩具,【461】[多重吮吸+震动+螺旋通道]谜姬 桥本有菜飞机杯,【461】[多重吮吸+震动+螺旋通道]谜姬 桥本有菜飞机杯,1001015686,888.0,,0,6937486619355,,469,99,,323.0,,263
462,男用玩具,【462】谜姬 潜航者pro飞机杯全自动男性用品自慰器训练器,【462】谜姬 潜航者pro飞机杯全自动男性用品自慰器训练器,1001015695,888.0,,0,6974408086932,,470,101,,194.0,,268
463,男用玩具,【463】[自动伸缩炮机]上来，自己动！谜姬 全自动伸缩炮机飞机杯,【463】[自动伸缩炮机]上来，自己动！谜姬 全自动伸缩炮机飞机杯,1001015762,1588.0,,0,796825726,,471,175,,430.0,,452
464,男用玩具,【464】[旋转吞吐+场景发音+冲刺爆发按键]雷霆 狂暴旋涡飞机杯,【464】[旋转吞吐+场景发音+冲刺爆发按键]雷霆 狂暴旋涡飞机杯,1001015764,1988.0,,0,6920995495589,,472,254,,549.0,,650
465,男用玩具,【465】《男用炮机》智能电动飞机杯男用全自动伸缩炮机免提男生自慰器私处名器,【465】《男用炮机》智能电动飞机杯男用全自动伸缩炮机免提男生自慰器私处名器,1001015765,1988.0,,0,149746821,,473,185,,536.0,,477
466,男用玩具,【466】[Exclusiveangel]理想飞机杯（LXFJB2022）1个/盒,【466】[Exclusiveangel]理想飞机杯（LXFJB2022）1个/盒,1001015892,178.0,,0,6972731071199,,175,18,,35.0,,60
467,男用玩具,【467】leten雷霆暴风优皇《伸缩炮神》飞机杯电动男用发声抽插加温性自慰器,【467】leten雷霆暴风优皇《伸缩炮神》飞机杯电动男用发声抽插加温性自慰器,1001015773,1888.0,,0,6920995495572,,474,202,,629.0,,521
468,润滑液,【468】[水溶性润滑]独爱润滑剂60ml の润滑油润滑剂,【468】[水溶性润滑]独爱润滑剂60ml の润滑油润滑剂,1001015893,17.0,0.0,10,6971341300569,,235,1,59.0,24.0,,18
469,润滑液,【469】杜蕾斯玻尿酸润滑液100ml人体润滑油私处油,【469】杜蕾斯玻尿酸润滑液100ml人体润滑油私处油,1001015777,588.0,,0,5011417571781,,475,65,,184.0,,177
470,男用玩具,【470】[加温棒]DMM USB加热棒加温棒防水飞机杯名器男女成人情趣用品,【470】[加温棒]DMM USB加热棒加温棒防水飞机杯名器男女成人情趣用品,1001015778,128.0,,0,385594750,,476,13,,,,48
471,男用玩具,【471】USB加温棒飞机杯硅胶娃娃配件(单拍不发),【471】USB加温棒飞机杯硅胶娃娃配件(单拍不发),1001015779,38.0,0.0,5,375221284,,297,4,20.0,19.0,,26
472,男用玩具,【472】[可捏+可插]仿真咪咪球用具成人男用飞机杯,【472】[可捏+可插]仿真咪咪球用具成人男用飞机杯,1001015784,118.0,0.0,1,729854717,,176,7,29.0,26.0,,33
473,男用玩具,【473】《口交名器》仿真阴倒模充气实体娃娃飞机杯小名器倒膜男用器具自慰器,【473】《口交名器》仿真阴倒模充气实体娃娃飞机杯小名器倒膜男用器具自慰器,1001015787,68.0,0.0,1,531426126,,177,5,45.0,24.0,,28
474,男用玩具,【474】谜姬《小巧美臀》阴臀倒模男用自慰器飞机杯娃娃成人情趣用品软胶,【474】谜姬《小巧美臀》阴臀倒模男用自慰器飞机杯娃娃成人情趣用品软胶,1001015788,158.0,0.0,1,603243675,,178,18,70.0,57.0,,61
475,男用玩具,【475】谜姬《粉嫩名器》倒模飞机杯情趣用品男用自慰器男性情趣用品,【475】谜姬《粉嫩名器》倒模飞机杯情趣用品男用自慰器男性情趣用品,1001015789,248.0,,0,639390244,,477,26,,78.0,,81
476,男用玩具,【476】[手握玉体]小巧型倒模，满足幻想方便收藏谜姬 天海莉半身阴臀倒模,【476】[手握玉体]小巧型倒模，满足幻想方便收藏谜姬 天海莉半身阴臀倒模,1001015790,278.0,0.0,0,399177970,,331,33,,108.0,,99
477,男用玩具,【477】[可插入酥胸]男人幻想的G奶，谜姬 软心胸部倒模,【477】[可插入酥胸]男人幻想的G奶，谜姬 软心胸部倒模,1001015791,488.0,0.0,1,794669094,,340,54,169.0,165.0,,151
478,男用玩具,【478】[托乳女神+智能发音]真人倒模恋奶发音智能款,【478】[托乳女神+智能发音]真人倒模恋奶发音智能款,1001015792,1588.0,,0,117634945,,478,174,,,,450
479,男用玩具,"【479】[有腰有臀]仿真酮体，丰满女学生的纤酮,倒模","【479】[有腰有臀]仿真酮体，丰满女学生的纤酮,倒模",1001015793,598.0,,0,415642178,,479,66,,216.0,,180
480,男用玩具,【480】[粉嫩私处+小女体验]谜姬 樱空花半身倒模,【480】[粉嫩私处+小女体验]谜姬 樱空花半身倒模,1001015794,1088.0,,0,148416046,,480,109,,343.0,,287
