月份,项目店,区域,经营模式,有无预算,科目,本月计划,本月完成,备注
6月,生态园,河北子公司,非学校自营,有预算,各项摊提,0,0,
6月,生态园,河北子公司,非学校自营,有预算,上交总部管理费,30,0,
6月,生态园,河北子公司,非学校自营,有预算,计提税金及附加,90,0,
6月,生态园,河北子公司,非学校自营,有预算,营业外收支,0,0,
6月,生态园,河北子公司,非学校自营,有预算,自营业务利润,1365,0,
6月,生态园,河北子公司,非学校自营,有预算,外包业务利润,0,0,
6月,生态园,河北子公司,非学校自营,有预算,项目部经营利润,1365,0,
6月,生态园,河北子公司,非学校自营,有预算,区域管理费用,0,0,
6月,生态园,河北子公司,非学校自营,有预算,运行费用,0,0,
6月,生态园,河北子公司,非学校自营,有预算,两节费用,0,0,
6月,生态园,河北子公司,非学校自营,有预算,公关费,0,0,
6月,生态园,河北子公司,非学校自营,有预算,项目店净利润,1365,0,
6月,生态园,河北子公司,非学校自营,有预算,项目合作分红,0,0,
6月,生态园,河北子公司,非学校自营,有预算,项目店可分配利润,1365,0,
6月,白音华煤业,河北子公司,托管,有预算,综合收入,209138,209138,
6月,白音华煤业,河北子公司,托管,有预算,综合成本,133400,118551,
6月,白音华煤业,河北子公司,托管,有预算,综合毛利,75738,90587,
6月,白音华煤业,河北子公司,托管,有预算,劳务收入,209138,209138,合同41人，现编制33人，人员工资，保险，管理费，培训费，住宿费，交通费，工服费，税费，其他相关费用
6月,白音华煤业,河北子公司,托管,有预算,劳务成本,133400,118551,33人工资118551元，缺勤扣款16349元
6月,白音华煤业,河北子公司,托管,有预算,劳务毛利,75738,90587,
6月,白音华煤业,河北子公司,托管,有预算,餐饮收入,0,0,
6月,白音华煤业,河北子公司,托管,有预算,餐饮成本,0,0,
6月,白音华煤业,河北子公司,托管,有预算,餐饮毛利,0,0,
6月,白音华煤业,河北子公司,托管,有预算,销售收入,0,0,
6月,白音华煤业,河北子公司,托管,有预算,销售成本,0,0,
6月,白音华煤业,河北子公司,托管,有预算,销售毛利,0,0,
6月,白音华煤业,河北子公司,托管,有预算,外包档口收入,0,0,
6月,白音华煤业,河北子公司,托管,有预算,外包档口成本,0,0,
6月,白音华煤业,河北子公司,托管,有预算,外包档口毛利,0,0,
6月,白音华煤业,河北子公司,托管,有预算,其他收入,0,0,
6月,白音华煤业,河北子公司,托管,有预算,其他成本,0,0,
6月,白音华煤业,河北子公司,托管,有预算,其他毛利,0,0,
6月,白音华煤业,河北子公司,托管,有预算,人事费用,18342,19620,
6月,白音华煤业,河北子公司,托管,有预算,工资,0,0,
6月,白音华煤业,河北子公司,托管,有预算,监管工资,1200,900,监管1人
6月,白音华煤业,河北子公司,托管,有预算,绩效考核奖,1300,2880,绩效2人
6月,白音华煤业,河北子公司,托管,有预算,公司承担外包费,0,0,
6月,白音华煤业,河北子公司,托管,有预算,公司缴纳五险,15042,15040,13人缴纳社保
6月,白音华煤业,河北子公司,托管,有预算,外包五险,0,0,
6月,白音华煤业,河北子公司,托管,有预算,商业保险费,0,0,
6月,白音华煤业,河北子公司,托管,有预算,外包管理费,0,0,
6月,白音华煤业,河北子公司,托管,有预算,福利费,0,0,
6月,白音华煤业,河北子公司,托管,有预算,员工宿舍费,800,800,白音华员工宿舍房租800元
6月,白音华煤业,河北子公司,托管,有预算,能源费用,0,0,
6月,白音华煤业,河北子公司,托管,有预算,水费,0,0,
6月,白音华煤业,河北子公司,托管,有预算,电费,0,0,
6月,白音华煤业,河北子公司,托管,有预算,燃气费,0,0,
6月,白音华煤业,河北子公司,托管,有预算,暖气费,0,0,
6月,白音华煤业,河北子公司,托管,有预算,运营费用,2450,1976,
6月,白音华煤业,河北子公司,托管,有预算,办公费,150,41,邮寄费用41元
6月,白音华煤业,河北子公司,托管,有预算,差旅费,800,435,孙永顺差旅费435元
6月,白音华煤业,河北子公司,托管,有预算,汽车费用,1500,1500,6月份接送员工上早班车辆费用1500元
6月,白音华煤业,河北子公司,托管,有预算,营销费用,0,0,
6月,白音华煤业,河北子公司,托管,有预算,低值物料,0,0,
6月,白音华煤业,河北子公司,托管,有预算,目视化费用,0,0,
6月,白音华煤业,河北子公司,托管,有预算,修理费,0,0,
6月,白音华煤业,河北子公司,托管,有预算,招待费,0,0,
6月,白音华煤业,河北子公司,托管,有预算,运输费用,0,0,
6月,白音华煤业,河北子公司,托管,有预算,其他,0,0,
6月,白音华煤业,河北子公司,托管,有预算,固定费用,21088,21088,
6月,白音华煤业,河北子公司,托管,有预算,租金,0,0,
6月,白音华煤业,河北子公司,托管,有预算,管理费,0,0,
6月,白音华煤业,河北子公司,托管,有预算,市场开发费,2182,2182,"白音华中标服务费摊销2,182.31元（2022.10--2024.8）"
6月,白音华煤业,河北子公司,托管,有预算,折旧,0,0,
6月,白音华煤业,河北子公司,托管,有预算,各项摊提,418,418,白音华开办费摊销2022年9月1日-2024年8月31日417.79元
6月,白音华煤业,河北子公司,托管,有预算,上交总部管理费,5228,5228,根据比例计提总部管理费
6月,白音华煤业,河北子公司,托管,有预算,计提税金及附加,13259,13259,根据比例计提总部税金
6月,白音华煤业,河北子公司,托管,有预算,营业外收支,0,40,考勤违纪40
6月,白音华煤业,河北子公司,托管,有预算,自营业务利润,33858,47944,.
6月,白音华煤业,河北子公司,托管,有预算,外包业务利润,0,0,
6月,白音华煤业,河北子公司,托管,有预算,项目部经营利润,33858,47944,
6月,白音华煤业,河北子公司,托管,有预算,区域管理费用,0,0,
6月,白音华煤业,河北子公司,托管,有预算,运行费用,0,0,
6月,白音华煤业,河北子公司,托管,有预算,两节费用,0,0,
6月,白音华煤业,河北子公司,托管,有预算,公关费,0,0,
6月,白音华煤业,河北子公司,托管,有预算,项目店净利润,33858,47944,
6月,白音华煤业,河北子公司,托管,有预算,项目合作分红,0,0,
6月,白音华煤业,河北子公司,托管,有预算,项目店可分配利润,33858,47944,
6月,京能电厂,河北子公司,托管,有预算,综合收入,523750,455821,
6月,京能电厂,河北子公司,托管,有预算,综合成本,405540,336463,
6月,京能电厂,河北子公司,托管,有预算,综合毛利,118210,119358,
6月,京能电厂,河北子公司,托管,有预算,劳务收入,369750,370150,本月实际劳务收入为369750元（管理费8000元，人员工资359750元，设备折旧2000元，），6月点餐费400.15元。
6月,京能电厂,河北子公司,托管,有预算,劳务成本,289740,283273,60人工资283273元
6月,京能电厂,河北子公司,托管,有预算,劳务毛利,80010,86877,
6月,京能电厂,河北子公司,托管,有预算,餐饮收入,24000,12650,检修队撤离，导致收入减少。
6月,京能电厂,河北子公司,托管,有预算,餐饮成本,14400,(1293),本月要求项目进行食材盘点，倒挤出库食材成本7207.14元，其中员工餐补食材固定8500元，倒挤大餐成本-1292.88元，出现这种情况的原因为以前项目食材未盘点过，进货食材全部出成本，据项目反映，上月末食材大概剩余6000多。
6月,京能电厂,河北子公司,托管,有预算,餐饮毛利,9600,13943,
6月,京能电厂,河北子公司,托管,有预算,销售收入,130000,73021,本月销售收入较预算减少，原因为检修人员撤离。
6月,京能电厂,河北子公司,托管,有预算,销售成本,101400,54483,
6月,京能电厂,河北子公司,托管,有预算,销售毛利,28600,18538,项目超市进货单价和供应商沟通后降低了一些，新增了一些毛利率高的产品
6月,京能电厂,河北子公司,托管,有预算,外包档口收入,0,0,
6月,京能电厂,河北子公司,托管,有预算,外包档口成本,0,0,
6月,京能电厂,河北子公司,托管,有预算,外包档口毛利,0,0,
6月,京能电厂,河北子公司,托管,有预算,其他收入,0,0,
6月,京能电厂,河北子公司,托管,有预算,其他成本,0,0,
6月,京能电厂,河北子公司,托管,有预算,其他毛利,0,0,
6月,京能电厂,河北子公司,托管,有预算,人事费用,21955,26168,
6月,京能电厂,河北子公司,托管,有预算,工资,0,0,
6月,京能电厂,河北子公司,托管,有预算,监管工资,1200,900,1人监管
6月,京能电厂,河北子公司,托管,有预算,绩效考核奖,2000,1251,1人绩效
6月,京能电厂,河北子公司,托管,有预算,公司承担外包费,0,0,
6月,京能电厂,河北子公司,托管,有预算,公司缴纳五险,10255,9095,7人缴纳社保
6月,京能电厂,河北子公司,托管,有预算,外包五险,0,0,
6月,京能电厂,河北子公司,托管,有预算,商业保险费,0,0,
6月,京能电厂,河北子公司,托管,有预算,外包管理费,0,0,
6月,京能电厂,河北子公司,托管,有预算,福利费,8500,14921,要求备齐急救药箱药品302元、京能电厂全员聚餐买羊2999.43元、京能电厂6月伙补8500元；工服3120元
6月,京能电厂,河北子公司,托管,有预算,员工宿舍费,0,0,
6月,京能电厂,河北子公司,托管,有预算,能源费用,0,0,
6月,京能电厂,河北子公司,托管,有预算,水费,0,0,
6月,京能电厂,河北子公司,托管,有预算,电费,0,0,
6月,京能电厂,河北子公司,托管,有预算,燃气费,0,0,
6月,京能电厂,河北子公司,托管,有预算,暖气费,0,0,
6月,京能电厂,河北子公司,托管,有预算,运营费用,3300,13467,
6月,京能电厂,河北子公司,托管,有预算,办公费,200,0,
6月,京能电厂,河北子公司,托管,有预算,差旅费,1000,633,钱静差旅费633元
6月,京能电厂,河北子公司,托管,有预算,汽车费用,1000,0,
6月,京能电厂,河北子公司,托管,有预算,营销费用,0,0,
6月,京能电厂,河北子公司,托管,有预算,低值物料,700,110,购买安全带110元
6月,京能电厂,河北子公司,托管,有预算,目视化费用,0,0,
6月,京能电厂,河北子公司,托管,有预算,修理费,400,0,
6月,京能电厂,河北子公司,托管,有预算,招待费,0,12338,"范冬飞报销购买茶叶6200元
本月项目领用475ml汾酒二十年（42度）6盒，馆藏汾酒（55度）2瓶，中华双中支10盒6138元用于招待，"
6月,京能电厂,河北子公司,托管,有预算,运输费用,0,0,
6月,京能电厂,河北子公司,托管,有预算,其他,0,386,"5月伯乐奖200元
二维码手续费186.23元"
6月,京能电厂,河北子公司,托管,有预算,固定费用,48660,42887,
6月,京能电厂,河北子公司,托管,有预算,租金,2500,2583,"京能电厂（二楼前厅库房超市）2,583.33元"
6月,京能电厂,河北子公司,托管,有预算,管理费,0,0,
6月,京能电厂,河北子公司,托管,有预算,市场开发费,0,0,
6月,京能电厂,河北子公司,托管,有预算,折旧,2421,2421,"2024年6月固定资产折旧2,421.20元"
6月,京能电厂,河北子公司,托管,有预算,各项摊提,2583,449,京能电厂开办费分摊2022年9月1日-2025年8月31日448.84元
6月,京能电厂,河北子公司,托管,有预算,上交总部管理费,13094,11396,计提总部管理费
6月,京能电厂,河北子公司,托管,有预算,计提税金及附加,28062,26038,计提税金
6月,京能电厂,河北子公司,托管,有预算,营业外收支,0,6470,罚款及考勤违纪1670元，包含甲方5000奖励、200元罚款
6月,京能电厂,河北子公司,托管,有预算,自营业务利润,44295,43306,
6月,京能电厂,河北子公司,托管,有预算,外包业务利润,0,0,
6月,京能电厂,河北子公司,托管,有预算,项目部经营利润,44295,43306,
6月,京能电厂,河北子公司,托管,有预算,区域管理费用,0,0,
6月,京能电厂,河北子公司,托管,有预算,运行费用,0,0,
6月,京能电厂,河北子公司,托管,有预算,两节费用,0,0,
6月,京能电厂,河北子公司,托管,有预算,公关费,0,0,
6月,京能电厂,河北子公司,托管,有预算,项目店净利润,44295,43306,
6月,京能电厂,河北子公司,托管,有预算,项目合作分红,0,0,
6月,京能电厂,河北子公司,托管,有预算,项目店可分配利润,44295,43306,
6月,山东聊城,河北子公司,托管自营,有预算,综合收入,1171532,259603,
6月,山东聊城,河北子公司,托管自营,有预算,综合成本,1041793,220291,
6月,山东聊城,河北子公司,托管自营,有预算,综合毛利,129738,39313,
6月,山东聊城,河北子公司,托管自营,有预算,劳务收入,141662,141662,合同金额为5099816.88元/三年（含税），劳务费按月进行费用结算，141661.58元/月
6月,山东聊城,河北子公司,托管自营,有预算,劳务成本,116300,109316,6月：31人，缺勤扣款1734元
6月,山东聊城,河北子公司,托管自营,有预算,劳务毛利,25362,32346,
6月,山东聊城,河北子公司,托管自营,有预算,餐饮收入,129870,117942,山东聊城本月收入为117941.83元。包含刷卡收入75230.93元、运行餐及客饭42710.9元。
6月,山东聊城,河北子公司,托管自营,有预算,餐饮成本,106493,110975,
6月,山东聊城,河北子公司,托管自营,有预算,餐饮毛利,23377,6967,甲方管控价格，不允许更换供应商不能提点，百优鲜食材进价高且不稳定。
6月,山东聊城,河北子公司,托管自营,有预算,销售收入,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,销售成本,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,销售毛利,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,外包档口收入,900000,0,
6月,山东聊城,河北子公司,托管自营,有预算,外包档口成本,819000,0,
6月,山东聊城,河北子公司,托管自营,有预算,外包档口毛利,81000,0,
6月,山东聊城,河北子公司,托管自营,有预算,其他收入,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,其他成本,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,其他毛利,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,人事费用,4729,3155,
6月,山东聊城,河北子公司,托管自营,有预算,工资,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,监管工资,750,0,
6月,山东聊城,河北子公司,托管自营,有预算,绩效考核奖,1850,961,5月：2人
6月,山东聊城,河北子公司,托管自营,有预算,公司承担外包费,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,公司缴纳五险,2129,2194,6月公司缴纳保险：2人
6月,山东聊城,河北子公司,托管自营,有预算,外包五险,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,商业保险费,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,外包管理费,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,福利费,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,员工宿舍费,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,能源费用,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,水费,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,电费,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,燃气费,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,暖气费,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,运营费用,7500,3444,
6月,山东聊城,河北子公司,托管自营,有预算,办公费,200,0,
6月,山东聊城,河北子公司,托管自营,有预算,差旅费,300,791,"王洪林日常汽油费321元
郝梁处理闭店事宜产生差旅费470元"
6月,山东聊城,河北子公司,托管自营,有预算,汽车费用,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,营销费用,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,低值物料,6500,2465,"购买洗洁精、垃圾袋、抽纸等985元
购买抽纸、洗洁精等920元
购买保温桶4个花费560元"
6月,山东聊城,河北子公司,托管自营,有预算,目视化费用,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,修理费,500,160,更换一楼洗手台冷热水龙头160元
6月,山东聊城,河北子公司,托管自营,有预算,招待费,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,运输费用,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,其他,0,28,二维码收入手续费27.70元
6月,山东聊城,河北子公司,托管自营,有预算,固定费用,71337,52749,
6月,山东聊城,河北子公司,托管自营,有预算,租金,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,管理费,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,市场开发费,1417,26916,"山东聊城中标服务费摊销26,915.63元（2023年1月-2025年12月）由于撤店，一次性全部进入6月费用"
6月,山东聊城,河北子公司,托管自营,有预算,折旧,417,417,2024年6月固定资产折旧416.94元
6月,山东聊城,河北子公司,托管自营,有预算,各项摊提,337,6407,"山东聊城开办费摊销2023年1月1日起至2025年12月31日，由于撤店，一次性全部进入6月费用6,407.17元"
6月,山东聊城,河北子公司,托管自营,有预算,上交总部管理费,29288,6490,根据比例计提总部管理费
6月,山东聊城,河北子公司,托管自营,有预算,计提税金及附加,39877,12520,根据比例计提总部税金
6月,山东聊城,河北子公司,托管自营,有预算,营业外收支,0,(12628),百优鲜1月货款剩余返点金额未返还12627.78元（关于聊城项目与供货商百优鲜签订供货合同食材返点说明，我公司于2023年1月1日入场，经与甲方对接沟通需与当地甲方指定供货商合作供货，与供货商沟通除超市兑卡返点后，为增加餐厅收入所供餐厅食材同时给我公司返9%个点利润并以现金形式次月返回，合同签订合约是我公司只能与百优鲜单独合作，并且每年不低于800万供货(超市换卡加餐厅食材)才能给我公司返食材供货9%利润，后经营三个月甲方要求多家供货降低成本，我公司又签订其他供货商兑卡及餐厅食材，由于甲方参与管理比较多，百优截止目前账上共欠12627.78元未能返还，经多次与百优鲜领导沟通没有结果，特殊原因于24年7月1日撤店，特此申请）
6月,山东聊城,河北子公司,托管自营,有预算,自营业务利润,(34828),(32664),
6月,山东聊城,河北子公司,托管自营,有预算,外包业务利润,81000,0,
6月,山东聊城,河北子公司,托管自营,有预算,项目部经营利润,46172,(32664),
6月,山东聊城,河北子公司,托管自营,有预算,区域管理费用,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,运行费用,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,两节费用,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,公关费,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,项目店净利润,46172,(32664),
6月,山东聊城,河北子公司,托管自营,有预算,项目合作分红,0,0,
6月,山东聊城,河北子公司,托管自营,有预算,项目店可分配利润,46172,(32664),
6月,肃宁朔黄物业,河北子公司,托管,有预算,综合收入,49788,55923,
6月,肃宁朔黄物业,河北子公司,托管,有预算,综合成本,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,综合毛利,49788,55923,
6月,肃宁朔黄物业,河北子公司,托管,有预算,劳务收入,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,劳务成本,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,劳务毛利,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,餐饮收入,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,餐饮成本,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,餐饮毛利,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,销售收入,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,销售成本,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,销售毛利,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,外包档口收入,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,外包档口成本,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,外包档口毛利,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,其他收入,49788,55923,调整4月分成收入10355.27元，调整5月分成收入7784.06元，6月按5月预估分成收入37784.06元，合计55923.39元
6月,肃宁朔黄物业,河北子公司,托管,有预算,其他成本,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,其他毛利,49788,55923,
6月,肃宁朔黄物业,河北子公司,托管,有预算,人事费用,1200,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,工资,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,监管工资,1200,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,绩效考核奖,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,公司承担外包费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,公司缴纳五险,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,外包五险,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,商业保险费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,外包管理费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,福利费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,员工宿舍费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,能源费用,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,水费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,电费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,燃气费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,暖气费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,运营费用,1000,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,办公费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,差旅费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,汽车费用,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,营销费用,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,低值物料,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,目视化费用,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,修理费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,招待费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,运输费用,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,其他,1000,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,固定费用,4401,4944,
6月,肃宁朔黄物业,河北子公司,托管,有预算,租金,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,管理费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,市场开发费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,折旧,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,各项摊提,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,上交总部管理费,1245,1398,根据比例计提总部管理费
6月,肃宁朔黄物业,河北子公司,托管,有预算,计提税金及附加,3157,3546,根据比例计提总部税金
6月,肃宁朔黄物业,河北子公司,托管,有预算,营业外收支,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,自营业务利润,43187,50980,
6月,肃宁朔黄物业,河北子公司,托管,有预算,外包业务利润,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,项目部经营利润,43187,50980,
6月,肃宁朔黄物业,河北子公司,托管,有预算,区域管理费用,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,运行费用,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,两节费用,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,公关费,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,项目店净利润,43187,50980,
6月,肃宁朔黄物业,河北子公司,托管,有预算,项目合作分红,0,0,
6月,肃宁朔黄物业,河北子公司,托管,有预算,项目店可分配利润,43187,50980,
6月,神榆项目神木北站,河北子公司,托管,有预算,综合收入,1464814,1196973,
6月,神榆项目神木北站,河北子公司,托管,有预算,综合成本,760780,765991,
6月,神榆项目神木北站,河北子公司,托管,有预算,综合毛利,704034,430982,
6月,神榆项目神木北站,河北子公司,托管,有预算,劳务收入,1464814,1162681,物业管理服务，人数195人，按扣减1.5%管理费后净额入收入
6月,神榆项目神木北站,河北子公司,托管,有预算,劳务成本,760780,734443,188人工资
6月,神榆项目神木北站,河北子公司,托管,有预算,劳务毛利,704034,428239,
6月,神榆项目神木北站,河北子公司,托管,有预算,餐饮收入,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,餐饮成本,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,餐饮毛利,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,销售收入,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,销售成本,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,销售毛利,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,外包档口收入,0,34292,绿化外包业务收入34291.53元
6月,神榆项目神木北站,河北子公司,托管,有预算,外包档口成本,0,31548,
6月,神榆项目神木北站,河北子公司,托管,有预算,外包档口毛利,0,2743,神木北站绿化外包收入34291.53元，绿化成本92%31548.2元，公司8%毛利率
6月,神榆项目神木北站,河北子公司,托管,有预算,其他收入,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,其他成本,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,其他毛利,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,人事费用,98530,109341,
6月,神榆项目神木北站,河北子公司,托管,有预算,工资,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,监管工资,3750,3750,2人监管
6月,神榆项目神木北站,河北子公司,托管,有预算,绩效考核奖,1700,1960,1人绩效
6月,神榆项目神木北站,河北子公司,托管,有预算,公司承担外包费,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,公司缴纳五险,63830,91383,77人社保81662.63元，90人公司承担公积金9720元（每人108元）
6月,神榆项目神木北站,河北子公司,托管,有预算,外包五险,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,商业保险费,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,外包管理费,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,福利费,29250,12248,"防暑茶192份共3840元
牙膏、牙刷、洗漱包等2550元
购买线手套、胶皮手套等6303.1元"
6月,神榆项目神木北站,河北子公司,托管,有预算,员工宿舍费,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,能源费用,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,水费,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,电费,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,燃气费,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,暖气费,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,运营费用,1450,8316,
6月,神榆项目神木北站,河北子公司,托管,有预算,办公费,450,500,缴纳网费500元
6月,神榆项目神木北站,河北子公司,托管,有预算,差旅费,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,汽车费用,1000,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,营销费用,0,2274,"甲方举办技术比武要求购买蛋糕474.95元
甲方举办技术比武购买蛋糕813.91元
甲方举办技术比武要求购买金属餐盘、果茶桶、塑料餐盘、画架等985.22元"
6月,神榆项目神木北站,河北子公司,托管,有预算,低值物料,0,1400,甲方强烈要求购买餐具10套共计1400元
6月,神榆项目神木北站,河北子公司,托管,有预算,目视化费用,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,修理费,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,招待费,0,2742,郭东胜餐费招待2742元
6月,神榆项目神木北站,河北子公司,托管,有预算,运输费用,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,其他,0,1400,5月伯乐奖1400元
6月,神榆项目神木北站,河北子公司,托管,有预算,固定费用,136939,114262,
6月,神榆项目神木北站,河北子公司,托管,有预算,租金,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,管理费,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,市场开发费,7166,8166,"神榆项目神木北站中标服务费摊销6,081.81元（2023.10-2026.3）
神榆项目神木北站履约保证金担保费摊销（2023.05-2026.3），每月分摊1084.67元
神木北站标书制作1000元"
6月,神榆项目神木北站,河北子公司,托管,有预算,折旧,283,283,2024年6月固定资产折旧282.77元
6月,神榆项目神木北站,河北子公司,托管,有预算,各项摊提,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,上交总部管理费,36620,29924,根据比例计提总部管理费
6月,神榆项目神木北站,河北子公司,托管,有预算,计提税金及附加,92869,75888,根据比例计提总部税金
6月,神榆项目神木北站,河北子公司,托管,有预算,营业外收支,0,(5000),甲方罚款5000元
6月,神榆项目神木北站,河北子公司,托管,有预算,自营业务利润,467115,191320,
6月,神榆项目神木北站,河北子公司,托管,有预算,外包业务利润,0,2743,
6月,神榆项目神木北站,河北子公司,托管,有预算,项目部经营利润,467115,194064,
6月,神榆项目神木北站,河北子公司,托管,有预算,区域管理费用,8000,8000,
6月,神榆项目神木北站,河北子公司,托管,有预算,运行费用,8000,8000,
6月,神榆项目神木北站,河北子公司,托管,有预算,两节费用,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,公关费,0,0,
6月,神榆项目神木北站,河北子公司,托管,有预算,项目店净利润,459115,186064,
