序号,一级类,二级类,名字,地区,最高价,平均价,最低价,发布日期
930,水产,贝壳类,鲍鱼,,12.0,11.0,10.0,2024-06-26 00:00:00
931,水产,贝壳类,鲍鱼,,8.0,7.0,6.0,2024-06-26 00:00:00
932,水产,贝壳类,鲍鱼,,4.0,3.5,3.0,2024-06-26 00:00:00
933,水产,贝壳类,扇贝,,50.0,47.5,45.0,2024-06-26 00:00:00
934,水产,贝壳类,扇贝,,43.0,42.5,42.0,2024-06-26 00:00:00
935,水产,贝壳类,扇贝,,42.0,41.0,40.0,2024-06-26 00:00:00
936,水产,贝壳类,小红扇贝,,10.0,9.5,9.0,2024-06-26 00:00:00
937,水产,贝壳类,象拔蚌,,85.0,82.5,80.0,2024-06-26 00:00:00
938,水产,贝壳类,角螺,,38.0,36.5,35.0,2024-06-26 00:00:00
939,水产,贝壳类,赤贝,,18.0,16.5,15.0,2024-06-26 00:00:00
940,水产,贝壳类,花螺,,45.0,33.5,22.0,2024-06-26 00:00:00
941,水产,贝壳类,钉螺,,10.0,9.5,9.0,2024-06-26 00:00:00
942,水产,贝壳类,海螺,,19.0,18.0,17.0,2024-06-26 00:00:00
943,水产,贝壳类,海螺,,25.0,23.5,22.0,2024-06-26 00:00:00
944,水产,贝壳类,海螺,,45.0,39.0,33.0,2024-06-26 00:00:00
945,水产,贝壳类,竹蛏子,,15.0,12.5,10.0,2024-06-26 00:00:00
946,水产,贝壳类,蛏子,,20.0,19.0,18.0,2024-06-26 00:00:00
947,水产,贝壳类,带子,,18.0,17.0,16.0,2024-06-26 00:00:00
948,水产,贝壳类,生蚝,,8.0,7.5,7.0,2024-06-26 00:00:00
949,水产,贝壳类,生蚝,,9.0,8.5,8.0,2024-06-26 00:00:00
950,水产,贝壳类,黄蚬子,,32.0,22.5,13.0,2024-06-26 00:00:00
951,水产,贝壳类,文蛤,,12.0,11.0,10.0,2024-06-26 00:00:00
952,水产,贝壳类,白蛤,,7.0,6.5,6.0,2024-06-26 00:00:00
953,水产,贝壳类,青蛤,,15.0,13.5,12.0,2024-06-26 00:00:00
954,水产,贝壳类,花蛤,,5.0,4.5,4.0,2024-06-26 00:00:00
955,水产,贝壳类,毛钳,,8.0,7.0,6.0,2024-06-26 00:00:00
956,水产,贝壳类,田螺,,4.0,3.5,3.0,2024-06-26 00:00:00
957,水产,贝壳类,猫眼螺,,32.0,26.0,20.0,2024-06-26 00:00:00
958,水产,其他类,甲鱼,,50.0,42.5,35.0,2024-06-26 00:00:00
959,水产,其他类,甲鱼,,30.0,25.0,20.0,2024-06-26 00:00:00
960,水产,其他类,蚕蛹,,42.0,41.0,40.0,2024-06-26 00:00:00
961,水产,其他类,牛蛙,,11.0,10.5,10.0,2024-06-26 00:00:00
962,水产,其他类,海蜇头,,12.0,11.0,10.0,2024-06-26 00:00:00
963,水产,其他类,海蜇皮,,15.0,13.5,12.0,2024-06-26 00:00:00
964,水产,其他类,海蜇丝,,8.5,7.75,7.0,2024-06-26 00:00:00
965,水果,其他类,菠萝,,3.0,2.5,2.0,2024-06-25 00:00:00
966,水果,其他类,凤梨,国产,5.0,3.9,2.8,2024-06-25 00:00:00
967,水果,其他类,圣女果,,5.5,4.6,3.7,2024-06-25 00:00:00
968,水果,其他类,百香果,,12.0,11.0,10.0,2024-06-25 00:00:00
969,水果,其他类,人参果,,6.5,6.0,5.5,2024-06-25 00:00:00
970,水果,其他类,杨梅,,18.0,13.5,9.0,2024-06-25 00:00:00
971,水果,其他类,蓝莓,,45.0,35.0,25.0,2024-06-25 00:00:00
972,水果,其他类,火龙果,,11.0,9.0,7.0,2024-06-25 00:00:00
973,水果,其他类,火龙果,,7.3,6.3,5.3,2024-06-25 00:00:00
974,水果,其他类,木瓜,,5.0,4.6,4.2,2024-06-25 00:00:00
975,水果,其他类,桑葚,,8.0,7.0,6.0,2024-06-25 00:00:00
976,水果,其他类,桑葚,,9.0,7.5,6.0,2024-06-25 00:00:00
977,水果,其他类,柠檬,,4.0,3.5,3.0,2024-06-25 00:00:00
978,水果,其他类,姑娘果（灯笼果）,,20.0,15.0,10.0,2024-06-25 00:00:00
979,水果,梨类,鸭梨,,1.9,1.75,1.6,2024-06-25 00:00:00
980,水果,梨类,雪花梨,,1.85,1.73,1.6,2024-06-25 00:00:00
981,水果,梨类,皇冠梨,,2.7,2.55,2.4,2024-06-25 00:00:00
982,水果,梨类,丰水梨,,3.1,2.95,2.8,2024-06-25 00:00:00
983,水果,梨类,酥梨,,2.1,2.0,1.9,2024-06-25 00:00:00
984,水果,梨类,库尔勒香梨,,5.9,4.7,3.5,2024-06-25 00:00:00
985,水果,梨类,红香酥梨,,2.6,2.55,2.5,2024-06-25 00:00:00
986,水果,梨类,秋月梨,,4.0,3.8,3.6,2024-06-25 00:00:00
987,水果,柑橘类,丑橘,,4.3,3.65,3.0,2024-06-25 00:00:00
988,水果,柑橘类,沃柑,,5.5,5.25,5.0,2024-06-25 00:00:00
989,水果,柑橘类,伦晚脐橙,,3.2,2.85,2.5,2024-06-25 00:00:00
990,水果,柑橘类,夏橙,,3.2,2.85,2.5,2024-06-25 00:00:00
991,水果,桃李杏类,油桃,,6.0,3.9,1.8,2024-06-25 00:00:00
992,水果,桃李杏类,蟠桃,,6.0,4.75,3.5,2024-06-25 00:00:00
993,水果,桃李杏类,水蜜桃,,13.0,10.5,8.0,2024-06-25 00:00:00
994,水果,桃李杏类,春雪,,12.0,9.5,7.0,2024-06-25 00:00:00
995,水果,桃李杏类,黄油桃,,8.0,6.0,4.0,2024-06-25 00:00:00
996,水果,桃李杏类,黄毛桃,,10.0,9.0,8.0,2024-06-25 00:00:00
997,水果,桃李杏类,突围,,4.5,3.5,2.5,2024-06-25 00:00:00
998,水果,桃李杏类,黄油蟠,,10.0,9.5,9.0,2024-06-25 00:00:00
999,水果,桃李杏类,猕猴桃,,7.0,6.75,6.5,2024-06-25 00:00:00
1000,水果,桃李杏类,李子,,6.0,3.75,1.5,2024-06-25 00:00:00
1001,水果,桃李杏类,小白杏,,3.0,2.25,1.5,2024-06-25 00:00:00
1002,水果,桃李杏类,串红杏,,4.0,2.75,1.5,2024-06-25 00:00:00
1003,水果,桃李杏类,杏梅,,5.0,4.0,3.0,2024-06-25 00:00:00
1004,水果,西瓜类,无籽小号-大号,,1.0,0.9,0.8,2024-06-25 00:00:00
1005,水果,西瓜类,麒麟,,2.0,1.75,1.5,2024-06-25 00:00:00
1006,水果,西瓜类,特小凤,,2.3,2.15,2.0,2024-06-25 00:00:00
1007,水果,西瓜类,L600吊秧瓜,,1.8,1.65,1.5,2024-06-25 00:00:00
1008,水果,西瓜类,甜王,,0.9,0.73,0.55,2024-06-25 00:00:00
1009,水果,西瓜类,金城5号,,1.0,0.9,0.8,2024-06-25 00:00:00
1010,水果,西瓜类,蜜童,,1.8,1.55,1.3,2024-06-25 00:00:00
1011,水果,西瓜类,8424西瓜,,1.5,1.3,1.1,2024-06-25 00:00:00
1012,水果,香蕉类,国产香蕉,,3.6,3.3,3.0,2024-06-25 00:00:00
1013,水果,香蕉类,进口香蕉,,4.6,4.2,3.8,2024-06-25 00:00:00
1014,水果,香蕉类,泰国香蕉,,10.5,10.25,10.0,2024-06-25 00:00:00
1015,水果,香蕉类,苹果蕉,,5.0,4.5,4.0,2024-06-25 00:00:00
1016,水果,甜瓜类,晓蜜25号,,2.3,2.05,1.8,2024-06-25 00:00:00
1017,水果,甜瓜类,玉菇,,2.1,2.0,1.9,2024-06-25 00:00:00
1018,水果,甜瓜类,网纹,,6.0,5.5,5.0,2024-06-25 00:00:00
1019,水果,甜瓜类,景甜甜瓜,,2.4,1.95,1.5,2024-06-25 00:00:00
1020,水果,甜瓜类,白糖罐,,2.5,2.15,1.8,2024-06-25 00:00:00
1021,水果,甜瓜类,羊角蜜,,3.0,2.2,1.4,2024-06-25 00:00:00
1022,水果,甜瓜类,花蕾甜瓜,,3.0,2.75,2.5,2024-06-25 00:00:00
1023,水果,甜瓜类,脆梨,,1.8,1.75,1.7,2024-06-25 00:00:00
1024,水果,甜瓜类,绿宝甜瓜,,3.0,2.7,2.4,2024-06-25 00:00:00
1025,水果,甜瓜类,博阳,,2.8,2.0,1.2,2024-06-25 00:00:00
1026,水果,甜瓜类,红金蜜,,1.8,1.65,1.5,2024-06-25 00:00:00
1027,水果,甜瓜类,东北甜瓜,,3.5,3.25,3.0,2024-06-25 00:00:00
1028,水果,甜瓜类,久红瑞,,1.8,1.65,1.5,2024-06-25 00:00:00
1029,水果,苹果类,富士,,4.3,3.15,2.0,2024-06-25 00:00:00
1030,水果,苹果类,富士,,2.6,2.2,1.8,2024-06-25 00:00:00
1031,水果,苹果类,富士,,5.5,5.0,4.5,2024-06-25 00:00:00
1032,水果,苹果类,黄元帅,,3.6,3.05,2.5,2024-06-25 00:00:00
1033,水果,苹果类,花牛,,5.0,3.5,2.0,2024-06-25 00:00:00
1034,水果,苹果类,阿克苏,新疆,4.6,4.15,3.7,2024-06-25 00:00:00
1035,水果,苹果类,国光,,3.5,3.0,2.5,2024-06-25 00:00:00
1036,水果,葡萄类,阳光玫瑰,,28.0,20.0,12.0,2024-06-25 00:00:00
1037,水果,葡萄类,红提葡萄,,13.0,12.0,11.0,2024-06-25 00:00:00
1038,水果,葡萄类,玫瑰香,,13.0,11.0,9.0,2024-06-25 00:00:00
1039,水果,葡萄类,克伦生,,16.0,12.0,8.0,2024-06-25 00:00:00
1040,水果,葡萄类,夏黑葡萄,,13.0,11.5,10.0,2024-06-25 00:00:00
1041,水果,葡萄类,郁金香,,13.0,9.5,6.0,2024-06-25 00:00:00
1042,水果,葡萄类,美人指,,11.0,10.25,9.5,2024-06-25 00:00:00
1043,水果,葡萄类,巨峰葡萄,,9.0,7.5,6.0,2024-06-25 00:00:00
1044,水果,葡萄类,青提（维多利亚）,,8.0,6.5,5.0,2024-06-25 00:00:00
1045,水果,葡萄类,乒乓球葡萄,,12.0,10.5,9.0,2024-06-25 00:00:00
1046,水果,芒果类,台农,,6.0,5.5,5.0,2024-06-25 00:00:00
1047,水果,芒果类,台农,,6.0,5.5,5.0,2024-06-25 00:00:00
1048,水果,芒果类,青皮,,5.5,5.0,4.5,2024-06-25 00:00:00
1049,水果,芒果类,象牙芒,,6.5,6.0,5.5,2024-06-25 00:00:00
1050,水果,芒果类,贵妃芒,,7.5,7.0,6.5,2024-06-25 00:00:00
1051,水果,芒果类,澳芒,,9.0,8.0,7.0,2024-06-25 00:00:00
1052,水果,芒果类,水仙芒果,,8.5,8.0,7.5,2024-06-25 00:00:00
1053,水果,荔枝类,妃子笑,,16.0,14.5,13.0,2024-06-25 00:00:00
1054,水果,樱桃类,美早,,52.0,30.0,8.0,2024-06-25 00:00:00
1055,水果,樱桃类,南阳,,30.0,25.0,20.0,2024-06-25 00:00:00
1056,水果,樱桃类,巴托,,15.0,12.0,9.0,2024-06-25 00:00:00
1057,水果,樱桃类,金顶红,,18.0,14.0,10.0,2024-06-25 00:00:00
1058,水果,樱桃类,沙蜜托,,20.0,15.0,10.0,2024-06-25 00:00:00
1059,肉禽蛋,猪肉类,白条猪,,11.5,11.5,11.5,2024-06-25 00:00:00
1060,肉禽蛋,猪肉类,白条猪,,10.5,10.5,10.5,2024-06-25 00:00:00
1061,肉禽蛋,猪肉类,前臀尖,,11.0,11.0,11.0,2024-06-25 00:00:00
1062,肉禽蛋,猪肉类,前臀尖,,10.5,10.25,10.0,2024-06-25 00:00:00
1063,肉禽蛋,猪肉类,后臀尖,,11.0,11.0,11.0,2024-06-25 00:00:00
1064,肉禽蛋,猪肉类,后臀尖,,10.5,10.5,10.5,2024-06-25 00:00:00
1065,肉禽蛋,猪肉类,五花肉,,13.5,13.25,13.0,2024-06-25 00:00:00
1066,肉禽蛋,猪肉类,五花肉,,13.0,12.75,12.5,2024-06-25 00:00:00
1067,肉禽蛋,猪肉类,五花头,,11.5,11.25,11.0,2024-06-25 00:00:00
1068,肉禽蛋,猪肉类,纯通脊,,14.0,13.5,13.0,2024-06-25 00:00:00
1069,肉禽蛋,猪肉类,通脊,,11.5,11.25,11.0,2024-06-25 00:00:00
1070,肉禽蛋,猪肉类,小里脊,,16.0,15.5,15.0,2024-06-25 00:00:00
1071,肉禽蛋,猪肉类,梅花肉,,14.0,13.75,13.5,2024-06-25 00:00:00
1072,肉禽蛋,猪肉类,纯瘦肉,,12.5,12.25,12.0,2024-06-25 00:00:00
1073,肉禽蛋,猪肉类,护心肉,,22.0,19.5,17.0,2024-06-25 00:00:00
1074,肉禽蛋,猪肉类,前肘,,10.0,9.75,9.5,2024-06-25 00:00:00
1075,肉禽蛋,猪肉类,后肘,,8.5,8.0,7.5,2024-06-25 00:00:00
1076,肉禽蛋,猪肉类,月牙骨,,23.0,21.5,20.0,2024-06-25 00:00:00
1077,肉禽蛋,猪肉类,猪尾巴,,45.0,42.5,40.0,2024-06-25 00:00:00
1078,肉禽蛋,猪肉类,猪蹄,,19.0,18.0,17.0,2024-06-25 00:00:00
1079,肉禽蛋,猪肉类,纯排骨,,23.0,21.5,20.0,2024-06-25 00:00:00
1080,肉禽蛋,猪肉类,纯腔骨,,8.0,7.5,7.0,2024-06-25 00:00:00
1081,肉禽蛋,猪肉类,腔排骨,,15.0,14.5,14.0,2024-06-25 00:00:00
1082,肉禽蛋,猪肉类,梅花骨,,10.0,9.5,9.0,2024-06-25 00:00:00
1083,肉禽蛋,猪肉类,棒骨,,9.5,9.0,8.5,2024-06-25 00:00:00
1084,肉禽蛋,猪肉类,猪头,,10.0,9.75,9.5,2024-06-25 00:00:00
1085,肉禽蛋,猪肉类,猪口条,,14.0,13.75,13.5,2024-06-25 00:00:00
1086,肉禽蛋,猪肉类,猪耳,,24.0,23.5,23.0,2024-06-25 00:00:00
1087,肉禽蛋,猪肉类,猪脑,,22.0,21.0,20.0,2024-06-25 00:00:00
1088,肉禽蛋,猪肉类,猪肚,,20.0,19.5,19.0,2024-06-25 00:00:00
1089,肉禽蛋,猪肉类,猪板油,,6.0,5.75,5.5,2024-06-25 00:00:00
1090,肉禽蛋,猪肉类,肥膘肉,,6.0,5.25,4.5,2024-06-25 00:00:00
1091,肉禽蛋,猪肉类,猪腰子,,29.0,28.5,28.0,2024-06-25 00:00:00
1092,肉禽蛋,猪肉类,猪心,,8.5,8.25,8.0,2024-06-25 00:00:00
1093,肉禽蛋,猪肉类,猪肝,,6.0,5.75,5.5,2024-06-25 00:00:00
1094,肉禽蛋,猪肉类,猪肺,,3.0,2.75,2.5,2024-06-25 00:00:00
1095,肉禽蛋,猪肉类,猪皮,,6.0,5.25,4.5,2024-06-25 00:00:00
1096,肉禽蛋,猪肉类,猪肠头,,20.0,19.5,19.0,2024-06-25 00:00:00
1097,肉禽蛋,猪肉类,猪肠,,17.0,16.5,16.0,2024-06-25 00:00:00
1098,肉禽蛋,牛肉类,整牛,,24.0,23.25,22.5,2024-06-25 00:00:00
1099,肉禽蛋,牛肉类,牛前腱,,29.0,28.5,28.0,2024-06-25 00:00:00
1100,肉禽蛋,牛肉类,牛后腱,,28.0,28.0,28.0,2024-06-25 00:00:00
1101,肉禽蛋,牛肉类,牛前腿,,24.0,24.0,24.0,2024-06-25 00:00:00
1102,肉禽蛋,牛肉类,牛后腿,,24.0,24.0,24.0,2024-06-25 00:00:00
1103,肉禽蛋,牛肉类,牛腰窝,,27.0,26.0,25.0,2024-06-25 00:00:00
1104,肉禽蛋,牛肉类,肥牛,,33.0,29.5,26.0,2024-06-25 00:00:00
1105,肉禽蛋,牛肉类,牛柳,,30.0,30.0,30.0,2024-06-25 00:00:00
1106,肉禽蛋,牛肉类,精牛柳,,32.0,32.0,32.0,2024-06-25 00:00:00
1107,肉禽蛋,牛肉类,牛腩,,24.0,24.0,24.0,2024-06-25 00:00:00
1108,肉禽蛋,牛肉类,牛林,,24.0,24.0,24.0,2024-06-25 00:00:00
1109,肉禽蛋,牛肉类,牛金钱腱,,45.0,45.0,45.0,2024-06-25 00:00:00
1110,肉禽蛋,牛肉类,牛筋头巴脑,,22.0,21.5,21.0,2024-06-25 00:00:00
1111,肉禽蛋,牛肉类,牛宝,,18.0,17.5,17.0,2024-06-25 00:00:00
1112,肉禽蛋,牛肉类,牛鞭,,60.0,59.0,58.0,2024-06-25 00:00:00
1113,肉禽蛋,牛肉类,牛油,,5.0,5.0,5.0,2024-06-25 00:00:00
1114,肉禽蛋,牛肉类,牛心,,7.0,6.75,6.5,2024-06-25 00:00:00
1115,肉禽蛋,牛肉类,牛舌,,25.0,24.5,24.0,2024-06-25 00:00:00
1116,肉禽蛋,牛肉类,牛骨,,4.5,4.25,4.0,2024-06-25 00:00:00
1117,肉禽蛋,牛肉类,牛排骨,,25.0,25.0,25.0,2024-06-25 00:00:00
1118,肉禽蛋,牛肉类,牛蹄筋,,24.0,23.5,23.0,2024-06-25 00:00:00
1119,肉禽蛋,牛肉类,牛板筋,,28.0,27.5,27.0,2024-06-25 00:00:00
1120,肉禽蛋,牛肉类,牛心管,,35.0,32.5,30.0,2024-06-25 00:00:00
1121,肉禽蛋,牛肉类,牛肚,,20.0,18.5,17.0,2024-06-25 00:00:00
1122,肉禽蛋,牛肉类,牛腰子,,12.0,11.0,10.0,2024-06-25 00:00:00
1123,肉禽蛋,牛肉类,牛尾,,32.0,28.5,25.0,2024-06-25 00:00:00
1124,肉禽蛋,牛肉类,牛百叶,,33.0,31.5,30.0,2024-06-25 00:00:00
1125,肉禽蛋,牛肉类,牛上脑,,24.0,24.0,24.0,2024-06-25 00:00:00
1126,肉禽蛋,羊肉类,整羊,,20.0,20.0,20.0,2024-06-25 00:00:00
1127,肉禽蛋,羊肉类,去骨羊前腿,,28.0,28.0,28.0,2024-06-25 00:00:00
1128,肉禽蛋,羊肉类,去骨羊后腿,,30.0,30.0,30.0,2024-06-25 00:00:00
1129,肉禽蛋,羊肉类,羊腰窝,,27.0,26.5,26.0,2024-06-25 00:00:00
1130,肉禽蛋,羊肉类,羊肉片,,32.0,28.5,25.0,2024-06-25 00:00:00
1131,肉禽蛋,羊肉类,羊腰子,,12.0,11.5,11.0,2024-06-25 00:00:00
1132,肉禽蛋,羊肉类,羊蝎子,,10.0,10.0,10.0,2024-06-25 00:00:00
1133,肉禽蛋,羊肉类,羊蝎子,,20.0,19.5,19.0,2024-06-25 00:00:00
1134,肉禽蛋,羊肉类,羊排骨,,21.0,20.5,20.0,2024-06-25 00:00:00
1135,肉禽蛋,羊肉类,羊尾巴油,,10.0,9.25,8.5,2024-06-25 00:00:00
1136,肉禽蛋,羊肉类,羊小腿,,18.0,18.0,18.0,2024-06-25 00:00:00
1137,肉禽蛋,羊肉类,羊腱子肉,,32.0,31.5,31.0,2024-06-25 00:00:00
1138,肉禽蛋,羊肉类,羊蹄,,15.0,14.5,14.0,2024-06-25 00:00:00
1139,肉禽蛋,羊肉类,羊头,,12.0,12.0,12.0,2024-06-25 00:00:00
1140,肉禽蛋,羊肉类,羊肝,,6.0,6.0,6.0,2024-06-25 00:00:00
1141,肉禽蛋,羊肉类,羊心,,15.0,15.0,15.0,2024-06-25 00:00:00
1142,肉禽蛋,羊肉类,羊肠,,14.0,14.0,14.0,2024-06-25 00:00:00
1143,肉禽蛋,羊肉类,羊肚,,18.0,17.5,17.0,2024-06-25 00:00:00
1144,肉禽蛋,羊肉类,羊鞭,,75.0,72.5,70.0,2024-06-25 00:00:00
1145,肉禽蛋,羊肉类,羊宝,,35.0,35.0,35.0,2024-06-25 00:00:00
1146,肉禽蛋,羊肉类,羊骨头,,10.0,9.0,8.0,2024-06-25 00:00:00
1147,肉禽蛋,羊肉类,羊上脑,,31.0,30.5,30.0,2024-06-25 00:00:00
1148,肉禽蛋,羊肉类,羊腩,,24.0,23.0,22.0,2024-06-25 00:00:00
1149,肉禽蛋,羊肉类,羊里脊,,29.0,28.5,28.0,2024-06-25 00:00:00
1150,肉禽蛋,禽蛋类,淘汰鸡,,11.0,11.0,11.0,2024-06-25 00:00:00
1151,肉禽蛋,禽蛋类,淘汰鸡,,10.0,9.75,9.5,2024-06-25 00:00:00
1152,肉禽蛋,禽蛋类,仔鸡,,7.0,6.75,6.5,2024-06-25 00:00:00
1153,肉禽蛋,禽蛋类,肉鸡,,7.0,6.9,6.8,2024-06-25 00:00:00
1154,肉禽蛋,禽蛋类,鸡胸,,7.0,6.5,6.0,2024-06-25 00:00:00
1155,肉禽蛋,禽蛋类,鸡翅,,11.0,11.0,11.0,2024-06-25 00:00:00
1156,肉禽蛋,禽蛋类,鸡翅尖,,7.5,7.25,7.0,2024-06-25 00:00:00
1157,肉禽蛋,禽蛋类,鸡翅中,,20.0,20.0,20.0,2024-06-25 00:00:00
1158,肉禽蛋,禽蛋类,鸡翅根,,7.0,7.0,7.0,2024-06-25 00:00:00
1159,肉禽蛋,禽蛋类,鸡边腿,,6.5,6.25,6.0,2024-06-25 00:00:00
1160,肉禽蛋,禽蛋类,鸡排腿,,7.0,6.9,6.8,2024-06-25 00:00:00
1161,肉禽蛋,禽蛋类,鸡琵琶腿,,7.0,6.75,6.5,2024-06-25 00:00:00
1162,肉禽蛋,禽蛋类,鸡胗,,12.0,11.0,10.0,2024-06-25 00:00:00
1163,肉禽蛋,禽蛋类,鸡爪,,20.0,20.0,20.0,2024-06-25 00:00:00
1164,肉禽蛋,禽蛋类,鸡心,,5.0,5.0,5.0,2024-06-25 00:00:00
1165,肉禽蛋,禽蛋类,鸡肝,,3.0,3.0,3.0,2024-06-25 00:00:00
1166,肉禽蛋,禽蛋类,鸡脖子,,5.0,4.9,4.8,2024-06-25 00:00:00
1167,肉禽蛋,禽蛋类,鸡头,,3.0,2.75,2.5,2024-06-25 00:00:00
1168,肉禽蛋,禽蛋类,鸡油,,5.5,5.5,5.5,2024-06-25 00:00:00
1169,肉禽蛋,禽蛋类,鸡架子,,4.0,3.75,3.5,2024-06-25 00:00:00
1170,肉禽蛋,禽蛋类,白条乌鸡,,12.0,11.75,11.5,2024-06-25 00:00:00
1171,肉禽蛋,禽蛋类,黑爪公鸡,,13.0,12.0,11.0,2024-06-25 00:00:00
1172,肉禽蛋,禽蛋类,白条鹅,,13.0,12.0,11.0,2024-06-25 00:00:00
1173,肉禽蛋,禽蛋类,白条湖鸭,,7.5,7.25,7.0,2024-06-25 00:00:00
1174,肉禽蛋,禽蛋类,鸭肠,,7.5,7.25,7.0,2024-06-25 00:00:00
1175,肉禽蛋,禽蛋类,鸭肝,,2.5,2.5,2.5,2024-06-25 00:00:00
1176,肉禽蛋,禽蛋类,鸭头,,11.0,10.25,9.5,2024-06-25 00:00:00
1177,肉禽蛋,禽蛋类,鸭心,,5.0,4.75,4.5,2024-06-25 00:00:00
1178,肉禽蛋,禽蛋类,鸭腿,,6.0,5.5,5.0,2024-06-25 00:00:00
1179,肉禽蛋,禽蛋类,鸭胗,,15.0,14.75,14.5,2024-06-25 00:00:00
1180,肉禽蛋,禽蛋类,鸭脖子,,10.0,9.5,9.0,2024-06-25 00:00:00
1181,肉禽蛋,禽蛋类,白条乳鸽,,23.0,22.0,21.0,2024-06-25 00:00:00
1182,肉禽蛋,禽蛋类,白条兔,,23.0,23.0,23.0,2024-06-25 00:00:00
1183,肉禽蛋,禽蛋类,箱鸡蛋,,173.0,170.5,168.0,2024-06-25 00:00:00
1184,肉禽蛋,禽蛋类,箱鸡蛋,,3.93,3.88,3.82,2024-06-25 00:00:00
1185,肉禽蛋,禽蛋类,散鸡蛋,,4.5,4.4,4.3,2024-06-25 00:00:00
1186,肉禽蛋,禽蛋类,生鸭蛋,,7.5,7.15,6.8,2024-06-25 00:00:00
1187,肉禽蛋,禽蛋类,熟鸭蛋,,9.0,8.65,8.3,2024-06-25 00:00:00
1188,肉禽蛋,禽蛋类,松花蛋,,9.0,8.25,7.5,2024-06-25 00:00:00
1189,肉禽蛋,禽蛋类,鹅蛋,,18.5,17.5,16.5,2024-06-25 00:00:00
1190,肉禽蛋,禽蛋类,鹌鹑蛋,,7.0,6.5,6.0,2024-06-25 00:00:00
1191,肉禽蛋,禽蛋类,柴鸡蛋,,8.0,6.0,4.0,2024-06-25 00:00:00
1192,肉禽蛋,禽蛋类,乌鸡蛋,,8.5,7.65,6.8,2024-06-25 00:00:00
1193,肉禽蛋,禽蛋类,大雁蛋,,20.0,19.0,18.0,2024-06-25 00:00:00
1194,肉禽蛋,禽蛋类,变蛋,,1.0,0.83,0.65,2024-06-25 00:00:00
1195,肉禽蛋,禽蛋类,鸵鸟蛋,,150.0,115.0,80.0,2024-06-25 00:00:00
1196,肉禽蛋,禽蛋类,鸽子蛋,,3.0,2.9,2.8,2024-06-25 00:00:00
1197,肉禽蛋,禽蛋类,活珠子,,1.5,1.43,1.35,2024-06-25 00:00:00
1198,肉禽蛋,禽蛋类,山鸡蛋,,1.1,1.05,1.0,2024-06-25 00:00:00
1199,水产,淡水鱼,鲤鱼,,7.0,7.0,7.0,2024-06-25 00:00:00
1200,水产,淡水鱼,鲤鱼,,7.5,7.25,7.0,2024-06-25 00:00:00
1201,水产,淡水鱼,草鱼,,7.0,7.0,7.0,2024-06-25 00:00:00
1202,水产,淡水鱼,草鱼,,7.5,7.25,7.0,2024-06-25 00:00:00
1203,水产,淡水鱼,草鱼,,9.0,8.5,8.0,2024-06-25 00:00:00
1204,水产,淡水鱼,鲫鱼,,11.5,11.25,11.0,2024-06-25 00:00:00
1205,水产,淡水鱼,鲫鱼,,12.0,11.75,11.5,2024-06-25 00:00:00
1206,水产,淡水鱼,鲫鱼,,13.0,12.75,12.5,2024-06-25 00:00:00
1207,水产,淡水鱼,胖头鱼,,10.5,10.25,10.0,2024-06-25 00:00:00
1208,水产,淡水鱼,胖头鱼,,12.0,11.5,11.0,2024-06-25 00:00:00
1209,水产,淡水鱼,武昌鱼,,13.0,12.0,11.0,2024-06-25 00:00:00
1210,水产,淡水鱼,鲢鱼,,4.5,4.25,4.0,2024-06-25 00:00:00
1211,水产,淡水鱼,鲢鱼,,4.0,3.75,3.5,2024-06-25 00:00:00
1212,水产,淡水鱼,鲶鱼,,6.0,5.75,5.5,2024-06-25 00:00:00
1213,水产,淡水鱼,松花鱼,,11.0,10.5,10.0,2024-06-25 00:00:00
1214,水产,淡水鱼,黑鱼,,12.0,11.5,11.0,2024-06-25 00:00:00
1215,水产,淡水鱼,黑鱼,,13.0,12.5,12.0,2024-06-25 00:00:00
1216,水产,淡水鱼,黄鳝,,32.0,31.0,30.0,2024-06-25 00:00:00
1217,水产,淡水鱼,黄鳝,,42.0,40.0,38.0,2024-06-25 00:00:00
1218,水产,淡水鱼,罗非鱼,,13.0,12.5,12.0,2024-06-25 00:00:00
1219,水产,淡水鱼,虹鳟鱼,,25.0,24.5,24.0,2024-06-25 00:00:00
1220,水产,淡水鱼,鲟鱼,,22.0,21.5,21.0,2024-06-25 00:00:00
1221,水产,淡水鱼,青鱼,,15.0,14.0,13.0,2024-06-25 00:00:00
1222,水产,淡水鱼,桂鱼,,52.0,51.0,50.0,2024-06-25 00:00:00
1223,水产,淡水鱼,嘎鱼,,24.0,23.5,23.0,2024-06-25 00:00:00
1224,水产,淡水鱼,嘎鱼,,24.0,23.5,23.0,2024-06-25 00:00:00
1225,水产,淡水鱼,淡水鲈鱼,,25.0,24.0,23.0,2024-06-25 00:00:00
1226,水产,淡水鱼,泥鳅,,17.0,13.5,10.0,2024-06-25 00:00:00
1227,水产,淡水鱼,清江鱼,,11.0,10.0,9.0,2024-06-25 00:00:00
1228,水产,海水鱼,三文鱼肉,,120.0,105.0,90.0,2024-06-25 00:00:00
1229,水产,海水鱼,三文鱼肉,,70.0,65.0,60.0,2024-06-25 00:00:00
1230,水产,海水鱼,多春鱼,,18.0,17.0,16.0,2024-06-25 00:00:00
