ID,编号,价格,成交数量,竞买率,成交占比,日期,大盘最低价格,大盘最高价格
159596,2078,11,2765,32,2,44637,3203,3260
159595,2078,11,4321,57,3,44637,3203,3260
159594,2078,11,3849,59,2,44637,3203,3260
159593,2078,11,3629,45,2,44637,3203,3260
159592,2078,11,5504,58,4,44637,3203,3260
159591,2078,11,5562,50,4,44637,3203,3260
159590,2078,11,5302,63,3,44637,3203,3260
159589,2078,11,5271,43,3,44637,3203,3260
159588,2078,11,7775,39,5,44637,3203,3260
159587,2078,11,6531,30,4,44637,3203,3260
159586,2078,11,8491,55,5,44637,3203,3260
159585,2078,11,8679,36,6,44637,3203,3260
159584,2078,11,14804,38,9,44637,3203,3260
159583,2078,11,6137,19,4,44637,3203,3260
159582,2078,11,3358,36,2,44637,3203,3260
159581,2078,11,4794,40,3,44637,3203,3260
159580,2078,11,6999,38,4,44637,3203,3260
159579,2078,11,7504,36,5,44637,3203,3260
159578,2078,11,7713,35,5,44637,3203,3260
159577,2078,11,3845,26,2,44637,3203,3260
159576,2078,11,3896,29,2,44637,3203,3260
159575,2078,11,4862,25,3,44637,3203,3260
159574,2078,11,5353,23,3,44637,3203,3260
159573,2078,11,438,52,0,44637,3203,3260
159572,2078,11,2046,23,1,44637,3203,3260
159571,2078,11,1769,27,1,44637,3203,3260
159570,2078,11,1591,9,1,44637,3203,3260
159569,2078,11,1408,0,1,44637,3203,3260
158518,2078,10,1912,98,1,44636,3023,3178
158517,2078,10,1966,68,1,44636,3023,3178
158516,2078,10,2884,36,1,44636,3023,3178
158515,2078,10,1858,56,1,44636,3023,3178
158514,2078,10,1628,58,1,44636,3023,3178
158513,2078,10,983,17,0,44636,3023,3178
158512,2078,10,968,50,0,44636,3023,3178
158511,2078,10,1341,68,1,44636,3023,3178
158510,2078,10,1934,59,1,44636,3023,3178
158509,2078,10,885,34,0,44636,3023,3178
158508,2078,11,3914,41,2,44636,3023,3178
158507,2078,11,1123,46,0,44636,3023,3178
158506,2078,11,994,63,0,44636,3023,3178
158505,2078,11,1500,86,1,44636,3023,3178
158504,2078,11,2483,52,1,44636,3023,3178
158503,2078,11,3134,61,1,44636,3023,3178
158502,2078,11,4135,87,2,44636,3023,3178
158501,2078,11,3593,70,2,44636,3023,3178
158500,2078,11,4234,43,2,44636,3023,3178
158499,2078,11,7637,51,3,44636,3023,3178
158498,2078,11,10171,51,4,44636,3023,3178
158497,2078,11,3975,51,2,44636,3023,3178
158496,2078,11,3720,35,2,44636,3023,3178
158495,2078,11,4595,36,2,44636,3023,3178
158494,2078,11,4991,46,2,44636,3023,3178
158493,2078,11,4412,53,2,44636,3023,3178
158492,2078,11,6263,44,3,44636,3023,3178
158491,2078,11,3230,41,1,44636,3023,3178
158490,2078,11,2408,57,1,44636,3023,3178
158489,2078,11,1959,73,1,44636,3023,3178
158488,2078,11,5810,49,2,44636,3023,3178
158487,2078,11,2672,70,1,44636,3023,3178
158486,2078,11,1405,67,1,44636,3023,3178
158485,2078,11,2050,55,1,44636,3023,3178
158484,2078,11,1565,19,1,44636,3023,3178
158483,2078,11,2067,48,1,44636,3023,3178
158482,2078,11,4183,86,2,44636,3023,3178
158481,2078,11,4022,83,2,44636,3023,3178
158480,2078,11,6841,67,3,44636,3023,3178
158479,2078,11,3549,66,2,44636,3023,3178
158478,2078,11,5707,49,2,44636,3023,3178
158477,2078,11,1894,39,1,44636,3023,3178
158476,2078,11,4136,49,2,44636,3023,3178
158475,2078,11,1599,35,1,44636,3023,3178
158474,2078,11,3670,31,2,44636,3023,3178
158473,2078,11,2000,16,1,44636,3023,3178
158472,2078,11,1812,39,1,44636,3023,3178
158471,2078,11,3440,90,1,44636,3023,3178
158470,2078,11,1661,54,1,44636,3023,3178
158469,2078,11,2645,32,1,44636,3023,3178
158468,2078,11,5164,45,2,44636,3023,3178
158467,2078,11,1159,72,0,44636,3023,3178
158466,2078,11,1126,42,0,44636,3023,3178
158465,2078,11,1981,19,1,44636,3023,3178
158464,2078,11,571,21,0,44636,3023,3178
158463,2078,11,2197,75,1,44636,3023,3178
158462,2078,11,3163,62,1,44636,3023,3178
158461,2078,11,6395,47,3,44636,3023,3178
158460,2078,11,9270,54,4,44636,3023,3178
158459,2078,11,7663,29,3,44636,3023,3178
158458,2078,11,15808,49,7,44636,3023,3178
158457,2078,11,9277,44,4,44636,3023,3178
158456,2078,11,5296,23,2,44636,3023,3178
158455,2078,11,2344,39,1,44636,3023,3178
158454,2078,11,1309,23,1,44636,3023,3178
158453,2078,11,1014,33,0,44636,3023,3178
158452,2078,11,1590,18,1,44636,3023,3178
158451,2078,11,1268,0,1,44636,3023,3178
157310,2078,11,784,100,0,44635,3064,3197
157309,2078,11,2518,63,1,44635,3064,3197
157308,2078,11,3159,34,1,44635,3064,3197
157307,2078,11,3633,32,1,44635,3064,3197
157306,2078,11,1307,69,1,44635,3064,3197
157305,2078,11,4122,5,2,44635,3064,3197
157304,2078,11,453,36,0,44635,3064,3197
157303,2078,11,407,84,0,44635,3064,3197
157302,2078,11,84,100,0,44635,3064,3197
157301,2078,11,1263,98,0,44635,3064,3197
157300,2078,11,2436,88,1,44635,3064,3197
157299,2078,11,1549,75,1,44635,3064,3197
157298,2078,11,1161,43,0,44635,3064,3197
157297,2078,11,218,17,0,44635,3064,3197
157296,2078,11,2967,98,1,44635,3064,3197
157295,2078,11,2791,29,1,44635,3064,3197
157294,2078,11,132,100,0,44635,3064,3197
157293,2078,11,176,88,0,44635,3064,3197
157292,2078,11,71,100,0,44635,3064,3197
157291,2078,11,2550,87,1,44635,3064,3197
157290,2078,11,1204,74,0,44635,3064,3197
157289,2078,11,2703,60,1,44635,3064,3197
157288,2078,11,1433,51,1,44635,3064,3197
157287,2078,11,361,90,0,44635,3064,3197
157286,2078,11,3,100,0,44635,3064,3197
157285,2078,11,260,100,0,44635,3064,3197
157284,2078,11,177,100,0,44635,3064,3197
157283,2078,11,2720,100,1,44635,3064,3197
157282,2078,11,784,100,0,44635,3064,3197
157281,2078,11,7559,99,3,44635,3064,3197
157280,2078,11,8600,71,3,44635,3064,3197
157279,2078,11,10565,59,4,44635,3064,3197
157278,2078,11,3239,61,1,44635,3064,3197
157277,2078,11,1937,67,1,44635,3064,3197
157276,2078,11,5424,74,2,44635,3064,3197
157275,2078,11,2609,49,1,44635,3064,3197
157274,2078,11,4588,45,2,44635,3064,3197
157273,2078,11,7191,58,3,44635,3064,3197
157272,2078,11,5873,57,2,44635,3064,3197
157271,2078,11,3532,35,1,44635,3064,3197
157270,2078,11,2985,60,1,44635,3064,3197
157269,2078,11,2848,83,1,44635,3064,3197
157268,2078,11,5506,91,2,44635,3064,3197
157267,2078,11,4881,73,2,44635,3064,3197
157266,2078,11,14229,72,5,44635,3064,3197
157265,2078,11,11095,50,4,44635,3064,3197
157264,2078,11,8646,38,3,44635,3064,3197
157263,2078,11,9333,57,4,44635,3064,3197
157262,2078,11,3888,47,1,44635,3064,3197
157261,2078,11,8274,58,3,44635,3064,3197
157260,2078,11,6616,51,3,44635,3064,3197
157259,2078,11,5720,55,2,44635,3064,3197
157258,2078,11,4501,65,2,44635,3064,3197
157257,2078,11,6986,71,3,44635,3064,3197
157256,2078,11,9442,51,4,44635,3064,3197
157255,2078,11,8978,62,3,44635,3064,3197
157254,2078,11,6164,64,2,44635,3064,3197
157253,2078,11,8050,52,3,44635,3064,3197
157252,2078,11,4627,35,2,44635,3064,3197
157251,2078,11,6851,41,3,44635,3064,3197
157250,2078,11,3361,54,1,44635,3064,3197
157249,2078,11,4457,12,2,44635,3064,3197
157248,2078,11,3176,4,1,44635,3064,3197
157247,2078,11,1277,74,0,44635,3064,3197
157246,2078,11,316,72,0,44635,3064,3197
157245,2078,11,1342,8,1,44635,3064,3197
157244,2078,11,1528,67,1,44635,3064,3197
157243,2078,11,2142,76,1,44635,3064,3197
157242,2078,11,269,0,0,44635,3064,3197
157241,2078,11,77,100,0,44635,3064,3197
157240,2078,11,275,100,0,44635,3064,3197
157239,2078,11,290,0,0,44635,3064,3197
157238,2078,12,1192,38,0,44635,3064,3197
157237,2078,12,464,0,0,44635,3064,3197
156227,2078,12,2411,100,1,44634,3224,3298
156226,2078,12,2960,74,2,44634,3224,3298
156225,2078,12,1229,37,1,44634,3224,3298
156224,2078,12,1015,93,1,44634,3224,3298
156223,2078,12,1457,84,1,44634,3224,3298
156222,2078,12,4192,83,2,44634,3224,3298
156221,2078,12,4613,52,3,44634,3224,3298
156220,2078,12,3359,54,2,44634,3224,3298
156219,2078,12,764,4,0,44634,3224,3298
156218,2078,12,1794,57,1,44634,3224,3298
156217,2078,12,2862,99,2,44634,3224,3298
156216,2078,12,3100,91,2,44634,3224,3298
156215,2078,12,2869,78,2,44634,3224,3298
156214,2078,12,6106,83,4,44634,3224,3298
156213,2078,12,3722,42,2,44634,3224,3298
156212,2078,12,4691,66,3,44634,3224,3298
156211,2078,12,3510,87,2,44634,3224,3298
156210,2078,12,6034,70,4,44634,3224,3298
156209,2078,12,2351,55,1,44634,3224,3298
156208,2078,12,3483,88,2,44634,3224,3298
156207,2078,12,5662,68,3,44634,3224,3298
156206,2078,12,6157,68,4,44634,3224,3298
156205,2078,12,5527,47,3,44634,3224,3298
156204,2078,12,4250,36,2,44634,3224,3298
156203,2078,12,4454,28,3,44634,3224,3298
156202,2078,12,8428,53,5,44634,3224,3298
156201,2078,12,3145,46,2,44634,3224,3298
156200,2078,12,3527,33,2,44634,3224,3298
156199,2078,12,4870,45,3,44634,3224,3298
156198,2078,12,4263,46,2,44634,3224,3298
156197,2078,12,6925,54,4,44634,3224,3298
156196,2078,12,6768,28,4,44634,3224,3298
156195,2078,12,3828,23,2,44634,3224,3298
156194,2078,12,5785,26,3,44634,3224,3298
156193,2078,12,3148,18,2,44634,3224,3298
156192,2078,12,4028,53,2,44634,3224,3298
156191,2078,12,4355,22,3,44634,3224,3298
156190,2078,12,3296,19,2,44634,3224,3298
156189,2078,12,1183,43,1,44634,3224,3298
156188,2078,12,2782,33,2,44634,3224,3298
156187,2078,12,4181,16,2,44634,3224,3298
156186,2078,12,2746,26,2,44634,3224,3298
156185,2078,12,1946,14,1,44634,3224,3298
156184,2078,12,3372,28,2,44634,3224,3298
156183,2078,12,722,43,0,44634,3224,3298
156182,2078,12,1623,21,1,44634,3224,3298
156181,2078,12,1522,42,1,44634,3224,3298
156180,2078,12,287,0,0,44634,3224,3298
155415,2078,12,1003,100,1,44631,3217,3316
155414,2078,12,3667,88,2,44631,3217,3316
155413,2078,12,4331,86,3,44631,3217,3316
155412,2078,12,4774,78,3,44631,3217,3316
155411,2078,12,4946,74,3,44631,3217,3316
155410,2078,12,4936,55,3,44631,3217,3316
155409,2078,12,4411,61,3,44631,3217,3316
155408,2078,12,2000,54,1,44631,3217,3316
155407,2078,12,4198,78,3,44631,3217,3316
155406,2078,12,4266,62,3,44631,3217,3316
155405,2078,12,5447,54,4,44631,3217,3316
155404,2078,12,6300,55,4,44631,3217,3316
155403,2078,12,6030,75,4,44631,3217,3316
155402,2078,12,5409,63,4,44631,3217,3316
155401,2078,12,4144,62,3,44631,3217,3316
155400,2078,12,7344,46,5,44631,3217,3316
155399,2078,12,6046,34,4,44631,3217,3316
155398,2078,12,7695,75,5,44631,3217,3316
155397,2078,12,10545,40,7,44631,3217,3316
155396,2078,12,9624,34,6,44631,3217,3316
155395,2078,12,9164,31,6,44631,3217,3316
155394,2078,12,15292,27,10,44631,3217,3316
155393,2078,12,7667,24,5,44631,3217,3316
155392,2078,12,3951,22,3,44631,3217,3316
155391,2078,12,1938,58,1,44631,3217,3316
155390,2078,12,2462,33,2,44631,3217,3316
155389,2078,12,1636,40,1,44631,3217,3316
155388,2078,12,393,4,0,44631,3217,3316
155387,2078,12,19,0,0,44631,3217,3316
154660,2078,12,2909,100,1,44630,3291,3327
154659,2078,12,7442,90,3,44630,3291,3327
154658,2078,12,8540,41,3,44630,3291,3327
154657,2078,12,5493,44,2,44630,3291,3327
154656,2078,12,2164,31,1,44630,3291,3327
154655,2078,12,3343,53,1,44630,3291,3327
154654,2078,12,3742,66,2,44630,3291,3327
154653,2078,12,7366,72,3,44630,3291,3327
154652,2078,12,18138,45,7,44630,3291,3327
154651,2078,12,16348,38,7,44630,3291,3327
154650,2078,12,17655,51,7,44630,3291,3327
154649,2078,12,16234,31,7,44630,3291,3327
154648,2078,12,13634,35,6,44630,3291,3327
154647,2078,12,12052,51,5,44630,3291,3327
154646,2078,12,14480,42,6,44630,3291,3327
154645,2078,12,13770,43,6,44630,3291,3327
154644,2078,12,10546,55,4,44630,3291,3327
154643,2078,12,14068,39,6,44630,3291,3327
154642,2078,12,13407,58,5,44630,3291,3327
154641,2078,12,8894,41,4,44630,3291,3327
154640,2078,12,6307,21,3,44630,3291,3327
154639,2078,12,4967,31,2,44630,3291,3327
154638,2078,12,5859,55,2,44630,3291,3327
154637,2078,12,3719,14,2,44630,3291,3327
154636,2078,12,1818,3,1,44630,3291,3327
154635,2078,12,932,15,0,44630,3291,3327
154634,2078,12,2927,0,1,44630,3291,3327
154633,2078,12,1048,17,0,44630,3291,3327
154632,2078,12,414,0,0,44630,3291,3327
154631,2078,12,1546,100,1,44630,3291,3327
154630,2078,12,1396,40,1,44630,3291,3327
154629,2078,12,2856,41,1,44630,3291,3327
154628,2078,12,1387,0,1,44630,3291,3327
153850,2078,11,250,100,0,44629,3148,3321
153849,2078,11,1610,70,0,44629,3148,3321
153848,2078,11,2771,48,1,44629,3148,3321
153847,2078,11,2470,51,1,44629,3148,3321
153846,2078,11,1328,10,0,44629,3148,3321
153845,2078,11,1385,99,0,44629,3148,3321
153844,2078,11,352,0,0,44629,3148,3321
153843,2078,11,130,81,0,44629,3148,3321
153842,2078,11,2038,80,1,44629,3148,3321
153841,2078,11,2888,72,1,44629,3148,3321
153840,2078,11,1113,75,0,44629,3148,3321
153839,2078,11,885,50,0,44629,3148,3321
153838,2078,11,320,40,0,44629,3148,3321
153837,2078,11,542,27,0,44629,3148,3321
153836,2078,11,684,32,0,44629,3148,3321
153835,2078,11,1570,50,0,44629,3148,3321
153834,2078,11,158,0,0,44629,3148,3321
153833,2078,11,886,47,0,44629,3148,3321
153832,2078,11,1396,68,0,44629,3148,3321
153831,2078,12,2959,81,1,44629,3148,3321
153830,2078,12,6230,64,2,44629,3148,3321
153829,2078,12,2719,32,1,44629,3148,3321
153828,2078,12,5080,50,1,44629,3148,3321
153827,2078,12,4284,30,1,44629,3148,3321
153826,2078,12,7601,42,2,44629,3148,3321
153825,2078,12,4998,43,1,44629,3148,3321
153824,2078,12,6436,57,2,44629,3148,3321
153823,2078,12,3591,13,1,44629,3148,3321
153822,2078,12,2282,8,1,44629,3148,3321
153821,2078,12,1903,58,1,44629,3148,3321
153820,2078,12,2220,38,1,44629,3148,3321
153819,2078,12,3299,41,1,44629,3148,3321
153818,2078,12,2448,42,1,44629,3148,3321
153817,2078,12,2586,58,1,44629,3148,3321
153816,2078,12,5156,79,1,44629,3148,3321
153815,2078,12,5404,66,2,44629,3148,3321
153814,2078,12,6855,62,2,44629,3148,3321
153813,2078,12,7640,54,2,44629,3148,3321
153812,2078,12,6156,43,2,44629,3148,3321
153811,2078,12,12828,56,4,44629,3148,3321
153810,2078,12,10071,62,3,44629,3148,3321
153809,2078,12,8306,46,2,44629,3148,3321
153808,2078,12,7035,62,2,44629,3148,3321
153807,2078,12,7072,56,2,44629,3148,3321
153806,2078,12,9758,51,3,44629,3148,3321
153805,2078,12,8435,46,2,44629,3148,3321
153804,2078,12,9946,64,3,44629,3148,3321
153803,2078,12,14229,45,4,44629,3148,3321
153802,2078,12,7964,41,2,44629,3148,3321
153801,2078,12,4363,53,1,44629,3148,3321
153800,2078,12,5084,53,1,44629,3148,3321
153799,2078,12,7526,61,2,44629,3148,3321
153798,2078,12,7924,72,2,44629,3148,3321
153797,2078,12,6342,42,2,44629,3148,3321
153796,2078,12,5452,53,2,44629,3148,3321
153795,2078,12,4768,48,1,44629,3148,3321
153794,2078,12,4017,53,1,44629,3148,3321
153793,2078,12,8743,58,2,44629,3148,3321
153792,2078,12,8923,52,3,44629,3148,3321
153791,2078,12,5196,38,1,44629,3148,3321
153790,2078,12,7694,81,2,44629,3148,3321
153789,2078,12,5603,70,2,44629,3148,3321
153788,2078,12,5125,37,1,44629,3148,3321
153787,2078,12,2490,51,1,44629,3148,3321
153786,2078,12,5534,51,2,44629,3148,3321
153785,2078,12,4416,37,1,44629,3148,3321
153784,2078,12,4447,30,1,44629,3148,3321
153783,2078,12,4770,19,1,44629,3148,3321
153782,2078,12,6896,59,2,44629,3148,3321
153781,2078,12,12833,22,4,44629,3148,3321
153780,2078,12,5607,51,2,44629,3148,3321
153779,2078,12,5231,27,1,44629,3148,3321
153778,2078,12,2564,22,1,44629,3148,3321
153777,2078,12,792,0,0,44629,3148,3321
153776,2078,12,1050,0,0,44629,3148,3321
152621,2078,12,2014,97,1,44628,3287,3384
152620,2078,12,7994,23,2,44628,3287,3384
152619,2078,12,4434,61,1,44628,3287,3384
152618,2078,12,3600,33,1,44628,3287,3384
152617,2078,12,3300,43,1,44628,3287,3384
152616,2078,12,3780,72,1,44628,3287,3384
152615,2078,12,1005,100,0,44628,3287,3384
152614,2078,12,556,100,0,44628,3287,3384
152613,2078,12,4406,52,1,44628,3287,3384
152612,2078,12,2394,77,1,44628,3287,3384
152611,2078,12,2361,91,1,44628,3287,3384
152610,2078,12,7318,65,2,44628,3287,3384
152609,2078,12,8955,47,3,44628,3287,3384
152608,2078,12,12699,65,4,44628,3287,3384
152607,2078,12,10629,64,3,44628,3287,3384
152606,2078,12,22510,78,7,44628,3287,3384
152605,2078,12,19846,81,6,44628,3287,3384
152604,2078,12,29842,45,9,44628,3287,3384
152603,2078,12,24840,61,7,44628,3287,3384
152602,2078,12,15456,37,5,44628,3287,3384
152601,2078,12,11246,35,3,44628,3287,3384
152600,2078,12,12282,50,4,44628,3287,3384
152599,2078,12,10808,54,3,44628,3287,3384
152598,2078,12,6965,59,2,44628,3287,3384
152597,2078,12,7758,42,2,44628,3287,3384
152596,2078,12,6601,36,2,44628,3287,3384
152595,2078,12,5235,61,2,44628,3287,3384
152594,2078,12,3273,78,1,44628,3287,3384
152593,2078,12,2394,81,1,44628,3287,3384
152592,2078,12,7660,85,2,44628,3287,3384
152591,2078,12,5476,55,2,44628,3287,3384
152590,2078,12,7260,61,2,44628,3287,3384
152589,2078,12,4316,50,1,44628,3287,3384
152588,2078,12,3709,72,1,44628,3287,3384
152587,2078,12,4402,60,1,44628,3287,3384
152586,2078,12,9248,65,3,44628,3287,3384
152585,2078,12,7148,57,2,44628,3287,3384
152584,2078,12,4910,29,1,44628,3287,3384
152583,2078,12,5262,43,2,44628,3287,3384
152582,2078,12,3307,43,1,44628,3287,3384
152581,2078,12,4351,26,1,44628,3287,3384
152580,2078,12,3446,92,1,44628,3287,3384
152579,2078,12,3072,98,1,44628,3287,3384
152578,2078,12,1222,56,0,44628,3287,3384
152577,2078,12,148,100,0,44628,3287,3384
152576,2078,12,1946,88,1,44628,3287,3384
152575,2078,12,1543,85,0,44628,3287,3384
152574,2078,12,1409,62,0,44628,3287,3384
152573,2078,12,3585,65,1,44628,3287,3384
152572,2078,12,1358,78,0,44628,3287,3384
152571,2078,12,1381,77,0,44628,3287,3384
152570,2078,12,761,28,0,44628,3287,3384
152569,2078,12,186,0,0,44628,3287,3384
151721,2078,12,12,100,0,44627,3361,3439
151720,2078,12,5748,72,2,44627,3361,3439
151719,2078,12,15553,65,6,44627,3361,3439
151718,2078,12,15813,51,6,44627,3361,3439
151717,2078,12,15886,63,6,44627,3361,3439
151716,2078,12,20862,50,8,44627,3361,3439
151715,2078,12,14575,55,6,44627,3361,3439
151714,2078,12,14698,59,6,44627,3361,3439
151713,2078,12,4314,66,2,44627,3361,3439
151712,2078,12,10183,68,4,44627,3361,3439
151711,2078,12,10853,42,4,44627,3361,3439
151710,2078,12,20155,57,8,44627,3361,3439
151709,2078,12,11510,60,4,44627,3361,3439
151708,2078,12,16847,47,6,44627,3361,3439
151707,2078,12,15856,55,6,44627,3361,3439
151706,2078,12,13156,37,5,44627,3361,3439
151705,2078,12,12791,52,5,44627,3361,3439
151704,2078,12,3606,53,1,44627,3361,3439
151703,2078,12,4888,69,2,44627,3361,3439
151702,2078,12,7754,70,3,44627,3361,3439
151701,2078,12,6040,39,2,44627,3361,3439
151700,2078,13,4545,57,2,44627,3361,3439
151699,2078,13,4266,52,2,44627,3361,3439
151698,2078,13,3967,36,2,44627,3361,3439
151697,2078,13,699,24,0,44627,3361,3439
151696,2078,13,1992,91,1,44627,3361,3439
151695,2078,13,1531,3,1,44627,3361,3439
151694,2078,13,465,58,0,44627,3361,3439
151693,2078,13,1115,100,0,44627,3361,3439
151692,2078,13,240,0,0,44627,3361,3439
150898,2078,12,1874,49,1,44624,3438,3475
150897,2078,12,7066,58,2,44624,3438,3475
150896,2078,12,7828,61,3,44624,3438,3475
150895,2078,12,7980,58,3,44624,3438,3475
150894,2078,12,19397,43,7,44624,3438,3475
150893,2078,12,9598,49,3,44624,3438,3475
150892,2078,12,10557,43,4,44624,3438,3475
150891,2078,12,15221,63,5,44624,3438,3475
150890,2078,12,6940,53,2,44624,3438,3475
150889,2078,12,7656,39,3,44624,3438,3475
150888,2078,12,5346,75,2,44624,3438,3475
150887,2078,12,3346,58,1,44624,3438,3475
150886,2078,12,7712,30,3,44624,3438,3475
150885,2078,12,3565,19,1,44624,3438,3475
150884,2078,13,11381,70,4,44624,3438,3475
150883,2078,13,5472,51,2,44624,3438,3475
150882,2078,13,6762,41,2,44624,3438,3475
150881,2078,13,6708,36,2,44624,3438,3475
150880,2078,13,6673,37,2,44624,3438,3475
150879,2078,13,11329,34,4,44624,3438,3475
150878,2078,13,17506,59,6,44624,3438,3475
150877,2078,13,21111,55,7,44624,3438,3475
150876,2078,13,31258,49,11,44624,3438,3475
150875,2078,13,23357,33,8,44624,3438,3475
150874,2078,13,17255,13,6,44624,3438,3475
150873,2078,13,8614,26,3,44624,3438,3475
150872,2078,13,5256,24,2,44624,3438,3475
150871,2078,13,1944,0,1,44624,3438,3475
150870,2078,13,123,0,0,44624,3438,3475
150869,2078,13,1525,0,1,44624,3438,3475
150278,2078,12,598,100,0,44623,3473,3500
150277,2078,12,3750,3,1,44623,3473,3500
150276,2078,12,615,36,0,44623,3473,3500
150275,2078,12,2219,60,0,44623,3473,3500
150274,2078,12,3940,41,1,44623,3473,3500
150273,2078,12,8376,63,2,44623,3473,3500
150272,2078,12,7825,26,2,44623,3473,3500
150271,2078,12,7195,3,1,44623,3473,3500
150270,2078,12,4698,61,1,44623,3473,3500
150269,2078,12,5460,33,1,44623,3473,3500
150268,2078,12,2195,0,0,44623,3473,3500
150267,2078,12,9874,24,2,44623,3473,3500
150266,2078,12,865,14,0,44623,3473,3500
150265,2078,12,2629,28,1,44623,3473,3500
150264,2078,12,4590,32,1,44623,3473,3500
150263,2078,12,3225,0,1,44623,3473,3500
150262,2078,12,667,100,0,44623,3473,3500
150261,2078,12,4543,59,1,44623,3473,3500
150260,2078,12,6086,28,1,44623,3473,3500
150259,2078,12,5590,18,1,44623,3473,3500
150258,2078,12,5957,66,1,44623,3473,3500
150257,2078,12,13970,57,3,44623,3473,3500
150256,2078,12,18237,37,4,44623,3473,3500
150255,2078,12,19994,50,4,44623,3473,3500
150254,2078,12,19160,28,4,44623,3473,3500
150253,2078,12,10915,19,2,44623,3473,3500
150252,2078,12,5539,34,1,44623,3473,3500
150251,2078,12,18840,20,4,44623,3473,3500
150250,2078,12,14780,30,3,44623,3473,3500
150249,2078,12,19745,51,4,44623,3473,3500
150248,2078,12,7562,32,1,44623,3473,3500
150247,2078,13,4437,21,1,44623,3473,3500
150246,2078,13,4047,34,1,44623,3473,3500
150245,2078,13,5892,2,1,44623,3473,3500
150244,2078,13,2468,21,0,44623,3473,3500
150243,2078,13,8108,35,2,44623,3473,3500
150242,2078,13,17953,44,3,44623,3473,3500
150241,2078,13,19292,28,4,44623,3473,3500
150240,2078,13,14797,59,3,44623,3473,3500
150239,2078,13,40501,30,8,44623,3473,3500
150238,2078,13,22011,30,4,44623,3473,3500
150237,2078,13,11902,47,2,44623,3473,3500
150236,2078,13,16506,49,3,44623,3473,3500
150235,2078,13,25891,26,5,44623,3473,3500
150234,2078,13,16375,32,3,44623,3473,3500
150233,2078,13,20795,44,4,44623,3473,3500
150232,2078,13,7901,29,2,44623,3473,3500
150231,2078,13,9138,44,2,44623,3473,3500
150230,2078,13,10444,39,2,44623,3473,3500
150229,2078,13,7700,5,2,44623,3473,3500
150228,2078,13,3600,11,1,44623,3473,3500
150227,2078,13,3444,44,1,44623,3473,3500
150226,2078,13,1556,69,0,44623,3473,3500
150225,2078,13,531,0,0,44623,3473,3500
149588,2078,12,217,100,0,44622,3467,3487
149587,2078,12,572,21,0,44622,3467,3487
149586,2078,12,4709,79,3,44622,3467,3487
149585,2078,12,6828,42,4,44622,3467,3487
149584,2078,12,8185,77,5,44622,3467,3487
149583,2078,12,12110,60,8,44622,3467,3487
149582,2078,12,10071,34,6,44622,3467,3487
149581,2078,12,10237,48,7,44622,3467,3487
149580,2078,12,8960,26,6,44622,3467,3487
149579,2078,12,2876,17,2,44622,3467,3487
149578,2078,12,2533,3,2,44622,3467,3487
149577,2078,12,640,13,0,44622,3467,3487
149576,2078,12,2049,38,1,44622,3467,3487
149575,2078,12,1342,79,1,44622,3467,3487
149574,2078,12,2633,53,2,44622,3467,3487
149573,2078,12,6343,45,4,44622,3467,3487
149572,2078,12,2636,30,2,44622,3467,3487
149571,2078,12,3495,68,2,44622,3467,3487
149570,2078,12,4743,37,3,44622,3467,3487
149569,2078,12,4592,26,3,44622,3467,3487
149568,2078,12,2771,33,2,44622,3467,3487
149567,2078,12,2868,67,2,44622,3467,3487
149566,2078,12,9525,60,6,44622,3467,3487
149565,2078,12,6528,53,4,44622,3467,3487
149564,2078,12,13121,22,8,44622,3467,3487
149563,2078,12,13391,39,9,44622,3467,3487
149562,2078,12,9799,33,6,44622,3467,3487
149561,2078,12,1547,0,1,44622,3467,3487
148900,2078,12,1290,100,1,44621,3466,3491
148899,2078,12,5743,62,3,44621,3466,3491
148898,2078,12,3821,60,2,44621,3466,3491
148897,2078,12,8768,75,5,44621,3466,3491
148896,2078,12,8447,63,5,44621,3466,3491
148895,2078,12,14275,62,8,44621,3466,3491
148894,2078,12,11324,57,7,44621,3466,3491
148893,2078,12,8410,57,5,44621,3466,3491
148892,2078,12,6863,68,4,44621,3466,3491
148891,2078,12,6971,42,4,44621,3466,3491
148890,2078,12,12407,59,7,44621,3466,3491
148889,2078,12,14458,51,8,44621,3466,3491
148888,2078,12,12233,67,7,44621,3466,3491
148887,2078,12,9530,49,5,44621,3466,3491
148886,2078,12,5916,67,3,44621,3466,3491
148885,2078,12,5585,66,3,44621,3466,3491
148884,2078,12,3149,42,2,44621,3466,3491
148883,2078,12,2371,96,1,44621,3466,3491
148882,2078,12,1133,30,1,44621,3466,3491
148881,2078,12,759,48,0,44621,3466,3491
148880,2078,12,1607,59,1,44621,3466,3491
148879,2078,12,1026,43,1,44621,3466,3491
148878,2078,12,1957,31,1,44621,3466,3491
148877,2078,12,1262,69,1,44621,3466,3491
148876,2078,12,1898,5,1,44621,3466,3491
148875,2078,12,2728,30,2,44621,3466,3491
148874,2078,12,724,72,0,44621,3466,3491
148873,2078,12,1173,82,1,44621,3466,3491
148872,2078,12,1851,56,1,44621,3466,3491
148871,2078,12,4013,40,2,44621,3466,3491
148870,2078,12,4338,42,3,44621,3466,3491
148869,2078,12,1856,53,1,44621,3466,3491
148868,2078,12,696,56,0,44621,3466,3491
148867,2078,12,1836,12,1,44621,3466,3491
